Airport,Terminal,Date,Hour,Average,Max,p015,p1630,p3145,p4660,p6190,p91120,p121Plus,Excluded,Total,Flights,Booths
ORD,Terminal 5,1/1/2014,0400 - 0500,19,29,23,41,0,0,0,0,0,2,66,1,5
ORD,Terminal 5,1/1/2014,0700 - 0800,41,96,190,128,108,96,223,8,0,25,778,5,12
ORD,Terminal 5,1/1/2014,0800 - 0900,62,107,34,9,4,26,77,45,0,5,200,1,13
ORD,Terminal 5,1/1/2014,0900 - 1000,42,107,147,95,51,41,87,65,0,33,519,3,14
ORD,Terminal 5,1/1/2014,1100 - 1200,11,51,348,73,51,6,0,0,0,16,494,3,17
ORD,Terminal 5,1/1/2014,1200 - 1300,11,31,699,246,5,0,0,0,0,27,977,5,28
ORD,Terminal 5,1/1/2014,1300 - 1400,15,54,726,351,127,17,0,0,0,36,1257,8,27
ORD,Terminal 5,1/1/2014,1400 - 1500,10,42,833,147,61,0,0,0,0,32,1073,5,26
ORD,Terminal 5,1/1/2014,1500 - 1600,12,37,1190,478,14,0,0,0,0,46,1728,7,29
ORD,Terminal 5,1/1/2014,1600 - 1700,9,30,921,130,0,0,0,0,0,36,1087,6,32
ORD,Terminal 5,1/1/2014,1700 - 1800,10,29,753,180,0,0,0,0,0,24,957,6,28
ORD,Terminal 5,1/1/2014,1800 - 1900,9,27,543,147,0,0,0,0,0,14,704,3,27
ORD,Terminal 5,1/1/2014,1900 - 2000,5,11,211,0,0,0,0,0,0,6,217,1,24
ORD,Terminal 5,1/1/2014,2000 - 2100,9,22,399,48,0,0,0,0,0,12,459,3,14
ORD,Terminal 5,1/1/2014,2100 - 2200,7,11,127,0,0,0,0,0,0,7,134,1,6
ORD,Terminal 5,1/1/2014,2300 - 0000,20,44,113,102,84,0,0,0,0,9,308,2,7
ORD,Terminal 5,1/2/2014,0000 - 0100,7,16,121,3,0,0,0,0,0,2,126,1,7
ORD,Terminal 5,1/2/2014,0100 - 0200,19,40,50,53,21,0,0,0,0,5,129,1,4
ORD,Terminal 5,1/2/2014,0400 - 0500,22,35,32,57,28,0,0,0,0,3,120,1,6
ORD,Terminal 5,1/2/2014,0600 - 0700,23,52,137,78,70,31,0,0,0,8,324,1,10
ORD,Terminal 5,1/2/2014,0700 - 0800,32,76,171,92,74,89,85,0,0,14,525,3,12
ORD,Terminal 5,1/2/2014,0800 - 0900,13,23,52,34,0,0,0,0,0,1,87,2,5
ORD,Terminal 5,1/2/2014,0900 - 1000,22,55,200,131,96,56,0,0,0,11,494,2,12
ORD,Terminal 5,1/2/2014,1100 - 1200,28,75,276,229,92,118,90,0,0,25,830,5,23
ORD,Terminal 5,1/2/2014,1200 - 1300,20,91,555,300,97,35,44,1,0,28,1060,4,23
ORD,Terminal 5,1/2/2014,1300 - 1400,30,119,558,399,220,147,148,55,0,59,1586,8,19
ORD,Terminal 5,1/2/2014,1400 - 1500,27,131,726,178,102,152,21,54,41,47,1321,6,21
ORD,Terminal 5,1/2/2014,1500 - 1600,33,124,948,450,254,268,255,172,7,79,2433,10,28
ORD,Terminal 5,1/2/2014,1600 - 1700,46,127,471,107,79,11,133,261,16,34,1112,6,27
