Airport,Hour,AVG
EWR,15,21.35555556
EWR,16,19.59634318
EWR,17,14.4275766
EWR,18,13.43243243
EWR,19,16.38702461
EWR,2,11.33333333
EWR,20,16.32929782
EWR,21,18.33080808
EWR,22,15.72631579
EWR,23,14.36842105
EWR,3,29.48529412
EWR,4,17.75
EWR,5,18.41330645
EWR,6,16.43193717
EWR,7,16.17576792
EWR,8,15.77514793
EWR,9,8.25304878
FAT,0,26.35483871
FAT,1,28.77464789
FAT,15,12
FAT,2,43
FAT,20,16
FAT,21,19.14285714
FAT,22,27
FAT,23,29.35057471
FLL,0,18.26315789
FLL,1,4.125
FLL,10,11.43076923
FLL,11,25.63800905
FLL,12,25.95238095
FLL,13,14.1627907
FLL,14,18.70588235
FLL,15,18.95890411
FLL,16,19.46153846
FLL,17,18.75
FLL,18,28.45454545
FLL,19,33.21800948
FLL,2,5.571428571
FLL,20,27.48969072
FLL,21,22.53548387
FLL,22,21.11111111
FLL,23,11.26923077
FLL,3,6.2
FLL,4,23.44444444
FLL,5,20.66995074
FLL,6,20.57692308
FLL,7,19.64356436
FLL,8,16.75
FLL,9,9
HNL,0,20.03846154
HNL,1,24.5
HNL,10,21.50232558
HNL,11,15.54205607
HNL,12,10.12751678
HNL,13,9.64
HNL,14,17.37837838
HNL,15,24.80555556
HNL,16,27.08333333
HNL,17,34.25
HNL,18,32.54545455
HNL,19,23.85714286
HNL,2,22.13207547
HNL,20,23.19354839
HNL,21,25.015625
HNL,22,15.53333333
HNL,23,15.45454545
HNL,3,22.16666667
HNL,4,14
HNL,5,18.73913043
HNL,6,8.723076923
HNL,7,10.52093023
HNL,8,13.08372093
HNL,9,20.88584475
IAD,0,13.27697842
IAD,1,14.85340314
IAD,10,7.770967742
IAD,11,9.729372937
IAD,12,17.16254417
IAD,13,13.85074627
IAD,14,10.35890411
IAD,15,19.67945205
IAD,16,14.61993769
IAD,17,10.2892562
IAD,18,13.64022663
IAD,19,18.1510989
IAD,2,16.64347826
IAD,20,15.0518732
IAD,21,15.56321839
IAD,22,12.06382979
IAD,23,13.58518519
IAD,3,17.4375
IAD,4,21
IAD,5,9.471264368
IAD,6,6.781512605
IAD,7,10.7027972
IAD,8,18.57863501
IAD,9,12.3627451
IAH,0,17.625
IAH,10,17.81447964
IAH,11,16.07239819
IAH,12,12.27981651
IAH,13,17.2081448
IAH,14,21.32579186
IAH,15,19.66968326
IAH,16,21.3438914
IAH,17,18.84162896
IAH,18,18.33031674
IAH,19,13.41628959
IAH,2,14
IAH,20,12.18041237
IAH,21,11.73809524
IAH,22,8.81420765
IAH,23,7.754385965
IAH,4,18.93382353
IAH,5,21.24886878
IAH,6,14.44878049
IAH,7,9.02970297
IAH,8,16.57466063
IAH,9,18.32126697
JFK,0,21.81333333
JFK,1,14.87096774
JFK,10,18.00616016
JFK,11,19.9294686
JFK,12,18.65473527
JFK,13,23.74463519
JFK,14,23.99091544
JFK,15,24.27910238
JFK,16,20.14014599
JFK,17,17.18307805
JFK,18,17.43431443
JFK,19,20.9628866
JFK,2,15.66043614
JFK,20,20.68410042
JFK,21,19.70080468
JFK,22,18.46644295
JFK,23,18.31113956
JFK,3,16.67857143
JFK,4,18.36137072
JFK,5,15.35740072
JFK,6,22.72710623
JFK,7,23.51295337
JFK,8,24.47216274
JFK,9,22.74973031
LAS,0,18.33333333
LAS,10,20.45098039
LAS,11,17.72972973
LAS,12,18.14361702
LAS,13,20.22009569
LAS,14,25.13942308
LAS,15,18.55905512
LAS,16,11.74774775
LAS,17,10.08888889
LAS,18,10.47413793
LAS,19,21.38888889
LAS,20,17.69117647
LAS,21,8.409090909
LAS,22,13.44102564
LAS,23,15.84
LAS,8,3
LAS,9,11.33333333
LAX,0,21.97894737
LAX,1,13
LAX,10,19.64355062
LAX,11,21.12515188
LAX,12,19.25072886
LAX,13,18.89455782
LAX,14,17.97203947
LAX,15,16.58471074
LAX,16,14.4128
LAX,17,14.84826325
LAX,18,18.47780127
LAX,19,23.03080569
LAX,20,19.36778116
LAX,21,16.93622449
LAX,22,19.91773779
LAX,23,20.09192201
LAX,3,4
LAX,5,12
LAX,6,19.82377049
LAX,7,17.58426966
LAX,8,18.9469697
LAX,9,19.86450663
MCO,0,46.66666667
MCO,10,22.80985915
MCO,11,19.27756654
MCO,12,19.26478873
MCO,13,20.15745856
MCO,14,23.50513347
MCO,15,25.9342723
MCO,16,22.41343284
MCO,17,21.92938931
MCO,18,21.16845878
MCO,19,18.98269896
MCO,20,19.37867647
MCO,21,16.42553191
MCO,22,15.86829268
MCO,23,13.78205128
MCO,3,21
MCO,4,9
MCO,6,48.91176471
MCO,7,36.06034483
MCO,8,31.74375
MCO,9,21.97674419
MIA,0,16.09415584
MIA,1,16.23782235
MIA,10,21.48006932
MIA,11,20.28859857
MIA,12,18.67502987
MIA,13,19.66709184
MIA,14,21.56176853
MIA,15,20.66066838
MIA,16,22.71731449
MIA,17,23.38867439
MIA,18,22.57312253
MIA,19,21.3704246
MIA,2,16.79925651
MIA,20,21.4984375
MIA,21,18.14736842
MIA,22,15.45578231
MIA,23,14.86
MIA,3,23.77346278
MIA,4,28.03893805
MIA,5,26.61559889
MIA,6,25.2082153
MIA,7,25.625387
MIA,8,22.99443414
MIA,9,19.92906178
MSP,0,14.23333333
MSP,1,14.6
MSP,10,18.25
MSP,11,18.99206349
MSP,12,26.64222874
MSP,13,25.29824561
MSP,14,15.21459227
MSP,15,14.75783476
MSP,16,16.59246575
MSP,17,14.28378378
MSP,18,16.06966292
MSP,19,16.00813008
MSP,2,12
MSP,20,14.48630137
MSP,21,12.36507937
MSP,22,11.45833333
MSP,23,10.4047619
MSP,4,20
MSP,7,10.5862069
MSP,8,10.33680556
MSP,9,9.5
OAK,0,33.31972789
OAK,1,30.61111111
OAK,10,15
OAK,13,39
OAK,14,17.5
OAK,15,21
OAK,16,40
OAK,17,41.11764706
OAK,18,33.22
OAK,19,40.25
OAK,2,24
OAK,20,39.6
OAK,21,32.9
OAK,22,27
OAK,23,30.93835616
OAK,3,28
OAK,8,19
ONT,0,21.2
ONT,1,21
ONT,22,20.52
ONT,23,21.10126582
ORD,0,16.2122093
ORD,1,12.98095238
ORD,10,14.09243697
ORD,11,13.51239669
ORD,12,13.35164835
ORD,13,16.84931507
ORD,14,20.85205479
ORD,15,20.51373626
ORD,16,16.43287671
ORD,17,11.22252747
ORD,18,10.8739726
ORD,19,10.63661972
ORD,2,12.76470588
ORD,20,10.5310559
ORD,21,9
ORD,22,11.13612565
ORD,23,12.82264151
ORD,3,11.5
ORD,4,16.23232323
ORD,5,17.08695652
ORD,6,16.78164557
ORD,7,13.86060606
ORD,8,12.24566474
ORD,9,13.86571429
PBI,0,1
PBI,10,3.300309598
PBI,11,15.54166667
PBI,12,6.727272727
PBI,13,4.581967213
PBI,14,2.754545455
PBI,15,2.447916667
PBI,16,3.904059041
PBI,17,3
PBI,18,2.890909091
PBI,19,2.480769231
PBI,20,2.333333333
PBI,21,32.5
PBI,23,72
PBI,7,4
PBI,8,3.090909091
PBI,9,2.25
PDX,10,13.74285714
PDX,11,17.54545455
PDX,12,14.02272727
PDX,13,15.83333333
PDX,14,11
PDX,15,7.5
PDX,18,1
PDX,19,7.25
PDX,20,11.65909091
PDX,21,12.33333333
PDX,22,26
PDX,23,27.8
PDX,6,18.4
PDX,7,17.55319149
PDX,8,16.536
PDX,9,16.7
PHL,0,44.25
PHL,1,10.33333333
PHL,10,8
PHL,11,11.875
PHL,12,8.957894737
PHL,13,18.41142857
PHL,14,15.82102273
PHL,15,20.01373626
PHL,16,22.78591549
PHL,17,11.14423077
PHL,18,9.461971831
PHL,19,8.048076923
PHL,20,13.37307692
PHL,21,10.7047619
PHL,22,12.38709677
PHL,23,16.875
PHL,4,28.48387097
PHL,5,20.81144781
PHL,6,20.13043478
PHL,7,20.45238095
PHL,8,23.38983051
PHL,9,17.95
PHX,0,12
PHX,10,8.583333333
PHX,11,10.421875
PHX,12,6.196774194
PHX,13,4.743333333
PHX,14,5.965838509
PHX,15,8.300309598
PHX,16,5.884146341
PHX,17,13.83900929
PHX,18,11.64525994
PHX,19,12.87931034
PHX,20,10.15384615
PHX,21,14.77941176
PHX,22,14.78571429
PHX,23,28.5
PHX,7,8.898230088
PHX,8,10.28666667
PHX,9,10.9389313
RDU,12,2
RDU,13,18.57142857
RDU,14,20.21568627
RDU,15,17.14606742
RDU,16,15.53448276
RDU,17,16.21428571
RDU,18,12.66666667
RDU,19,20.8
SAN,10,17.890625
SAN,11,19.43298969
SAN,12,15.8
SAN,13,12
SAN,14,13.0942029
SAN,15,5.684210526
SAN,16,10.28624535
SAN,17,12.22556391
SAN,18,15.20982143
SAN,19,14.71428571
SAN,20,13.15789474
SAN,21,15.6
SAN,22,11.5
SAN,23,4
SAN,5,19
SAN,8,16
SAN,9,16.33944954
SAT,10,17.42857143
SAT,11,12.44166667
SAT,12,17.73
SAT,13,16.03187251
SAT,14,13.31818182
SAT,15,13.05681818
SAT,16,14.8375
SAT,17,13.56363636
SAT,18,15.17365269
SAT,19,16.88278388
SAT,20,13.07446809
SAT,21,11.68965517
SAT,22,13.5
SAT,8,16.9375
SAT,9,20.33198381
SEA,0,9.333333333
SEA,10,7.914285714
SEA,11,13.11325967
SEA,12,22.19220056
SEA,13,15.23291925
SEA,14,4
SEA,15,6.645833333
SEA,16,8.155555556
SEA,17,9.865724382
SEA,18,9.352941176
SEA,19,11.16894977
SEA,2,7
SEA,20,10.04098361
SEA,21,5.724637681
SEA,22,4.272727273
SEA,23,11.85714286
SEA,4,35.06896552
SEA,5,18.4609375
SEA,6,4.688022284
SEA,7,9.409252669
SEA,8,10.43710692
SEA,9,9.054621849
SFB,0,25.33333333
SFB,1,34
SFB,10,24
SFB,11,29.7037037
SFB,12,30.28301887
SFB,13,26.17777778
SFB,14,23.0462963
SFB,15,26.51515152
SFB,16,23.53968254
SFB,17,24.4
SFB,18,26.69230769
SFB,19,22.6
SFB,2,27
SFB,20,20.75757576
SFB,21,22.825
SFB,22,26.90909091
SFB,23,28
SFO,0,16.09625668
SFO,1,13.35714286
SFO,10,20.26628075
SFO,11,23.32258065
SFO,12,29.9255618
SFO,13,29.94180704
SFO,14,19.66823899
SFO,15,19.23590814
SFO,16,22.46814815
SFO,17,23.8019802
SFO,18,21.89036545
SFO,19,25.92419825
SFO,2,10.5
SFO,20,25.56792144
SFO,21,20.93133047
SFO,22,19.1042654
SFO,23,18.59710145
SFO,3,17
SFO,6,24.7037037
SFO,7,12.68541667
SFO,8,16.64131994
SFO,9,19.78450704
SJC,0,30
SJC,10,18.36787565
SJC,11,30.01967213
SJC,12,24.53448276
SJC,13,18.68181818
SJC,14,11
SJC,15,10.05676856
SJC,16,9.117647059
SJC,17,11.13333333
SJC,18,12.81818182
SJC,19,8.571428571
SJC,20,11
SJC,21,0.75
SJC,22,5.5
SJC,7,24.44715447
SJC,8,19.41614907
SJC,9,18.875
SJU,0,14
SJU,1,4.8
SJU,10,3.857142857
SJU,11,6.635514019
SJU,12,8.168316832
SJU,13,8.020100503
SJU,14,7.516587678
SJU,15,6.67961165
SJU,16,8.022624434
SJU,17,5.935
SJU,18,12.43023256
SJU,19,7.304347826
SJU,20,7.152
SJU,21,6.478723404
SJU,22,6.93081761
SJU,23,7.449275362
SJU,4,21
SJU,5,1
SJU,7,7.19047619
SJU,8,4.845771144
SJU,9,5.946859903
SLC,10,9
SLC,12,12.25
SLC,13,15.43881857
SLC,14,14.37037037
SLC,15,8.638888889
SLC,16,5.485714286
SLC,17,9.1
SLC,18,6.751243781
SLC,19,10.02325581
SLC,20,11.86666667
SLC,21,11.8
SLC,22,8
SLC,23,22
SMF,0,27.01257862
SMF,1,29.94262295
SMF,15,26
SMF,18,13
SMF,2,30.09090909
SMF,21,30.44715447
SMF,22,30.75862069
SMF,23,28.45454545
SMF,3,22.5
SMF,4,25
SNA,10,10.82142857
SNA,11,7.4
SNA,12,18.75
SNA,13,8.5
SNA,14,13.87878788
SNA,15,9.333333333
SNA,16,17.38308458
SNA,17,9.4
SNA,18,9.380952381
SNA,19,16.2
SNA,21,3
SNA,9,20.69444444
STL,10,9
STL,12,11.02197802
STL,13,11.475
STL,14,10.2
STL,15,9.666666667
STL,16,9.325
STL,17,8.875
STL,18,8.615384615
STL,19,9
STL,20,10.5
TPA,0,9.666666667
TPA,1,1
TPA,10,14.6875
TPA,11,15.83431953
TPA,12,14.19587629
TPA,13,8.264516129
TPA,14,6.803921569
TPA,15,10.88405797
TPA,16,15.1686747
TPA,17,17.82638889
TPA,18,21.76404494
TPA,19,12.70833333
TPA,20,11.38461538
TPA,21,12.79245283
TPA,22,12.54887218
TPA,23,10.69354839
TPA,9,14
