Airport,Terminal,Date,Hour,Average,Max,p015,p1630,p3145,p4660,p6190,p91120,121Plus,Excluded,Total,Flights,Booths
PBI,Main,5/31/2013,1600 - 1700,6,9,18,0,0,0,0,0,0,0,18,1,1
PBI,Main,6/1/2013,0900 - 1000,2,7,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,6/1/2013,1000 - 1100,3,4,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,6/1/2013,1100 - 1200,19,38,19,25,11,0,0,0,0,3,58,2,1
PBI,Main,6/1/2013,1200 - 1300,12,22,25,13,0,0,0,0,0,2,40,2,1
PBI,Main,6/1/2013,1300 - 1400,1,2,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,6/1/2013,1500 - 1600,8,22,24,9,0,0,0,0,0,0,33,2,1
PBI,Main,6/2/2013,1100 - 1200,22,35,9,29,8,0,0,0,0,1,47,1,1
PBI,Main,6/2/2013,1200 - 1300,4,7,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,6/2/2013,1500 - 1600,1,2,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,6/2/2013,1600 - 1700,4,8,14,0,0,0,0,0,0,0,14,1,1
PBI,Main,6/2/2013,1700 - 1800,5,9,8,0,0,0,0,0,0,2,10,1,1
PBI,Main,6/3/2013,0900 - 1000,0,0,15,0,0,0,0,0,0,0,15,1,2
PBI,Main,6/3/2013,1000 - 1100,0,0,6,0,0,0,0,0,0,0,6,1,2
PBI,Main,6/3/2013,1300 - 1400,28,48,15,1,20,2,0,0,0,2,40,1,1
PBI,Main,6/3/2013,1700 - 1800,4,10,22,0,0,0,0,0,0,1,23,1,1
PBI,Main,6/4/2013,0900 - 1000,0,0,14,0,0,0,0,0,0,0,14,1,1
PBI,Main,6/4/2013,1500 - 1600,6,12,24,0,0,0,0,0,0,2,26,1,1
PBI,Main,6/4/2013,1600 - 1700,2,6,13,0,0,0,0,0,0,0,13,1,1
PBI,Main,6/5/2013,0900 - 1000,6,8,11,0,0,0,0,0,0,1,12,1,1
PBI,Main,6/5/2013,1500 - 1600,7,12,25,0,0,0,0,0,0,1,26,1,1
PBI,Main,6/5/2013,1600 - 1700,0,0,9,0,0,0,0,0,0,0,9,1,1
PBI,Main,6/6/2013,1000 - 1100,0,2,18,0,0,0,0,0,0,0,18,1,1
PBI,Main,6/6/2013,1200 - 1300,0,0,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,6/6/2013,1300 - 1400,13,21,13,14,0,0,0,0,0,2,29,1,1
PBI,Main,6/6/2013,1600 - 1700,7,16,41,5,0,0,0,0,0,0,46,2,1
PBI,Main,6/6/2013,1700 - 1800,0,0,6,0,0,0,0,0,0,0,6,1,1
PBI,Main,6/6/2013,1800 - 1900,14,35,13,6,2,0,0,0,0,1,22,1,1
PBI,Main,6/6/2013,1900 - 2000,9,15,20,0,0,0,0,0,0,0,20,1,1
PBI,Main,6/7/2013,0900 - 1000,4,9,16,0,0,0,0,0,0,1,17,1,1
PBI,Main,6/7/2013,1100 - 1200,18,33,15,30,1,0,0,0,0,2,48,1,1
PBI,Main,6/7/2013,1300 - 1400,2,4,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,6/7/2013,1600 - 1700,41,50,0,2,20,10,0,0,0,1,33,1,1
PBI,Main,6/7/2013,1700 - 1800,3,9,24,0,0,0,0,0,0,2,26,2,1
PBI,Main,6/8/2013,1100 - 1200,21,34,12,26,7,0,0,0,0,2,47,1,1
PBI,Main,6/8/2013,1300 - 1400,1,3,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,6/8/2013,1400 - 1500,6,14,34,0,0,0,0,0,0,3,37,3,1
PBI,Main,6/8/2013,1700 - 1800,0,0,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,6/8/2013,1800 - 1900,8,15,30,0,0,0,0,0,0,2,32,1,1
PBI,Main,6/9/2013,1000 - 1100,0,0,6,0,0,0,0,0,0,0,6,1,1
PBI,Main,6/9/2013,1100 - 1200,14,29,26,22,0,0,0,0,0,3,51,2,1
PBI,Main,6/9/2013,1300 - 1400,38,150,13,0,0,0,0,0,4,2,19,2,1
PBI,Main,6/9/2013,1700 - 1800,10,20,25,7,0,0,0,0,0,0,32,1,1
PBI,Main,6/9/2013,1800 - 1900,2,5,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,6/10/2013,0900 - 1000,12,18,19,6,0,0,0,0,0,0,25,1,1
PBI,Main,6/10/2013,1000 - 1100,1,2,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,6/10/2013,1100 - 1200,12,23,30,12,0,0,0,0,0,2,44,2,1
PBI,Main,6/10/2013,1300 - 1400,3,10,13,0,0,0,0,0,0,3,16,2,1
PBI,Main,6/10/2013,1500 - 1600,3,7,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,6/10/2013,1600 - 1700,9,19,23,5,0,0,0,0,0,0,28,1,1
PBI,Main,6/10/2013,1700 - 1800,1,1,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,6/11/2013,1000 - 1100,0,0,21,0,0,0,0,0,0,0,21,1,1
PBI,Main,6/11/2013,1200 - 1300,2,3,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,6/11/2013,1600 - 1700,2,10,40,0,0,0,0,0,0,1,41,2,1
PBI,Main,6/12/2013,0900 - 1000,1,4,13,0,0,0,0,0,0,1,14,1,1
PBI,Main,6/12/2013,1000 - 1100,0,1,9,0,0,0,0,0,0,0,9,1,1
PBI,Main,6/12/2013,1400 - 1500,1,2,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,6/12/2013,1600 - 1700,0,2,17,0,0,0,0,0,0,0,17,1,1
PBI,Main,6/12/2013,1800 - 1900,10,17,24,4,0,0,0,0,0,2,30,1,1
PBI,Main,6/12/2013,1900 - 2000,9,18,21,5,0,0,0,0,0,2,28,1,1
PBI,Main,6/13/2013,0900 - 1000,0,1,18,0,0,0,0,0,0,0,18,1,1
PBI,Main,6/13/2013,1000 - 1100,1,4,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,6/13/2013,1100 - 1200,39,61,5,2,6,11,2,0,0,1,27,1,2
PBI,Main,6/13/2013,1300 - 1400,3,4,10,0,0,0,0,0,0,1,11,1,1
PBI,Main,6/13/2013,1600 - 1700,3,7,20,0,0,0,0,0,0,1,21,1,1
PBI,Main,6/13/2013,1800 - 1900,0,0,8,0,0,0,0,0,0,0,8,1,1
PBI,Main,6/14/2013,0800 - 0900,0,1,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,6/14/2013,0900 - 1000,5,11,21,0,0,0,0,0,0,1,22,1,1
PBI,Main,6/14/2013,1300 - 1400,11,25,26,13,0,0,0,0,0,3,42,2,1
PBI,Main,6/14/2013,1600 - 1700,8,27,46,16,0,0,0,0,0,3,65,3,1
PBI,Main,6/15/2013,1000 - 1100,0,0,9,0,0,0,0,0,0,0,9,1,2
PBI,Main,6/15/2013,1100 - 1200,11,20,38,12,0,0,0,0,0,1,51,1,1
PBI,Main,6/15/2013,1200 - 1300,16,23,14,18,0,0,0,0,0,1,33,1,1
PBI,Main,6/15/2013,1400 - 1500,2,4,8,0,0,0,0,0,0,0,8,1,1
PBI,Main,6/15/2013,1500 - 1600,1,2,10,0,0,0,0,0,0,2,12,2,1
PBI,Main,6/15/2013,1600 - 1700,12,21,21,11,0,0,0,0,0,0,32,1,1
PBI,Main,6/15/2013,1700 - 1800,1,1,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,6/15/2013,1900 - 2000,0,0,25,0,0,0,0,0,0,0,25,1,1
PBI,Main,6/16/2013,1000 - 1100,0,1,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,6/16/2013,1100 - 1200,19,33,18,25,7,0,0,0,0,0,50,1,1
PBI,Main,6/16/2013,1400 - 1500,2,4,18,0,0,0,0,0,0,6,24,3,1
PBI,Main,6/16/2013,1600 - 1700,10,18,33,7,0,0,0,0,0,2,42,2,1
PBI,Main,6/16/2013,1800 - 1900,1,2,8,0,0,0,0,0,0,4,12,2,1
PBI,Main,6/17/2013,0900 - 1000,0,2,24,0,0,0,0,0,0,0,24,1,1
PBI,Main,6/17/2013,1000 - 1100,1,3,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,6/17/2013,1100 - 1200,15,34,24,18,4,0,0,0,0,2,48,1,1
PBI,Main,6/17/2013,1200 - 1300,2,3,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,6/17/2013,1400 - 1500,2,4,14,0,0,0,0,0,0,4,18,2,1
PBI,Main,6/17/2013,1600 - 1700,11,27,27,12,0,0,0,0,0,3,42,2,1
PBI,Main,6/17/2013,1900 - 2000,1,2,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,6/18/2013,0900 - 1000,6,11,18,0,0,0,0,0,0,2,20,1,1
PBI,Main,6/18/2013,1500 - 1600,2,4,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,6/18/2013,1600 - 1700,10,24,30,10,0,0,0,0,0,2,42,2,1
PBI,Main,6/19/2013,0900 - 1000,0,0,7,0,0,0,0,0,0,0,7,1,1
PBI,Main,6/19/2013,1300 - 1400,0,0,8,0,0,0,0,0,0,0,8,1,1
PBI,Main,6/19/2013,1500 - 1600,11,19,15,6,0,0,0,0,0,2,23,1,1
PBI,Main,6/19/2013,1600 - 1700,4,7,12,0,0,0,0,0,0,1,13,1,1
PBI,Main,6/20/2013,0900 - 1000,0,0,18,0,0,0,0,0,0,0,18,1,2
PBI,Main,6/20/2013,1100 - 1200,21,37,12,17,8,0,0,0,0,2,39,1,1
PBI,Main,6/20/2013,1300 - 1400,2,4,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,6/20/2013,1600 - 1700,8,23,24,4,0,0,0,0,0,2,30,2,1
PBI,Main,6/21/2013,1000 - 1100,2,9,29,0,0,0,0,0,0,3,32,2,1
PBI,Main,6/21/2013,1100 - 1200,17,28,21,25,0,0,0,0,0,1,47,1,1
PBI,Main,6/21/2013,1500 - 1600,11,20,24,8,0,0,0,0,0,0,32,1,1
PBI,Main,6/21/2013,1600 - 1700,2,7,25,0,0,0,0,0,0,0,25,1,1
PBI,Main,6/22/2013,1000 - 1100,6,16,16,1,0,0,0,0,0,1,18,2,1
PBI,Main,6/22/2013,1100 - 1200,15,28,25,17,0,0,0,0,0,2,44,1,1
PBI,Main,6/22/2013,1200 - 1300,11,20,28,13,0,0,0,0,0,2,43,2,1
PBI,Main,6/22/2013,1300 - 1400,4,8,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,6/22/2013,1400 - 1500,0,0,9,0,0,0,0,0,0,0,9,1,2
PBI,Main,6/22/2013,1500 - 1600,14,25,17,16,0,0,0,0,0,0,33,1,1
PBI,Main,6/22/2013,1700 - 1800,4,6,14,0,0,0,0,0,0,1,15,1,1
PBI,Main,6/23/2013,1000 - 1100,3,5,9,0,0,0,0,0,0,1,10,1,1
PBI,Main,6/23/2013,1100 - 1200,11,24,38,13,0,0,0,0,0,4,55,2,1
PBI,Main,6/23/2013,1300 - 1400,0,0,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,6/23/2013,1700 - 1800,9,19,22,4,0,0,0,0,0,1,27,1,1
PBI,Main,6/24/2013,0900 - 1000,5,10,24,0,0,0,0,0,0,1,25,1,1
PBI,Main,6/24/2013,1100 - 1200,13,32,29,18,1,0,0,0,0,5,53,2,1
PBI,Main,6/24/2013,1500 - 1600,13,23,16,12,0,0,0,0,0,1,29,1,1
PBI,Main,6/25/2013,0900 - 1000,1,4,12,0,0,0,0,0,0,0,12,1,1
PBI,Main,6/25/2013,1100 - 1200,2,5,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,6/25/2013,1400 - 1500,2,4,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,6/25/2013,1500 - 1600,13,28,19,14,0,0,0,0,0,0,33,1,1
PBI,Main,6/25/2013,1600 - 1700,9,13,17,0,0,0,0,0,0,0,17,1,1
PBI,Main,6/26/2013,0900 - 1000,4,8,21,0,0,0,0,0,0,2,23,1,1
PBI,Main,6/26/2013,1000 - 1100,1,2,9,0,0,0,0,0,0,0,9,1,1
PBI,Main,6/26/2013,1400 - 1500,0,0,8,0,0,0,0,0,0,1,9,1,2
PBI,Main,6/26/2013,1600 - 1700,13,19,18,6,0,0,0,0,0,0,24,1,1
PBI,Main,6/26/2013,1700 - 1800,4,10,20,0,0,0,0,0,0,1,21,1,1
PBI,Main,6/27/2013,0900 - 1000,5,9,22,0,0,0,0,0,0,1,23,1,1
PBI,Main,6/27/2013,1200 - 1300,1,1,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,6/27/2013,1500 - 1600,29,62,14,25,17,10,2,0,0,3,71,2,1
PBI,Main,6/27/2013,1600 - 1700,0,0,23,0,0,0,0,0,0,0,23,1,1
PBI,Main,6/28/2013,0900 - 1000,11,18,17,4,0,0,0,0,0,2,23,1,1
PBI,Main,6/28/2013,1100 - 1200,21,39,15,15,12,0,0,0,0,2,44,1,1
PBI,Main,6/28/2013,1300 - 1400,6,20,11,2,0,0,0,0,0,3,16,2,1
PBI,Main,6/28/2013,1400 - 1500,1,2,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,6/28/2013,1500 - 1600,13,23,20,13,0,0,0,0,0,1,34,1,1
PBI,Main,6/28/2013,1600 - 1700,2,7,38,0,0,0,0,0,0,5,43,3,1
PBI,Main,6/29/2013,1000 - 1100,2,9,15,0,0,0,0,0,0,1,16,2,1
PBI,Main,6/29/2013,1100 - 1200,10,29,36,14,0,0,0,0,0,1,51,2,1
PBI,Main,6/29/2013,1200 - 1300,13,22,27,21,0,0,0,0,0,2,50,1,2
PBI,Main,6/29/2013,1300 - 1400,4,8,33,0,0,0,0,0,0,1,34,1,2
PBI,Main,6/29/2013,1700 - 1800,8,18,35,7,0,0,0,0,0,2,44,2,1
PBI,Main,6/30/2013,1000 - 1100,0,2,13,0,0,0,0,0,0,2,15,2,1
PBI,Main,6/30/2013,1200 - 1300,22,41,18,14,19,0,0,0,0,2,53,2,2
PBI,Main,6/30/2013,1400 - 1500,2,8,17,0,0,0,0,0,0,2,19,2,1
PBI,Main,6/30/2013,1600 - 1700,1,2,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,6/30/2013,1700 - 1800,21,27,6,22,0,0,0,0,0,1,29,1,1
PBI,Main,7/1/2013,0900 - 1000,3,11,28,0,0,0,0,0,0,2,30,2,1
PBI,Main,7/1/2013,1000 - 1100,1,4,9,0,0,0,0,0,0,0,9,1,1
PBI,Main,7/1/2013,1100 - 1200,2,3,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,7/1/2013,1200 - 1300,18,36,15,18,10,0,0,0,0,2,45,1,1
PBI,Main,7/1/2013,1400 - 1500,7,11,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,7/1/2013,1500 - 1600,4,10,27,0,0,0,0,0,0,0,27,1,1
PBI,Main,7/1/2013,1600 - 1700,1,4,7,0,0,0,0,0,0,2,9,1,1
PBI,Main,7/2/2013,0900 - 1000,6,10,23,0,0,0,0,0,0,1,24,1,1
PBI,Main,7/2/2013,1200 - 1300,1,2,8,0,0,0,0,0,0,1,9,1,2
PBI,Main,7/2/2013,1500 - 1600,15,26,8,14,0,0,0,0,0,1,23,2,1
PBI,Main,7/2/2013,1600 - 1700,4,11,24,0,0,0,0,0,0,1,25,1,1
PBI,Main,7/2/2013,1800 - 1900,15,27,12,14,0,0,0,0,0,3,29,2,1
PBI,Main,7/2/2013,1900 - 2000,3,5,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,7/3/2013,0900 - 1000,1,3,23,0,0,0,0,0,0,1,24,1,1
PBI,Main,7/3/2013,1000 - 1100,3,7,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,7/3/2013,1500 - 1600,11,19,13,8,0,0,0,0,0,1,22,1,1
PBI,Main,7/3/2013,1600 - 1700,0,2,22,0,0,0,0,0,0,1,23,1,1
PBI,Main,7/3/2013,1700 - 1800,0,1,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,7/4/2013,1100 - 1200,22,38,13,12,16,0,0,0,0,2,43,1,1
PBI,Main,7/4/2013,1600 - 1700,9,20,20,7,0,0,0,0,0,1,28,1,1
PBI,Main,7/5/2013,0800 - 0900,2,3,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,7/5/2013,0900 - 1000,8,14,16,0,0,0,0,0,0,1,17,1,1
PBI,Main,7/5/2013,1000 - 1100,0,0,9,0,0,0,0,0,0,0,9,1,1
PBI,Main,7/5/2013,1200 - 1300,9,20,35,10,0,0,0,0,0,2,47,1,1
PBI,Main,7/5/2013,1400 - 1500,0,1,17,0,0,0,0,0,0,1,18,2,2
PBI,Main,7/5/2013,1500 - 1600,11,21,22,10,0,0,0,0,0,1,33,1,1
PBI,Main,7/5/2013,1600 - 1700,1,2,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,7/6/2013,1000 - 1100,4,9,17,0,0,0,0,0,0,4,21,3,2
PBI,Main,7/6/2013,1100 - 1200,4,13,111,0,0,0,0,0,0,8,119,6,2
PBI,Main,7/6/2013,1200 - 1300,0,0,35,0,0,0,0,0,0,0,35,1,2
PBI,Main,7/6/2013,1300 - 1400,0,1,11,0,0,0,0,0,0,3,14,2,2
PBI,Main,7/6/2013,1400 - 1500,1,2,25,0,0,0,0,0,0,6,31,4,2
PBI,Main,7/6/2013,1500 - 1600,8,16,31,2,0,0,0,0,0,1,34,1,1
PBI,Main,7/6/2013,1700 - 1800,4,9,12,0,0,0,0,0,0,1,13,1,1
PBI,Main,7/7/2013,1000 - 1100,2,3,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,7/7/2013,1200 - 1300,14,27,27,22,0,0,0,0,0,0,49,1,1
PBI,Main,7/7/2013,1300 - 1400,1,2,8,0,0,0,0,0,0,10,18,2,2
PBI,Main,7/7/2013,1400 - 1500,8,15,16,0,0,0,0,0,0,2,18,2,1
PBI,Main,7/7/2013,1500 - 1600,0,1,14,0,0,0,0,0,0,1,15,2,1
PBI,Main,7/7/2013,1600 - 1700,1,2,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,7/7/2013,1700 - 1800,8,16,35,3,0,0,0,0,0,0,38,2,1
PBI,Main,7/7/2013,1800 - 1900,1,1,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,7/7/2013,1900 - 2000,0,0,6,0,0,0,0,0,0,0,6,1,1
PBI,Main,7/8/2013,0900 - 1000,6,12,24,0,0,0,0,0,0,1,25,1,1
PBI,Main,7/8/2013,1000 - 1100,5,7,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,7/8/2013,1100 - 1200,14,25,24,20,0,0,0,0,0,2,46,1,1
PBI,Main,7/8/2013,1200 - 1300,0,1,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,7/8/2013,1400 - 1500,0,0,8,0,0,0,0,0,0,0,8,1,2
PBI,Main,7/8/2013,1500 - 1600,10,18,26,6,0,0,0,0,0,0,32,1,1
PBI,Main,7/9/2013,0900 - 1000,0,2,25,0,0,0,0,0,0,0,25,1,1
PBI,Main,7/9/2013,1300 - 1400,3,9,14,0,0,0,0,0,0,2,16,1,1
PBI,Main,7/9/2013,1500 - 1600,15,28,18,19,0,0,0,0,0,1,38,2,1
PBI,Main,7/9/2013,1600 - 1700,0,1,14,0,0,0,0,0,0,0,14,1,1
PBI,Main,7/10/2013,0900 - 1000,1,3,15,0,0,0,0,0,0,1,16,1,1
PBI,Main,7/10/2013,1400 - 1500,1,1,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,7/10/2013,1500 - 1600,14,25,18,12,0,0,0,0,0,1,31,1,1
PBI,Main,7/10/2013,1600 - 1700,1,5,19,0,0,0,0,0,0,1,20,1,1
PBI,Main,7/11/2013,0900 - 1000,1,2,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,7/11/2013,1100 - 1200,16,34,22,20,3,0,0,0,0,2,47,2,1
PBI,Main,7/11/2013,1500 - 1600,8,14,32,0,0,0,0,0,0,0,32,1,1
PBI,Main,7/11/2013,1600 - 1700,0,1,16,0,0,0,0,0,0,1,17,1,1
PBI,Main,7/12/2013,0900 - 1000,0,0,7,0,0,0,0,0,0,0,7,1,1
PBI,Main,7/12/2013,1000 - 1100,2,4,11,0,0,0,0,0,0,0,11,1,1
PBI,Main,7/12/2013,1100 - 1200,16,28,22,20,0,0,0,0,0,2,44,1,1
PBI,Main,7/12/2013,1400 - 1500,2,3,9,0,0,0,0,0,0,2,11,1,1
PBI,Main,7/12/2013,1500 - 1600,3,5,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,7/12/2013,1600 - 1700,4,12,22,0,0,0,0,0,0,3,25,2,1
PBI,Main,7/12/2013,1700 - 1800,4,9,21,0,0,0,0,0,0,1,22,1,1
PBI,Main,7/13/2013,0900 - 1000,2,4,9,0,0,0,0,0,0,2,11,1,1
PBI,Main,7/13/2013,1100 - 1200,20,151,24,56,2,0,0,0,1,3,86,3,2
PBI,Main,7/13/2013,1200 - 1300,12,16,19,6,0,0,0,0,0,0,25,1,1
PBI,Main,7/13/2013,1500 - 1600,6,12,24,0,0,0,0,0,0,2,26,1,1
PBI,Main,7/14/2013,1000 - 1100,1,3,9,0,0,0,0,0,0,0,9,1,1
PBI,Main,7/14/2013,1100 - 1200,18,35,18,23,7,0,0,0,0,4,52,2,1
PBI,Main,7/14/2013,1300 - 1400,1,2,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,7/14/2013,1400 - 1500,8,17,36,5,0,0,0,0,0,1,42,2,2
PBI,Main,7/14/2013,1700 - 1800,1,1,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,7/15/2013,0900 - 1000,1,4,24,0,0,0,0,0,0,1,25,1,1
PBI,Main,7/15/2013,1000 - 1100,4,6,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,7/15/2013,1100 - 1200,34,53,6,10,25,8,0,0,0,2,51,1,1
PBI,Main,7/15/2013,1500 - 1600,5,11,17,0,0,0,0,0,0,2,19,1,1
PBI,Main,7/16/2013,1600 - 1700,21,35,9,11,4,0,0,0,0,2,26,1,1
PBI,Main,7/16/2013,1700 - 1800,0,0,13,0,0,0,0,0,0,0,13,1,1
PBI,Main,7/17/2013,0900 - 1000,14,17,3,6,0,0,0,0,0,1,10,1,1
PBI,Main,7/17/2013,1500 - 1600,1,2,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,7/17/2013,1600 - 1700,12,24,20,12,0,0,0,0,0,1,33,1,1
PBI,Main,7/17/2013,1700 - 1800,4,7,11,0,0,0,0,0,0,1,12,1,1
PBI,Main,7/17/2013,1900 - 2000,1,2,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,7/18/2013,0900 - 1000,0,0,0,0,0,0,0,0,0,8,8,1,0
PBI,Main,7/18/2013,1000 - 1100,7,12,23,0,0,0,0,0,0,1,24,1,1
PBI,Main,7/18/2013,1100 - 1200,24,41,9,24,10,0,0,0,0,2,45,1,1
PBI,Main,7/18/2013,1300 - 1400,1,2,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,7/18/2013,1400 - 1500,3,5,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,7/18/2013,1600 - 1700,2,5,11,0,0,0,0,0,0,2,13,1,1
PBI,Main,7/18/2013,1700 - 1800,9,19,22,5,0,0,0,0,0,0,27,1,1
PBI,Main,7/19/2013,0900 - 1000,3,7,21,0,0,0,0,0,0,2,23,1,1
PBI,Main,7/19/2013,1000 - 1100,6,10,7,0,0,0,0,0,0,2,9,1,1
PBI,Main,7/19/2013,1100 - 1200,22,34,10,25,9,0,0,0,0,2,46,1,1
PBI,Main,7/19/2013,1500 - 1600,8,14,27,0,0,0,0,0,0,1,28,1,1
PBI,Main,7/19/2013,1600 - 1700,2,5,18,0,0,0,0,0,0,4,22,2,1
PBI,Main,7/20/2013,1100 - 1200,25,49,23,22,25,6,0,0,0,3,79,2,1
PBI,Main,7/20/2013,1300 - 1400,9,15,28,0,0,0,0,0,0,0,28,1,1
PBI,Main,7/20/2013,1400 - 1500,0,0,8,0,0,0,0,0,0,0,8,1,1
PBI,Main,7/20/2013,1600 - 1700,4,11,31,0,0,0,0,0,0,0,31,1,1
PBI,Main,7/21/2013,1000 - 1100,0,0,9,0,0,0,0,0,0,0,9,1,1
PBI,Main,7/21/2013,1100 - 1200,28,63,22,12,16,15,1,0,0,3,69,2,1
PBI,Main,7/21/2013,1400 - 1500,17,34,12,13,7,0,0,0,0,0,32,1,1
PBI,Main,7/21/2013,1500 - 1600,2,4,11,0,0,0,0,0,0,2,13,2,1
PBI,Main,7/21/2013,1700 - 1800,1,2,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,7/21/2013,1800 - 1900,2,4,9,0,0,0,0,0,0,2,11,1,1
PBI,Main,7/21/2013,1900 - 2000,2,4,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,7/22/2013,0900 - 1000,0,0,22,0,0,0,0,0,0,0,22,1,1
PBI,Main,7/22/2013,1100 - 1200,24,51,18,13,10,10,0,0,0,1,52,2,1
PBI,Main,7/22/2013,1500 - 1600,3,8,29,0,0,0,0,0,0,1,30,1,1
PBI,Main,7/23/2013,0900 - 1000,6,13,23,0,0,0,0,0,0,1,24,1,1
PBI,Main,7/23/2013,1100 - 1200,0,0,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,7/23/2013,1500 - 1600,9,20,13,4,0,0,0,0,0,2,19,1,1
PBI,Main,7/23/2013,1600 - 1700,11,17,18,4,0,0,0,0,0,1,23,1,1
PBI,Main,7/24/2013,0900 - 1000,5,11,23,0,0,0,0,0,0,2,25,1,1
PBI,Main,7/24/2013,1100 - 1200,5,8,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,7/24/2013,1500 - 1600,7,17,14,1,0,0,0,0,0,1,16,1,1
PBI,Main,7/24/2013,1600 - 1700,4,11,23,0,0,0,0,0,0,1,24,1,1
PBI,Main,7/25/2013,0900 - 1000,4,8,15,0,0,0,0,0,0,2,17,1,1
PBI,Main,7/25/2013,1000 - 1100,1,1,10,0,0,0,0,0,0,2,12,2,1
PBI,Main,7/25/2013,1100 - 1200,21,40,14,15,14,0,0,0,0,1,44,1,1
PBI,Main,7/25/2013,1200 - 1300,3,5,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,7/25/2013,1300 - 1400,1,3,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,7/25/2013,1500 - 1600,1,4,20,0,0,0,0,0,0,1,21,1,1
PBI,Main,7/25/2013,1600 - 1700,1,4,12,0,0,0,0,0,0,1,13,1,1
PBI,Main,7/26/2013,0900 - 1000,3,6,13,0,0,0,0,0,0,1,14,1,1
PBI,Main,7/26/2013,1000 - 1100,0,0,9,0,0,0,0,0,0,0,9,1,1
PBI,Main,7/26/2013,1100 - 1200,31,48,6,15,17,6,0,0,0,0,44,1,1
PBI,Main,7/26/2013,1300 - 1400,1,3,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,7/26/2013,1400 - 1500,2,8,12,0,0,0,0,0,0,4,16,2,1
PBI,Main,7/26/2013,1500 - 1600,3,10,28,0,0,0,0,0,0,0,28,1,1
PBI,Main,7/26/2013,1600 - 1700,1,5,20,0,0,0,0,0,0,1,21,1,1
PBI,Main,7/26/2013,1900 - 2000,4,7,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,7/27/2013,0900 - 1000,2,3,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,7/27/2013,1000 - 1100,6,9,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,7/27/2013,1100 - 1200,32,49,4,5,16,4,0,0,0,1,30,1,1
PBI,Main,7/27/2013,1200 - 1300,10,26,56,14,0,0,0,0,0,3,73,2,1
