Airport,Terminal,Date,Hour,Average,Max,p015,p1630,p3145,p4660,p6190,p91120,121Plus,Excluded,Total,Flights,Booths
PBI,Main,2/19/2013,1400 - 1500,2,3,6,0,0,0,0,0,0,0,6,1,1
PBI,Main,2/19/2013,1500 - 1600,2,3,9,0,0,0,0,0,0,1,10,1,1
PBI,Main,2/19/2013,1600 - 1700,5,13,63,0,0,0,0,0,0,6,69,5,1
PBI,Main,2/19/2013,1700 - 1800,0,0,6,0,0,0,0,0,0,0,6,1,1
PBI,Main,2/19/2013,1800 - 1900,3,5,10,0,0,0,0,0,0,2,12,1,1
PBI,Main,2/20/2013,0900 - 1000,0,0,11,0,0,0,0,0,0,0,11,1,1
PBI,Main,2/20/2013,1000 - 1100,2,5,16,0,0,0,0,0,0,3,19,2,1
PBI,Main,2/20/2013,1100 - 1200,3,12,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,2/20/2013,1400 - 1500,4,8,7,0,0,0,0,0,0,2,9,1,1
PBI,Main,2/20/2013,1500 - 1600,3,8,18,0,0,0,0,0,0,3,21,2,1
PBI,Main,2/20/2013,1600 - 1700,2,4,16,0,0,0,0,0,0,2,18,2,1
PBI,Main,2/21/2013,0900 - 1000,0,4,19,0,0,0,0,0,0,1,20,1,1
PBI,Main,2/21/2013,1100 - 1200,28,49,8,13,15,3,0,0,0,2,41,1,1
PBI,Main,2/21/2013,1500 - 1600,7,14,15,0,0,0,0,0,0,0,15,1,1
PBI,Main,2/21/2013,1600 - 1700,4,9,20,0,0,0,0,0,0,3,23,2,1
PBI,Main,2/21/2013,1800 - 1900,2,4,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,2/22/2013,0900 - 1000,0,1,13,0,0,0,0,0,0,0,13,1,1
PBI,Main,2/22/2013,1000 - 1100,4,6,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,2/22/2013,1100 - 1200,12,29,26,17,0,0,0,0,0,4,47,2,1
PBI,Main,2/22/2013,1300 - 1400,2,3,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,2/22/2013,1500 - 1600,10,20,36,12,0,0,0,0,0,1,49,2,1
PBI,Main,2/22/2013,1600 - 1700,3,8,18,0,0,0,0,0,0,2,20,1,1
PBI,Main,2/23/2013,0000 - 0100,1,3,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,2/23/2013,0800 - 0900,1,1,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,2/23/2013,0900 - 1000,1,6,12,0,0,0,0,0,0,2,14,2,1
PBI,Main,2/23/2013,1000 - 1100,3,5,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,2/23/2013,1100 - 1200,10,25,28,12,0,0,0,0,0,2,42,1,1
PBI,Main,2/23/2013,1200 - 1300,5,9,22,0,0,0,0,0,0,1,23,1,1
PBI,Main,2/23/2013,1400 - 1500,3,5,8,0,0,0,0,0,0,2,10,1,1
PBI,Main,2/23/2013,1600 - 1700,3,8,14,0,0,0,0,0,0,0,14,1,1
PBI,Main,2/24/2013,0800 - 0900,1,3,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,2/24/2013,1000 - 1100,4,7,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,2/24/2013,1100 - 1200,16,30,15,16,0,0,0,0,0,0,31,1,1
PBI,Main,2/24/2013,1300 - 1400,1,2,14,0,0,0,0,0,0,3,17,2,2
PBI,Main,2/24/2013,1400 - 1500,1,3,12,0,0,0,0,0,0,1,13,2,1
PBI,Main,2/24/2013,1600 - 1700,1,3,14,0,0,0,0,0,0,1,15,1,1
PBI,Main,2/24/2013,1700 - 1800,10,18,19,7,0,0,0,0,0,3,29,2,1
PBI,Main,2/24/2013,1800 - 1900,1,3,13,0,0,0,0,0,0,2,15,2,1
PBI,Main,2/24/2013,2100 - 2200,0,1,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,2/25/2013,0900 - 1000,8,9,9,0,0,0,0,0,0,0,9,1,1
PBI,Main,2/25/2013,1000 - 1100,6,9,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,2/25/2013,1100 - 1200,25,42,10,21,15,0,0,0,0,2,48,1,1
PBI,Main,2/25/2013,1200 - 1300,2,4,9,0,0,0,0,0,0,2,11,1,1
PBI,Main,2/25/2013,1600 - 1700,2,4,14,0,0,0,0,0,0,0,14,1,1
PBI,Main,2/26/2013,0900 - 1000,0,0,6,0,0,0,0,0,0,0,6,1,1
PBI,Main,2/26/2013,1300 - 1400,2,4,7,0,0,0,0,0,0,2,9,1,1
PBI,Main,2/26/2013,1600 - 1700,1,2,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,2/26/2013,1700 - 1800,4,12,23,0,0,0,0,0,0,4,27,2,1
PBI,Main,2/26/2013,2100 - 2200,2,3,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,2/27/2013,1000 - 1100,0,2,19,0,0,0,0,0,0,1,20,2,1
PBI,Main,2/27/2013,1600 - 1700,3,9,36,0,0,0,0,0,0,0,36,2,1
PBI,Main,2/28/2013,0900 - 1000,0,0,14,0,0,0,0,0,0,0,14,1,1
PBI,Main,2/28/2013,1100 - 1200,12,31,24,14,1,0,0,0,0,2,41,1,1
PBI,Main,2/28/2013,1300 - 1400,1,1,6,0,0,0,0,0,0,2,8,1,2
PBI,Main,2/28/2013,1400 - 1500,2,4,4,0,0,0,0,0,0,2,6,1,2
PBI,Main,2/28/2013,1500 - 1600,3,14,15,0,0,0,0,0,0,2,17,2,1
PBI,Main,2/28/2013,1600 - 1700,0,1,20,0,0,0,0,0,0,1,21,1,1
PBI,Main,2/28/2013,1900 - 2000,1,3,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,3/1/2013,0900 - 1000,0,0,16,0,0,0,0,0,0,0,16,1,1
PBI,Main,3/1/2013,1000 - 1100,2,5,13,0,0,0,0,0,0,1,14,2,1
PBI,Main,3/1/2013,1100 - 1200,7,14,18,0,0,0,0,0,0,0,18,1,1
PBI,Main,3/1/2013,1500 - 1600,5,13,15,0,0,0,0,0,0,4,19,2,1
PBI,Main,3/1/2013,1600 - 1700,1,3,27,0,0,0,0,0,0,0,27,2,1
PBI,Main,3/1/2013,1900 - 2000,1,2,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,3/2/2013,0900 - 1000,0,0,18,0,0,0,0,0,0,1,19,1,2
PBI,Main,3/2/2013,1200 - 1300,19,37,24,20,14,0,0,0,0,0,58,2,1
PBI,Main,3/2/2013,1500 - 1600,5,14,26,0,0,0,0,0,0,2,28,2,1
PBI,Main,3/3/2013,1000 - 1100,2,11,16,0,0,0,0,0,0,1,17,2,1
PBI,Main,3/3/2013,1100 - 1200,16,36,23,14,9,0,0,0,0,1,47,2,1
PBI,Main,3/3/2013,1200 - 1300,1,3,7,0,0,0,0,0,0,2,9,1,1
PBI,Main,3/3/2013,1300 - 1400,0,0,8,0,0,0,0,0,0,0,8,1,1
PBI,Main,3/3/2013,1400 - 1500,2,4,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,3/3/2013,1700 - 1800,3,11,47,0,0,0,0,0,0,4,51,4,1
PBI,Main,3/3/2013,1800 - 1900,1,2,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,3/4/2013,1100 - 1200,10,20,21,7,0,0,0,0,0,1,29,1,1
PBI,Main,3/4/2013,1200 - 1300,0,0,6,0,0,0,0,0,0,0,6,1,1
PBI,Main,3/4/2013,1500 - 1600,2,8,15,0,0,0,0,0,0,1,16,1,1
PBI,Main,3/5/2013,0900 - 1000,1,4,11,0,0,0,0,0,0,0,11,1,1
PBI,Main,3/5/2013,1200 - 1300,1,3,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,3/5/2013,1500 - 1600,2,6,12,0,0,0,0,0,0,0,12,1,1
PBI,Main,3/5/2013,1600 - 1700,0,0,10,0,0,0,0,0,0,0,10,1,1
PBI,Main,3/5/2013,1800 - 1900,5,12,16,0,0,0,0,0,0,4,20,2,1
PBI,Main,3/6/2013,0900 - 1000,0,0,8,0,0,0,0,0,0,0,8,1,1
PBI,Main,3/6/2013,1000 - 1100,13,25,5,3,0,0,0,0,0,1,9,1,1
PBI,Main,3/6/2013,1500 - 1600,0,2,19,0,0,0,0,0,0,0,19,2,1
PBI,Main,3/6/2013,1600 - 1700,0,0,11,0,0,0,0,0,0,0,11,1,1
PBI,Main,3/6/2013,1800 - 1900,3,6,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,3/6/2013,1900 - 2000,1,2,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,3/7/2013,0900 - 1000,3,7,14,0,0,0,0,0,0,2,16,1,1
PBI,Main,3/7/2013,1200 - 1300,40,66,1,11,8,10,6,0,0,2,38,1,1
PBI,Main,3/7/2013,1400 - 1500,2,4,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,3/7/2013,1500 - 1600,4,10,12,0,0,0,0,0,0,1,13,1,1
PBI,Main,3/7/2013,1600 - 1700,3,5,14,0,0,0,0,0,0,1,15,1,1
PBI,Main,3/8/2013,0900 - 1000,8,11,22,0,0,0,0,0,0,0,22,1,2
PBI,Main,3/8/2013,1100 - 1200,28,41,7,10,18,0,0,0,0,1,36,1,2
PBI,Main,3/8/2013,1200 - 1300,7,11,10,0,0,0,0,0,0,1,11,1,1
PBI,Main,3/8/2013,1300 - 1400,4,9,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,3/8/2013,1500 - 1600,0,0,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,3/8/2013,1600 - 1700,4,9,24,0,0,0,0,0,0,3,27,2,1
PBI,Main,3/9/2013,0900 - 1000,0,0,10,0,0,0,0,0,0,0,10,1,1
PBI,Main,3/9/2013,1000 - 1100,1,3,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,3/9/2013,1100 - 1200,10,25,27,18,0,0,0,0,0,1,46,1,1
PBI,Main,3/9/2013,1200 - 1300,11,21,23,10,0,0,0,0,0,2,35,2,1
PBI,Main,3/9/2013,1400 - 1500,2,4,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,3/9/2013,1500 - 1600,2,6,21,0,0,0,0,0,0,0,21,1,1
PBI,Main,3/10/2013,1000 - 1100,2,3,8,0,0,0,0,0,0,1,9,1,2
PBI,Main,3/10/2013,1100 - 1200,11,27,26,16,0,0,0,0,0,2,44,1,1
PBI,Main,3/10/2013,1200 - 1300,1,2,8,0,0,0,0,0,0,1,9,1,2
PBI,Main,3/10/2013,1300 - 1400,1,1,5,0,0,0,0,0,0,1,6,1,2
PBI,Main,3/10/2013,1500 - 1600,2,4,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,3/10/2013,1600 - 1700,2,6,21,0,0,0,0,0,0,0,21,1,1
PBI,Main,3/10/2013,1700 - 1800,2,4,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,3/11/2013,1000 - 1100,3,6,7,0,0,0,0,0,0,2,9,1,1
PBI,Main,3/11/2013,1100 - 1200,8,20,30,9,0,0,0,0,0,3,42,2,1
PBI,Main,3/11/2013,1500 - 1600,5,8,11,0,0,0,0,0,0,1,12,1,1
PBI,Main,3/11/2013,1800 - 1900,2,4,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,3/12/2013,0900 - 1000,0,1,9,0,0,0,0,0,0,0,9,1,1
PBI,Main,3/12/2013,1100 - 1200,1,2,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,3/12/2013,1500 - 1600,7,16,20,2,0,0,0,0,0,0,22,1,1
PBI,Main,3/12/2013,1600 - 1700,1,2,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,3/13/2013,0900 - 1000,0,0,18,0,0,0,0,0,0,0,18,1,1
PBI,Main,3/13/2013,1000 - 1100,3,7,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,3/13/2013,1500 - 1600,10,19,14,4,0,0,0,0,0,1,19,1,1
PBI,Main,3/13/2013,1600 - 1700,3,8,27,0,0,0,0,0,0,3,30,2,1
PBI,Main,3/13/2013,1700 - 1800,0,0,7,0,0,0,0,0,0,0,7,1,1
PBI,Main,3/14/2013,0900 - 1000,0,0,23,0,0,0,0,0,0,0,23,1,2
PBI,Main,3/14/2013,1100 - 1200,22,42,18,13,16,0,0,0,0,2,49,1,2
PBI,Main,3/14/2013,1200 - 1300,1,2,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,3/14/2013,1300 - 1400,0,0,7,0,0,0,0,0,0,0,7,1,1
PBI,Main,3/14/2013,1500 - 1600,3,9,21,0,0,0,0,0,0,2,23,2,1
PBI,Main,3/14/2013,1600 - 1700,3,9,23,0,0,0,0,0,0,0,23,1,1
PBI,Main,3/14/2013,1700 - 1800,2,3,11,0,0,0,0,0,0,3,14,2,1
PBI,Main,3/14/2013,1900 - 2000,2,4,8,0,0,0,0,0,0,2,10,1,1
PBI,Main,3/15/2013,0900 - 1000,4,9,24,0,0,0,0,0,0,1,25,1,1
PBI,Main,3/15/2013,1000 - 1100,3,6,7,0,0,0,0,0,0,2,9,1,1
PBI,Main,3/15/2013,1100 - 1200,15,41,32,13,11,0,0,0,0,5,61,3,1
PBI,Main,3/15/2013,1300 - 1400,3,5,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,3/15/2013,1400 - 1500,6,9,7,0,0,0,0,0,0,2,9,1,1
PBI,Main,3/15/2013,1500 - 1600,1,3,15,0,0,0,0,0,0,6,21,3,1
PBI,Main,3/15/2013,1600 - 1700,13,32,43,19,4,0,0,0,0,3,69,3,2
PBI,Main,3/16/2013,0800 - 0900,1,2,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,3/16/2013,0900 - 1000,0,0,13,0,0,0,0,0,0,0,13,1,2
PBI,Main,3/16/2013,1000 - 1100,4,6,9,0,0,0,0,0,0,1,10,1,2
PBI,Main,3/16/2013,1100 - 1200,19,36,20,30,12,0,0,0,0,6,68,4,2
PBI,Main,3/16/2013,1200 - 1300,22,36,7,21,11,0,0,0,0,2,41,2,1
PBI,Main,3/16/2013,1400 - 1500,2,4,15,0,0,0,0,0,0,3,18,2,1
PBI,Main,3/16/2013,1500 - 1600,8,26,31,11,0,0,0,0,0,5,47,3,1
PBI,Main,3/16/2013,1700 - 1800,3,9,17,0,0,0,0,0,0,4,21,2,1
PBI,Main,3/17/2013,1000 - 1100,4,7,8,0,0,0,0,0,0,2,10,1,1
PBI,Main,3/17/2013,1100 - 1200,1,2,7,0,0,0,0,0,0,2,9,1,1
PBI,Main,3/17/2013,1200 - 1300,0,1,10,0,0,0,0,0,0,2,12,2,1
PBI,Main,3/17/2013,1300 - 1400,12,29,30,14,0,0,0,0,0,2,46,1,1
PBI,Main,3/17/2013,1400 - 1500,1,2,12,0,0,0,0,0,0,4,16,2,2
PBI,Main,3/17/2013,1600 - 1700,0,0,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,3/17/2013,1700 - 1800,5,14,36,0,0,0,0,0,0,2,38,2,1
PBI,Main,3/17/2013,1800 - 1900,1,3,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,3/18/2013,0900 - 1000,9,13,20,0,0,0,0,0,0,0,20,1,2
PBI,Main,3/18/2013,1000 - 1100,1,3,17,0,0,0,0,0,0,4,21,3,1
PBI,Main,3/18/2013,1100 - 1200,24,42,13,17,15,0,0,0,0,2,47,1,1
PBI,Main,3/18/2013,1500 - 1600,3,7,22,0,0,0,0,0,0,2,24,2,1
PBI,Main,3/18/2013,1700 - 1800,1,3,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,3/19/2013,0900 - 1000,5,11,18,0,0,0,0,0,0,1,19,1,1
PBI,Main,3/19/2013,1100 - 1200,3,6,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,3/19/2013,1300 - 1400,1,2,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,3/19/2013,1600 - 1700,7,15,34,0,0,0,0,0,0,4,38,2,1
PBI,Main,3/20/2013,0900 - 1000,2,3,7,0,0,0,0,0,0,2,9,1,1
PBI,Main,3/20/2013,1000 - 1100,5,8,7,0,0,0,0,0,0,2,9,1,1
PBI,Main,3/20/2013,1500 - 1600,8,15,15,0,0,0,0,0,0,1,16,1,1
PBI,Main,3/20/2013,1600 - 1700,3,6,13,0,0,0,0,0,0,1,14,1,1
PBI,Main,3/21/2013,0900 - 1000,6,12,13,0,0,0,0,0,0,3,16,2,1
PBI,Main,3/21/2013,1100 - 1200,36,57,6,9,17,15,0,0,0,1,48,1,1
PBI,Main,3/21/2013,1400 - 1500,1,3,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,3/21/2013,1500 - 1600,5,13,16,0,0,0,0,0,0,3,19,2,2
PBI,Main,3/21/2013,1600 - 1700,1,5,18,0,0,0,0,0,0,0,18,1,1
PBI,Main,3/21/2013,1700 - 1800,4,13,22,0,0,0,0,0,0,5,27,3,2
PBI,Main,3/21/2013,1800 - 1900,21,27,3,27,0,0,0,0,0,0,30,1,1
PBI,Main,3/22/2013,0900 - 1000,0,0,16,0,0,0,0,0,0,1,17,1,2
PBI,Main,3/22/2013,1000 - 1100,3,6,7,0,0,0,0,0,0,2,9,1,1
PBI,Main,3/22/2013,1100 - 1200,22,41,10,17,10,0,0,0,0,1,38,1,1
PBI,Main,3/22/2013,1300 - 1400,2,3,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,3/22/2013,1400 - 1500,3,5,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,3/22/2013,1500 - 1600,7,18,25,4,0,0,0,0,0,4,33,3,1
PBI,Main,3/22/2013,1600 - 1700,1,5,24,0,0,0,0,0,0,3,27,2,1
PBI,Main,3/22/2013,1800 - 1900,2,4,7,0,0,0,0,0,0,0,7,1,1
PBI,Main,3/23/2013,0900 - 1000,0,0,12,0,0,0,0,0,0,0,12,1,1
PBI,Main,3/23/2013,1000 - 1100,1,2,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,3/23/2013,1100 - 1200,14,30,22,17,0,0,0,0,0,2,41,2,1
PBI,Main,3/23/2013,1200 - 1300,27,38,1,19,12,0,0,0,0,0,32,1,1
PBI,Main,3/23/2013,1300 - 1400,2,3,12,0,0,0,0,0,0,2,14,2,1
PBI,Main,3/23/2013,1500 - 1600,3,10,38,0,0,0,0,0,0,5,43,3,1
PBI,Main,3/23/2013,1600 - 1700,25,26,0,7,0,0,0,0,0,1,8,1,1
PBI,Main,3/23/2013,1900 - 2000,0,0,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,3/24/2013,0900 - 1000,1,2,6,0,0,0,0,0,0,1,7,1,2
PBI,Main,3/24/2013,1000 - 1100,1,5,12,0,0,0,0,0,0,3,15,2,2
PBI,Main,3/24/2013,1300 - 1400,16,32,21,19,3,0,0,0,0,1,44,1,1
PBI,Main,3/24/2013,1500 - 1600,1,2,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,3/24/2013,1600 - 1700,1,3,22,0,0,0,0,0,0,0,22,1,1
PBI,Main,3/24/2013,1800 - 1900,2,4,10,0,0,0,0,0,0,1,11,1,1
PBI,Main,3/25/2013,1000 - 1100,0,2,17,0,0,0,0,0,0,1,18,1,2
PBI,Main,3/25/2013,1100 - 1200,22,37,11,21,10,0,0,0,0,2,44,1,1
PBI,Main,3/25/2013,1200 - 1300,6,8,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,3/25/2013,1500 - 1600,7,18,22,4,0,0,0,0,0,1,27,1,1
PBI,Main,3/25/2013,1600 - 1700,3,5,12,0,0,0,0,0,0,2,14,1,1
PBI,Main,3/26/2013,0900 - 1000,0,0,20,0,0,0,0,0,0,1,21,1,2
PBI,Main,3/26/2013,1400 - 1500,1,2,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,3/26/2013,1600 - 1700,11,27,14,13,0,0,0,0,0,2,29,2,1
PBI,Main,3/26/2013,1700 - 1800,14,26,6,5,0,0,0,0,0,3,14,2,1
PBI,Main,3/27/2013,0900 - 1000,2,5,15,0,0,0,0,0,0,1,16,1,1
PBI,Main,3/27/2013,1000 - 1100,4,8,9,0,0,0,0,0,0,1,10,1,1
PBI,Main,3/27/2013,1100 - 1200,2,4,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,3/27/2013,1300 - 1400,3,4,13,0,0,0,0,0,0,0,13,1,2
PBI,Main,3/27/2013,1500 - 1600,2,7,18,0,0,0,0,0,0,5,23,3,1
PBI,Main,3/27/2013,1600 - 1700,1,4,18,0,0,0,0,0,0,3,21,2,1
PBI,Main,3/27/2013,1800 - 1900,2,4,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,3/27/2013,1900 - 2000,1,2,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,3/28/2013,0900 - 1000,9,13,23,0,0,0,0,0,0,0,23,1,2
PBI,Main,3/28/2013,1100 - 1200,1,3,11,0,0,0,0,0,0,3,14,2,1
PBI,Main,3/28/2013,1200 - 1300,23,37,11,21,17,0,0,0,0,1,50,1,1
PBI,Main,3/28/2013,1300 - 1400,2,6,10,0,0,0,0,0,0,2,12,2,1
PBI,Main,3/28/2013,1500 - 1600,16,22,9,14,0,0,0,0,0,0,23,1,1
PBI,Main,3/28/2013,1700 - 1800,2,6,22,0,0,0,0,0,0,1,23,1,1
PBI,Main,3/28/2013,1800 - 1900,3,6,11,0,0,0,0,0,0,2,13,1,1
PBI,Main,3/28/2013,1900 - 2000,1,3,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,3/29/2013,0900 - 1000,4,9,25,0,0,0,0,0,0,1,26,1,1
PBI,Main,3/29/2013,1000 - 1100,7,13,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,3/29/2013,1200 - 1300,16,28,18,28,0,0,0,0,0,1,47,1,1
PBI,Main,3/29/2013,1300 - 1400,1,3,25,0,0,0,0,0,0,4,29,4,2
PBI,Main,3/29/2013,1400 - 1500,5,8,7,0,0,0,0,0,0,2,9,1,1
PBI,Main,3/29/2013,1500 - 1600,1,2,12,0,0,0,0,0,0,2,14,2,1
PBI,Main,3/29/2013,1600 - 1700,7,13,47,0,0,0,0,0,0,2,49,2,1
PBI,Main,3/29/2013,1800 - 1900,1,2,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,3/30/2013,1000 - 1100,0,1,36,0,0,0,0,0,0,2,38,3,2
PBI,Main,3/30/2013,1100 - 1200,10,27,45,21,0,0,0,0,0,4,70,4,1
PBI,Main,3/30/2013,1200 - 1300,20,31,12,35,3,0,0,0,0,4,54,4,1
PBI,Main,3/30/2013,1300 - 1400,1,3,18,0,0,0,0,0,0,4,22,3,1
PBI,Main,3/30/2013,1400 - 1500,1,1,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,3/30/2013,1500 - 1600,16,27,12,22,0,0,0,0,0,2,36,2,1
PBI,Main,3/30/2013,1600 - 1700,1,2,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,3/31/2013,1000 - 1100,1,3,12,0,0,0,0,0,0,3,15,2,1
PBI,Main,3/31/2013,1100 - 1200,13,26,27,25,0,0,0,0,0,6,58,3,1
PBI,Main,3/31/2013,1200 - 1300,1,3,15,0,0,0,0,0,0,4,19,3,1
PBI,Main,3/31/2013,1300 - 1400,1,2,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,3/31/2013,1400 - 1500,2,7,13,0,0,0,0,0,0,3,16,2,2
PBI,Main,3/31/2013,1600 - 1700,2,5,18,0,0,0,0,0,0,2,20,2,1
PBI,Main,3/31/2013,1700 - 1800,12,21,18,12,0,0,0,0,0,1,31,1,1
PBI,Main,4/1/2013,0900 - 1000,12,14,22,0,0,0,0,0,0,0,22,1,2
PBI,Main,4/1/2013,1000 - 1100,2,3,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,4/1/2013,1100 - 1200,23,59,21,27,4,10,0,0,0,4,66,3,2
PBI,Main,4/1/2013,1300 - 1400,1,3,13,0,0,0,0,0,0,6,19,3,1
PBI,Main,4/1/2013,1400 - 1500,2,5,20,0,0,0,0,0,0,3,23,3,2
PBI,Main,4/1/2013,1500 - 1600,11,20,23,8,0,0,0,0,0,1,32,1,1
PBI,Main,4/1/2013,1600 - 1700,1,9,35,0,0,0,0,0,0,3,38,3,1
PBI,Main,4/1/2013,1700 - 1800,1,2,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,4/2/2013,1100 - 1200,4,7,11,0,0,0,0,0,0,1,12,1,1
PBI,Main,4/2/2013,1500 - 1600,11,21,20,12,0,0,0,0,0,0,32,1,1
PBI,Main,4/2/2013,1600 - 1700,6,11,17,0,0,0,0,0,0,2,19,1,1
PBI,Main,4/2/2013,1700 - 1800,3,6,11,0,0,0,0,0,0,0,11,1,1
PBI,Main,4/3/2013,0900 - 1000,9,10,8,0,0,0,0,0,0,0,8,1,1
PBI,Main,4/3/2013,1000 - 1100,1,3,9,0,0,0,0,0,0,0,9,1,1
PBI,Main,4/3/2013,1400 - 1500,0,1,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,4/3/2013,1500 - 1600,19,33,10,15,3,0,0,0,0,1,29,1,1
PBI,Main,4/3/2013,1600 - 1700,2,3,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,4/3/2013,1700 - 1800,3,8,10,0,0,0,0,0,0,3,13,2,1
PBI,Main,4/3/2013,1800 - 1900,1,2,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,4/3/2013,1900 - 2000,4,9,12,0,0,0,0,0,0,2,14,1,1
PBI,Main,4/4/2013,0900 - 1000,5,7,24,0,0,0,0,0,0,1,25,1,2
PBI,Main,4/4/2013,1100 - 1200,23,44,16,12,18,0,0,0,0,1,47,1,1
PBI,Main,4/4/2013,1400 - 1500,2,3,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,4/4/2013,1500 - 1600,3,10,31,0,0,0,0,0,0,0,31,1,1
PBI,Main,4/4/2013,1600 - 1700,0,0,16,0,0,0,0,0,0,0,16,1,1
PBI,Main,4/5/2013,1000 - 1100,6,9,21,0,0,0,0,0,0,1,22,1,2
PBI,Main,4/5/2013,1100 - 1200,9,24,32,14,0,0,0,0,0,1,47,2,1
PBI,Main,4/5/2013,1200 - 1300,1,4,11,0,0,0,0,0,0,4,15,2,1
PBI,Main,4/5/2013,1300 - 1400,5,18,34,2,0,0,0,0,0,2,38,3,2
PBI,Main,4/5/2013,1400 - 1500,2,2,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,4/5/2013,1500 - 1600,1,3,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,4/5/2013,1600 - 1700,8,23,54,14,0,0,0,0,0,4,72,4,1
PBI,Main,4/6/2013,0800 - 0900,1,2,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,4/6/2013,0900 - 1000,0,0,15,0,0,0,0,0,0,0,15,1,2
PBI,Main,4/6/2013,1000 - 1100,1,3,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,4/6/2013,1200 - 1300,14,25,20,18,0,0,0,0,0,0,38,2,1
PBI,Main,4/6/2013,1300 - 1400,18,32,18,31,2,0,0,0,0,3,54,2,1
PBI,Main,4/6/2013,1400 - 1500,3,6,8,0,0,0,0,0,0,2,10,1,1
PBI,Main,4/6/2013,1500 - 1600,8,18,27,5,0,0,0,0,0,0,32,1,1
PBI,Main,4/6/2013,1700 - 1800,2,5,9,0,0,0,0,0,0,1,10,1,1
PBI,Main,4/7/2013,0900 - 1000,3,6,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,4/7/2013,1000 - 1100,1,2,19,0,0,0,0,0,0,4,23,3,1
PBI,Main,4/7/2013,1100 - 1200,21,38,25,21,22,0,0,0,0,5,73,3,1
PBI,Main,4/7/2013,1200 - 1300,1,2,15,0,0,0,0,0,0,4,19,3,2
PBI,Main,4/7/2013,1300 - 1400,1,1,6,0,0,0,0,0,0,1,7,1,2
