Airport,Terminal,Date,Hour,Average,Max,p015,p1630,p3145,p4660,p6190,p91120,p121Plus,Excluded,Total,Flights,Booths
PDX,Main,1/2/2014,0700 - 0800,14,43,135,57,30,0,0,0,0,4,226,1,6
PDX,Main,1/2/2014,1100 - 1200,21,58,97,68,46,25,0,0,0,8,244,1,5
PDX,Main,1/3/2014,0700 - 0800,15,49,125,48,31,9,0,0,0,7,220,1,6
PDX,Main,1/3/2014,1100 - 1200,23,57,107,103,46,32,0,0,0,13,301,1,7
PDX,Main,1/4/2014,0700 - 0800,18,51,119,44,41,16,0,0,0,6,226,1,7
PDX,Main,1/4/2014,1100 - 1200,18,43,109,82,42,0,0,0,0,13,246,1,7
PDX,Main,1/5/2014,0700 - 0800,24,63,93,38,50,31,6,0,0,6,224,1,7
PDX,Main,1/5/2014,1100 - 1200,14,39,140,64,32,0,0,0,0,8,244,1,7
PDX,Main,1/6/2014,1100 - 1200,16,48,122,68,37,5,0,0,0,6,238,1,6
PDX,Main,1/7/2014,0800 - 0900,27,67,78,46,45,34,16,0,0,6,225,1,6
PDX,Main,1/9/2014,0800 - 0900,26,63,75,58,46,35,9,0,0,4,227,1,5
PDX,Main,1/9/2014,1100 - 1200,18,56,115,74,30,21,0,0,0,6,246,1,6
PDX,Main,1/10/2014,0800 - 0900,18,52,120,48,33,22,0,0,0,5,228,1,7
PDX,Main,1/10/2014,1100 - 1200,23,59,95,55,31,37,0,0,0,4,222,1,6
PDX,Main,1/11/2014,0700 - 0800,16,42,125,50,48,0,0,0,0,5,228,1,7
PDX,Main,1/11/2014,1100 - 1200,17,45,123,59,45,0,0,0,0,8,235,1,7
PDX,Main,1/12/2014,0600 - 0700,18,45,94,79,45,0,0,0,0,7,225,1,6
PDX,Main,1/12/2014,1100 - 1200,14,43,120,47,28,0,0,0,0,7,202,1,8
PDX,Main,1/13/2014,1100 - 1200,25,59,73,69,39,32,0,0,0,11,224,1,7
PDX,Main,1/14/2014,0700 - 0800,22,58,94,54,42,29,0,0,0,7,226,1,6
PDX,Main,1/16/2014,0700 - 0800,15,45,122,67,32,0,0,0,0,7,228,1,6
PDX,Main,1/16/2014,1000 - 1100,17,45,99,42,39,0,0,0,0,4,184,1,7
PDX,Main,1/17/2014,0700 - 0800,16,45,112,69,36,0,0,0,0,7,224,1,5
PDX,Main,1/17/2014,0900 - 1000,7,16,63,3,0,0,0,0,0,3,69,1,4
PDX,Main,1/17/2014,1000 - 1100,9,24,89,34,0,0,0,0,0,3,126,1,5
PDX,Main,1/18/2014,0700 - 0800,11,33,144,65,5,0,0,0,0,6,220,1,7
PDX,Main,1/18/2014,1100 - 1200,8,28,138,39,0,0,0,0,0,5,182,1,7
PDX,Main,1/19/2014,0700 - 0800,18,47,114,46,51,8,0,0,0,5,224,1,7
PDX,Main,1/19/2014,1100 - 1200,7,26,141,31,0,0,0,0,0,5,177,1,8
PDX,Main,1/20/2014,1000 - 1100,18,46,72,48,30,4,0,0,0,3,157,1,6
PDX,Main,1/21/2014,0700 - 0800,27,77,90,44,35,27,29,0,0,5,230,1,6
PDX,Main,1/23/2014,0700 - 0800,17,47,126,39,51,5,0,0,0,5,226,1,7
PDX,Main,1/23/2014,1000 - 1100,8,24,112,31,0,0,0,0,0,2,145,1,6
PDX,Main,1/24/2014,0800 - 0900,17,42,106,63,49,0,0,0,0,4,222,1,6
PDX,Main,1/24/2014,0900 - 1000,3,9,44,0,0,0,0,0,0,1,45,1,3
PDX,Main,1/24/2014,1100 - 1200,9,28,107,34,0,0,0,0,0,4,145,1,5
PDX,Main,1/25/2014,0700 - 0800,9,26,163,50,0,0,0,0,0,5,218,1,7
PDX,Main,1/25/2014,1100 - 1200,10,28,142,52,0,0,0,0,0,4,198,1,8
PDX,Main,1/25/2014,1300 - 1400,1,2,5,0,0,0,0,0,0,1,6,1,1
PDX,Main,1/26/2014,0700 - 0800,19,50,112,50,49,11,0,0,0,5,227,1,7
PDX,Main,1/26/2014,1000 - 1100,7,23,144,34,0,0,0,0,0,2,180,1,8
PDX,Main,1/27/2014,1100 - 1200,10,29,97,42,0,0,0,0,0,2,141,1,6
PDX,Main,1/28/2014,0700 - 0800,25,62,75,56,54,31,3,0,0,6,225,1,5
PDX,Main,1/30/2014,0700 - 0800,11,32,107,50,5,0,0,0,0,3,165,1,6
PDX,Main,1/30/2014,1000 - 1100,22,49,57,50,41,4,0,0,0,5,157,1,5
PDX,Main,1/31/2014,0700 - 0800,11,35,115,52,11,0,0,0,0,6,184,1,6
PDX,Main,2/1/2014,0700 - 0800,16,43,116,61,40,0,0,0,0,6,223,1,7
PDX,Main,2/1/2014,1100 - 1200,10,32,136,49,7,0,0,0,0,5,197,1,8
PDX,Main,2/2/2014,0700 - 0800,16,48,118,49,43,7,0,0,0,6,223,1,7
PDX,Main,2/2/2014,1200 - 1300,7,26,147,39,0,0,0,0,0,5,191,1,8
PDX,Main,2/3/2014,1000 - 1100,11,29,78,30,0,0,0,0,0,3,111,1,6
PDX,Main,2/4/2014,0800 - 0900,25,58,86,45,45,41,0,0,0,5,222,1,6
PDX,Main,2/6/2014,0800 - 0900,23,51,86,70,46,29,0,0,0,5,236,1,6
PDX,Main,2/6/2014,1000 - 1100,8,26,100,30,0,0,0,0,0,5,135,1,6
PDX,Main,2/7/2014,0700 - 0800,22,50,68,35,49,16,0,0,0,5,173,1,5
PDX,Main,2/7/2014,1100 - 1200,15,29,51,61,0,0,0,0,0,4,116,1,5
PDX,Main,2/8/2014,1000 - 1100,17,39,89,75,27,0,0,0,0,9,200,1,9
PDX,Main,2/8/2014,1100 - 1200,19,40,66,57,35,0,0,0,0,8,166,1,8
PDX,Main,2/9/2014,0800 - 0900,5,18,89,5,0,0,0,0,0,2,96,1,7
PDX,Main,2/9/2014,1000 - 1100,4,15,95,0,0,0,0,0,0,3,98,1,7
PDX,Main,2/10/2014,1000 - 1100,10,29,108,39,0,0,0,0,0,2,149,1,7
PDX,Main,2/11/2014,0700 - 0800,27,72,95,35,34,34,24,0,0,7,229,1,5
PDX,Main,2/13/2014,0700 - 0800,33,90,63,49,33,17,42,0,0,7,211,1,5
PDX,Main,2/13/2014,1100 - 1200,18,48,74,49,30,4,0,0,0,5,162,1,5
PDX,Main,2/14/2014,1100 - 1200,21,52,47,33,19,11,0,0,0,7,117,1,4
PDX,Main,2/15/2014,0700 - 0800,17,43,98,54,30,0,0,0,0,10,192,1,7
PDX,Main,2/15/2014,1100 - 1200,7,22,138,26,0,0,0,0,0,4,168,1,7
PDX,Main,2/16/2014,0700 - 0800,15,41,121,68,30,0,0,0,0,6,225,1,7
PDX,Main,2/16/2014,1200 - 1300,8,26,122,34,0,0,0,0,0,4,160,1,9
PDX,Main,2/17/2014,1100 - 1200,13,38,90,41,16,0,0,0,0,5,152,1,7
PDX,Main,2/18/2014,0600 - 0700,26,64,70,54,35,27,8,0,0,5,199,1,6
PDX,Main,2/20/2014,0600 - 0700,17,46,95,54,34,3,0,0,0,6,192,1,6
PDX,Main,2/20/2014,1000 - 1100,16,35,74,54,22,0,0,0,0,4,154,1,4
PDX,Main,2/21/2014,0600 - 0700,19,49,93,67,36,7,0,0,0,7,210,1,7
PDX,Main,2/21/2014,1100 - 1200,15,36,74,53,14,0,0,0,0,3,144,1,6
PDX,Main,2/22/2014,0600 - 0700,12,30,118,62,0,0,0,0,0,6,186,1,7
PDX,Main,2/22/2014,1100 - 1200,12,33,135,58,9,0,0,0,0,7,209,1,7
PDX,Main,2/23/2014,0700 - 0800,17,45,113,56,43,0,0,0,0,7,219,1,7
PDX,Main,2/23/2014,1000 - 1100,11,29,122,49,0,0,0,0,0,5,176,1,8
PDX,Main,2/24/2014,1000 - 1100,12,28,71,44,0,0,0,0,0,4,119,1,5
PDX,Main,2/25/2014,0700 - 0800,16,46,95,52,32,3,0,0,0,6,188,1,5
PDX,Main,2/27/2014,0700 - 0800,19,41,97,67,57,0,0,0,0,7,228,1,6
PDX,Main,2/27/2014,1200 - 1300,10,29,128,51,0,0,0,0,0,5,184,1,7
PDX,Main,2/28/2014,0700 - 0800,17,49,110,68,36,6,0,0,0,7,227,1,5
PDX,Main,2/28/2014,1000 - 1100,15,37,92,69,21,0,0,0,0,6,188,1,5
PDX,Main,3/1/2014,0700 - 0800,14,43,124,69,28,0,0,0,0,4,225,1,7
PDX,Main,3/1/2014,1000 - 1100,8,26,147,47,0,0,0,0,0,2,196,1,8
PDX,Main,3/2/2014,0700 - 0800,17,47,121,47,46,6,0,0,0,5,225,1,7
PDX,Main,3/2/2014,1000 - 1100,11,35,111,41,13,0,0,0,0,2,167,1,7
PDX,Main,3/3/2014,1000 - 1100,14,36,90,44,16,0,0,0,0,7,157,1,7
PDX,Main,3/4/2014,0700 - 0800,19,51,105,72,49,12,0,0,0,8,246,1,6
PDX,Main,3/6/2014,0800 - 0900,19,43,87,72,43,0,0,0,0,12,214,1,6
PDX,Main,3/6/2014,1100 - 1200,12,25,59,30,0,0,0,0,0,5,94,1,4
PDX,Main,3/7/2014,0700 - 0800,18,39,72,72,28,0,0,0,0,9,181,1,5
PDX,Main,3/7/2014,1500 - 1600,11,27,82,37,0,0,0,0,0,6,125,1,5
PDX,Main,3/8/2014,0700 - 0800,13,34,125,73,12,0,0,0,0,6,216,1,7
PDX,Main,3/8/2014,1100 - 1200,8,30,144,39,0,0,0,0,0,5,188,1,8
PDX,Main,3/9/2014,0800 - 0900,19,51,118,57,43,18,0,0,0,8,244,1,7
PDX,Main,3/9/2014,1200 - 1300,13,32,112,54,6,0,0,0,0,10,182,1,7
PDX,Main,3/10/2014,1200 - 1300,15,42,72,44,21,0,0,0,0,4,141,1,6
PDX,Main,3/11/2014,0700 - 0800,30,77,70,45,37,30,27,0,0,7,216,1,4
PDX,Main,3/13/2014,0800 - 0900,16,43,107,69,31,0,0,0,0,7,214,1,5
PDX,Main,3/13/2014,1100 - 1200,12,31,89,53,4,0,0,0,0,4,150,1,6
PDX,Main,3/14/2014,0700 - 0800,17,46,105,65,36,3,0,0,0,7,216,1,6
PDX,Main,3/14/2014,1200 - 1300,7,22,101,17,0,0,0,0,0,4,122,1,6
PDX,Main,3/15/2014,0700 - 0800,17,44,94,68,33,0,0,0,0,11,206,1,6
PDX,Main,3/15/2014,1200 - 1300,12,27,128,66,0,0,0,0,0,12,206,1,8
PDX,Main,3/16/2014,0700 - 0800,15,39,123,66,29,0,0,0,0,6,224,1,7
PDX,Main,3/16/2014,1200 - 1300,13,32,132,65,6,0,0,0,0,12,215,1,8
PDX,Main,3/17/2014,1200 - 1300,18,47,95,62,44,5,0,0,0,7,213,1,7
PDX,Main,3/18/2014,0800 - 0900,16,42,107,66,40,0,0,0,0,6,219,1,6
PDX,Main,3/20/2014,0700 - 0800,17,46,118,49,46,4,0,0,0,7,224,1,6
PDX,Main,3/20/2014,1100 - 1200,23,54,77,44,49,24,0,0,0,6,200,1,6
PDX,Main,3/21/2014,0800 - 0900,28,61,57,62,50,38,3,0,0,11,221,1,5
PDX,Main,3/21/2014,1100 - 1200,16,38,77,58,21,0,0,0,0,7,163,1,5
PDX,Main,3/22/2014,0800 - 0900,13,36,124,58,23,0,0,0,0,6,211,1,7
PDX,Main,3/22/2014,1200 - 1300,11,36,151,39,17,0,0,0,0,6,213,1,8
PDX,Main,3/23/2014,0800 - 0900,21,57,106,45,36,33,0,0,0,5,225,1,6
PDX,Main,3/23/2014,1100 - 1200,15,41,117,41,29,0,0,0,0,9,196,1,8
PDX,Main,3/24/2014,1100 - 1200,15,45,123,42,41,0,0,0,0,5,211,1,7
PDX,Main,3/25/2014,0800 - 0900,28,67,83,46,35,29,27,0,0,4,224,1,7
PDX,Main,3/27/2014,0800 - 0900,16,42,110,72,38,0,0,0,0,6,226,1,6
PDX,Main,3/27/2014,1100 - 1200,27,56,83,56,78,41,0,0,0,8,266,1,6
PDX,Main,3/28/2014,0900 - 1000,14,40,116,48,33,0,0,0,0,3,200,1,6
PDX,Main,3/28/2014,1200 - 1300,23,53,91,96,61,23,0,0,0,15,286,1,6
PDX,Main,3/29/2014,0800 - 0900,12,37,137,63,13,0,0,0,0,6,219,1,7
PDX,Main,3/29/2014,1100 - 1200,8,26,227,46,0,0,0,0,0,6,279,1,8
PDX,Main,3/30/2014,0900 - 1000,15,42,123,74,31,0,0,0,0,7,235,1,7
PDX,Main,3/30/2014,1000 - 1100,12,29,177,98,0,0,0,0,0,9,284,1,8
PDX,Main,3/31/2014,0900 - 1000,13,39,124,58,28,0,0,0,0,6,216,1,7
PDX,Main,3/31/2014,1100 - 1200,19,46,107,126,46,3,0,0,0,8,290,1,7
PDX,Main,4/1/2014,0800 - 0900,21,54,80,67,36,19,0,0,0,7,209,1,5
PDX,Main,4/1/2014,1100 - 1200,20,55,110,74,49,17,0,0,0,6,256,1,6
PDX,Main,4/2/2014,1100 - 1200,21,61,107,89,31,25,2,0,0,8,262,1,5
PDX,Main,4/3/2014,0800 - 0900,15,44,105,69,23,0,0,0,0,6,203,1,6
PDX,Main,4/4/2014,0900 - 1000,9,31,121,42,3,0,0,0,0,5,171,1,6
PDX,Main,4/4/2014,1100 - 1200,20,56,114,87,42,24,0,0,0,9,276,1,6
PDX,Main,4/5/2014,0900 - 1000,10,28,128,56,0,0,0,0,0,6,190,1,7
PDX,Main,4/5/2014,1100 - 1200,13,38,178,70,32,0,0,0,0,9,289,1,8
PDX,Main,4/6/2014,0900 - 1000,19,44,84,78,38,0,0,0,0,11,211,1,7
PDX,Main,4/6/2014,1100 - 1200,18,44,132,83,58,0,0,0,0,14,287,1,8
PDX,Main,4/7/2014,1100 - 1200,20,46,110,74,65,4,0,0,0,12,265,1,6
PDX,Main,4/8/2014,0800 - 0900,18,44,85,57,48,0,0,0,0,4,194,1,5
PDX,Main,4/8/2014,1100 - 1200,26,64,81,49,53,35,9,0,0,7,234,1,5
PDX,Main,4/9/2014,1100 - 1200,26,69,98,62,53,41,15,0,0,8,277,1,6
PDX,Main,4/10/2014,0900 - 1000,22,62,77,66,40,19,3,0,0,7,212,1,5
PDX,Main,4/10/2014,1100 - 1200,21,55,113,80,40,31,0,0,0,6,270,1,6
PDX,Main,4/11/2014,0800 - 0900,17,47,112,40,48,6,0,0,0,6,212,1,6
PDX,Main,4/11/2014,1100 - 1200,16,43,147,91,39,0,0,0,0,9,286,1,6
PDX,Main,4/12/2014,0900 - 1000,8,24,149,37,0,0,0,0,0,6,192,1,7
PDX,Main,4/12/2014,1100 - 1200,11,34,194,67,19,0,0,0,0,6,286,1,8
PDX,Main,4/13/2014,0900 - 1000,17,42,91,69,33,0,0,0,0,4,197,1,6
PDX,Main,4/13/2014,1100 - 1200,24,59,97,85,55,45,0,0,0,8,290,1,5
PDX,Main,4/14/2014,1100 - 1200,22,55,102,82,72,23,0,0,0,9,288,1,6
PDX,Main,4/15/2014,0800 - 0900,18,49,88,50,38,8,0,0,0,5,189,1,6
PDX,Main,4/15/2014,1100 - 1200,28,75,82,76,53,39,20,0,0,9,279,1,5
PDX,Main,4/16/2014,1100 - 1200,23,53,77,58,52,21,0,0,0,5,213,1,4
PDX,Main,4/17/2014,0800 - 0900,30,67,53,47,50,50,9,0,0,13,222,2,5
PDX,Main,4/17/2014,1100 - 1200,18,43,92,75,40,0,0,0,0,6,213,1,6
PDX,Main,4/18/2014,0900 - 1000,13,37,101,44,13,0,0,0,0,5,163,1,5
PDX,Main,4/18/2014,1100 - 1200,23,59,108,63,62,38,0,0,0,8,279,1,5
PDX,Main,4/19/2014,0800 - 0900,7,22,135,23,0,0,0,0,0,4,162,1,6
PDX,Main,4/19/2014,1100 - 1200,11,28,157,65,0,0,0,0,0,6,228,1,9
PDX,Main,4/20/2014,0800 - 0900,16,47,113,72,30,3,0,0,0,6,224,1,7
PDX,Main,4/20/2014,1000 - 1100,8,25,131,31,0,0,0,0,0,3,165,1,7
PDX,Main,4/21/2014,1100 - 1200,18,43,80,62,35,0,0,0,0,4,181,1,4
PDX,Main,4/22/2014,0800 - 0900,15,42,110,66,28,0,0,0,0,6,210,1,5
PDX,Main,4/22/2014,1100 - 1200,16,46,118,40,37,3,0,0,0,6,204,1,5
PDX,Main,4/23/2014,1100 - 1200,14,32,74,53,5,0,0,0,0,6,138,1,5
PDX,Main,4/24/2014,0900 - 1000,26,80,85,46,47,19,18,0,0,7,222,1,5
PDX,Main,4/24/2014,1000 - 1100,14,38,89,43,18,0,0,0,0,5,155,1,5
PDX,Main,4/25/2014,0800 - 0900,16,45,107,72,36,0,0,0,0,7,222,1,5
PDX,Main,4/25/2014,1000 - 1100,18,43,75,62,35,0,0,0,0,6,178,1,4
PDX,Main,4/26/2014,0900 - 1000,10,27,148,63,0,0,0,0,0,5,216,1,7
PDX,Main,4/26/2014,1100 - 1200,14,44,157,58,43,0,0,0,0,7,265,1,7
PDX,Main,4/27/2014,0900 - 1000,20,53,96,61,37,17,0,0,0,10,221,1,7
PDX,Main,4/27/2014,1100 - 1200,16,37,111,85,25,0,0,0,0,12,233,1,7
PDX,Main,4/28/2014,1100 - 1200,16,41,113,57,39,0,0,0,0,11,220,1,8
PDX,Main,4/29/2014,0900 - 1000,20,47,90,61,59,5,0,0,0,10,225,1,6
PDX,Main,4/29/2014,1100 - 1200,20,45,78,70,43,0,0,0,0,8,199,1,5
PDX,Main,4/30/2014,1100 - 1200,25,60,67,68,46,32,0,0,0,11,224,1,5
PDX,Main,5/1/2014,0900 - 1000,11,35,154,51,15,0,0,0,0,7,227,1,8
PDX,Main,5/1/2014,1100 - 1200,18,51,136,58,50,13,0,0,0,8,265,1,7
PDX,Main,5/1/2014,1300 - 1400,6,10,33,0,0,0,0,0,0,2,35,1,1
PDX,Main,5/2/2014,0900 - 1000,18,48,105,54,54,5,0,0,0,6,224,1,6
PDX,Main,5/2/2014,1100 - 1200,19,52,99,57,34,15,0,0,0,7,212,1,6
PDX,Main,5/3/2014,0900 - 1000,12,36,131,58,20,0,0,0,0,7,216,1,7
PDX,Main,5/3/2014,1100 - 1200,10,31,165,64,4,0,0,0,0,8,241,1,8
PDX,Main,5/4/2014,0900 - 1000,19,53,104,48,42,16,0,0,0,5,215,1,7
PDX,Main,5/4/2014,1100 - 1200,10,33,145,52,10,0,0,0,0,6,213,1,8
PDX,Main,5/5/2014,1100 - 1200,30,79,63,36,45,22,27,0,0,6,199,1,4
PDX,Main,5/6/2014,0900 - 1000,16,37,73,57,18,0,0,0,0,9,157,1,5
PDX,Main,5/6/2014,1000 - 1100,15,32,76,68,5,0,0,0,0,8,157,1,6
PDX,Main,5/7/2014,1100 - 1200,22,49,61,56,41,11,0,0,0,10,179,1,5
PDX,Main,5/8/2014,0900 - 1000,19,49,96,61,47,11,0,0,0,5,220,1,5
PDX,Main,5/8/2014,1100 - 1200,11,30,108,56,0,0,0,0,0,6,170,1,5
PDX,Main,5/8/2014,1300 - 1400,37,47,0,15,62,6,0,0,0,1,84,1,2
PDX,Main,5/9/2014,0900 - 1000,12,33,74,40,2,0,0,0,0,7,123,1,5
PDX,Main,5/9/2014,1100 - 1200,18,41,82,64,37,0,0,0,0,7,190,1,5
PDX,Main,5/10/2014,0900 - 1000,15,51,122,37,25,15,0,0,0,6,205,1,7
PDX,Main,5/10/2014,1100 - 1200,13,38,160,67,28,0,0,0,0,7,262,1,8
PDX,Main,5/11/2014,0900 - 1000,15,42,127,53,40,0,0,0,0,5,225,1,7
PDX,Main,5/11/2014,1100 - 1200,13,39,163,57,28,0,0,0,0,8,256,1,8
PDX,Main,5/11/2014,2300 - 0000,28,60,28,9,27,18,0,0,0,5,87,1,2
PDX,Main,5/12/2014,1100 - 1200,13,38,139,68,26,0,0,0,0,5,238,1,6
PDX,Main,5/13/2014,1000 - 1100,17,58,109,56,25,12,0,0,0,7,209,1,6
PDX,Main,5/13/2014,1100 - 1200,27,58,43,54,27,27,0,0,0,4,155,1,6
PDX,Main,5/14/2014,1100 - 1200,9,26,159,47,0,0,0,0,0,4,210,1,8
PDX,Main,5/15/2014,0900 - 1000,18,49,109,62,44,6,0,0,0,5,226,1,6
PDX,Main,5/15/2014,1100 - 1200,20,60,118,68,32,35,0,0,0,8,261,1,5
PDX,Main,5/16/2014,0900 - 1000,20,62,103,54,26,28,3,0,0,7,221,1,5
PDX,Main,5/16/2014,1100 - 1200,19,52,124,76,52,18,0,0,0,7,277,1,7
PDX,Main,5/17/2014,0900 - 1000,16,44,132,47,45,0,0,0,0,7,231,1,7
PDX,Main,5/17/2014,1100 - 1200,12,39,179,50,33,0,0,0,0,7,269,1,8
PDX,Main,5/18/2014,0900 - 1000,16,51,120,50,38,8,0,0,0,7,223,1,7
PDX,Main,5/18/2014,1100 - 1200,15,41,160,75,43,0,0,0,0,7,285,1,8
PDX,Main,5/19/2014,0900 - 1000,24,59,84,48,46,35,0,0,0,5,218,1,5
PDX,Main,5/19/2014,1100 - 1200,22,50,104,57,72,24,0,0,0,7,264,1,5
PDX,Main,5/20/2014,1000 - 1100,13,40,110,37,20,0,0,0,0,5,172,1,7
PDX,Main,5/20/2014,1100 - 1200,22,56,114,87,41,36,0,0,0,7,285,1,7
PDX,Main,5/21/2014,1000 - 1100,10,27,111,50,0,0,0,0,0,5,166,1,7
PDX,Main,5/21/2014,1100 - 1200,16,47,152,69,49,8,0,0,0,9,287,1,7
PDX,Main,5/22/2014,1100 - 1200,17,43,121,92,46,0,0,0,0,6,265,1,6
PDX,Main,5/23/2014,0900 - 1000,19,48,97,60,51,7,0,0,0,7,222,1,6
PDX,Main,5/23/2014,1100 - 1200,19,46,120,79,58,5,0,0,0,12,274,1,6
