Airport,Terminal,Date,Hour,Average,Max,p015,p1630,p3145,p4660,p6190,p91120,p121Plus,Excluded,Total,Flights,Booths,
MCO,Airside 4,2/2/2013,1800 - 1900,54,86,55,18,25,38,163,0,0,8,307,1,17,
MCO,Airside 1,2/3/2013,0600 - 0700,51,78,0,29,39,71,68,0,0,6,213,1,7,
MCO,Airside 1,2/3/2013,1000 - 1100,18,41,57,49,23,0,0,0,0,4,133,1,7,
MCO,Airside 1,2/3/2013,1200 - 1300,7,21,160,12,0,0,0,0,0,5,177,2,16,
MCO,Airside 1,2/3/2013,1300 - 1400,12,32,190,91,3,0,0,0,0,9,293,3,16,
MCO,Airside 1,2/3/2013,1500 - 1600,26,52,73,131,105,24,0,0,0,9,342,3,12,
MCO,Airside 1,2/3/2013,1600 - 1700,6,17,75,5,0,0,0,0,0,3,83,1,9,
MCO,Airside 1,2/3/2013,1700 - 1800,32,69,91,88,116,63,34,0,0,13,405,4,10,
MCO,Airside 1,2/3/2013,1900 - 2000,14,31,44,29,2,0,0,0,0,3,78,1,6,
MCO,Airside 1,2/3/2013,2100 - 2200,23,55,72,67,48,17,0,0,0,8,212,2,6,
MCO,Airside 1,2/3/2013,2200 - 2300,27,45,12,30,34,0,0,0,0,3,79,1,6,
MCO,Airside 4,2/3/2013,1500 - 1600,47,87,76,57,102,158,158,0,0,15,566,2,13,
MCO,Airside 4,2/3/2013,1600 - 1700,37,58,37,0,55,74,0,0,0,5,171,2,11,
MCO,Airside 4,2/3/2013,1800 - 1900,21,44,108,87,88,0,0,0,0,5,288,1,11,
MCO,Airside 1,2/4/2013,0600 - 0700,41,63,11,21,37,52,10,0,0,4,135,1,6,
MCO,Airside 1,2/4/2013,1100 - 1200,8,17,26,5,0,0,0,0,0,2,33,1,5,
MCO,Airside 1,2/4/2013,1200 - 1300,11,22,59,24,0,0,0,0,0,3,86,1,7,
MCO,Airside 1,2/4/2013,1300 - 1400,28,85,66,38,25,30,14,0,0,7,180,2,11,
MCO,Airside 1,2/4/2013,1400 - 1500,52,82,5,17,31,26,61,0,0,5,145,1,10,
MCO,Airside 1,2/4/2013,1500 - 1600,42,75,32,36,53,58,46,0,0,8,233,2,7,
MCO,Airside 1,2/4/2013,1600 - 1700,61,120,76,35,16,19,132,100,0,11,389,3,8,
MCO,Airside 1,2/4/2013,1700 - 1800,38,110,112,34,2,0,22,51,0,9,230,3,8,
MCO,Airside 1,2/4/2013,1900 - 2000,11,23,52,24,0,0,0,0,0,5,81,1,6,
MCO,Airside 1,2/4/2013,2100 - 2200,12,23,28,14,0,0,0,0,0,3,45,1,4,
MCO,Airside 1,2/4/2013,2200 - 2300,32,68,39,27,34,31,10,0,0,5,146,1,5,
MCO,Airside 4,2/4/2013,1600 - 1700,57,102,88,65,77,59,247,94,0,18,648,3,12,
MCO,Airside 4,2/4/2013,1700 - 1800,69,101,37,4,0,0,159,43,0,8,251,1,12,
MCO,Airside 4,2/4/2013,1800 - 1900,31,60,57,76,72,67,0,0,0,9,281,1,11,
MCO,Airside 1,2/5/2013,0700 - 0800,27,49,33,54,57,12,0,0,0,2,158,1,8,
MCO,Airside 1,2/5/2013,1100 - 1200,11,22,87,42,0,0,0,0,0,4,133,1,10,
MCO,Airside 1,2/5/2013,1200 - 1300,12,26,110,58,0,0,0,0,0,5,173,2,10,
MCO,Airside 1,2/5/2013,1300 - 1400,11,21,59,21,0,0,0,0,0,3,83,1,15,
MCO,Airside 1,2/5/2013,1400 - 1500,14,34,115,67,9,0,0,0,0,7,198,2,16,
MCO,Airside 1,2/5/2013,1500 - 1600,25,47,65,64,84,5,0,0,0,7,225,2,12,
MCO,Airside 1,2/5/2013,1600 - 1700,28,60,89,81,71,58,0,0,0,9,308,2,9,
MCO,Airside 1,2/5/2013,1700 - 1800,16,49,95,79,3,4,0,0,0,7,188,2,8,
MCO,Airside 1,2/5/2013,1900 - 2000,4,13,48,0,0,0,0,0,0,2,50,1,12,
MCO,Airside 1,2/5/2013,2100 - 2200,30,66,51,35,31,32,16,0,0,6,171,2,5,
MCO,Airside 1,2/5/2013,2200 - 2300,39,65,24,4,42,47,8,0,0,3,128,1,5,
MCO,Airside 4,2/5/2013,1500 - 1600,42,60,9,47,116,130,0,0,0,9,311,1,17,
MCO,Airside 4,2/5/2013,1600 - 1700,41,62,36,48,205,192,16,0,0,14,511,3,17,
MCO,Airside 4,2/5/2013,1700 - 1800,23,51,99,93,68,17,0,0,0,8,285,1,14,
MCO,Airside 1,2/6/2013,0700 - 0800,40,73,29,36,42,39,40,0,0,6,192,1,6,
MCO,Airside 1,2/6/2013,1100 - 1200,24,40,37,59,50,0,0,0,0,5,151,1,8,
MCO,Airside 1,2/6/2013,1200 - 1300,8,17,142,1,0,0,0,0,0,5,148,2,15,
MCO,Airside 1,2/6/2013,1400 - 1500,11,29,155,62,0,0,0,0,0,7,224,2,19,
MCO,Airside 1,2/6/2013,1500 - 1600,21,53,107,97,72,4,0,0,0,10,290,2,10,
MCO,Airside 1,2/6/2013,1600 - 1700,22,47,82,44,67,6,0,0,0,5,204,2,8,
MCO,Airside 1,2/6/2013,1700 - 1800,36,67,79,47,73,92,36,0,0,11,338,2,10,
MCO,Airside 1,2/6/2013,1800 - 1900,10,16,71,5,0,0,0,0,0,1,77,2,7,
MCO,Airside 1,2/6/2013,1900 - 2000,4,11,54,0,0,0,0,0,0,2,56,1,8,
MCO,Airside 1,2/6/2013,2100 - 2200,47,92,38,42,58,44,95,1,0,14,292,2,6,
MCO,Airside 1,2/6/2013,2200 - 2300,55,87,29,4,6,16,80,0,0,4,139,1,6,
MCO,Airside 4,2/6/2013,1500 - 1600,31,53,75,116,168,85,0,0,0,14,458,1,18,
MCO,Airside 4,2/6/2013,1600 - 1700,40,60,38,111,293,265,0,0,0,23,730,3,22,
MCO,Airside 4,2/6/2013,1800 - 1900,25,50,88,96,103,26,0,0,0,9,322,1,14,
MCO,Airside 1,2/7/2013,0800 - 0900,31,55,49,50,63,53,0,0,0,7,222,1,7,
MCO,Airside 1,2/7/2013,1100 - 1200,19,40,61,56,32,0,0,0,0,3,152,1,7,
MCO,Airside 1,2/7/2013,1200 - 1300,8,24,88,4,0,0,0,0,0,3,95,1,15,
MCO,Airside 1,2/7/2013,1400 - 1500,11,24,170,58,0,0,0,0,0,8,236,2,15,
MCO,Airside 1,2/7/2013,1500 - 1600,23,53,87,92,71,17,0,0,0,12,279,2,9,
MCO,Airside 1,2/7/2013,1600 - 1700,50,74,2,18,66,65,60,0,0,5,216,1,9,
MCO,Airside 1,2/7/2013,1700 - 1800,30,56,50,95,93,53,0,0,0,9,300,2,10,
MCO,Airside 1,2/7/2013,1800 - 1900,18,32,50,69,5,0,0,0,0,3,127,1,10,
MCO,Airside 1,2/7/2013,1900 - 2000,7,27,91,9,0,0,0,0,0,3,103,1,10,
MCO,Airside 1,2/7/2013,2100 - 2200,66,129,43,39,46,42,81,91,23,13,378,3,4,
MCO,Airside 1,2/7/2013,2200 - 2300,111,147,7,6,0,0,1,64,73,4,155,1,4,
MCO,Airside 4,2/7/2013,1500 - 1600,61,94,21,66,56,161,404,33,0,17,758,2,20,
MCO,Airside 4,2/7/2013,1600 - 1700,63,87,38,4,4,17,216,0,0,10,289,2,20,
MCO,Airside 4,2/7/2013,1700 - 1800,28,54,120,124,132,63,0,0,0,10,449,1,17,
MCO,Airside 4,2/7/2013,1800 - 1900,47,77,44,16,70,89,94,0,0,8,321,1,17,
MCO,Airside 1,2/8/2013,0700 - 0800,48,94,27,38,40,35,72,8,0,7,227,1,5,
MCO,Airside 1,2/8/2013,0900 - 1000,37,73,78,58,67,70,68,0,0,9,350,1,7,
MCO,Airside 1,2/8/2013,1000 - 1100,52,81,6,22,153,228,166,0,0,12,587,3,9,
MCO,Airside 1,2/8/2013,1200 - 1300,8,19,153,16,0,0,0,0,0,5,174,2,12,
MCO,Airside 1,2/8/2013,1300 - 1400,24,43,107,137,131,0,0,0,0,7,382,3,17,
MCO,Airside 1,2/8/2013,1500 - 1600,29,66,113,68,45,72,16,0,0,6,320,2,12,
MCO,Airside 1,2/8/2013,1600 - 1700,41,74,36,36,26,68,41,0,0,5,212,1,9,
MCO,Airside 1,2/8/2013,1700 - 1800,58,109,89,9,4,32,157,55,0,13,359,3,9,
MCO,Airside 1,2/8/2013,1900 - 2000,8,18,75,9,0,0,0,0,0,2,86,1,10,
MCO,Airside 1,2/8/2013,2000 - 2100,24,42,33,50,45,0,0,0,0,2,130,1,4,
MCO,Airside 1,2/8/2013,2100 - 2200,39,73,52,36,81,83,40,0,0,7,299,2,6,
MCO,Airside 4,2/8/2013,1500 - 1600,19,34,116,156,39,0,0,0,0,10,321,1,15,
MCO,Airside 4,2/8/2013,1600 - 1700,15,31,140,127,2,0,0,0,0,9,278,1,15,
MCO,Airside 4,2/8/2013,1700 - 1800,28,56,128,129,77,101,0,0,0,12,447,1,13,
MCO,Airside 4,2/8/2013,1800 - 1900,39,64,69,4,82,113,32,0,0,7,307,1,14,
MCO,Airside 1,2/9/2013,0600 - 0700,65,98,1,19,20,46,101,27,0,6,220,1,7,
MCO,Airside 1,2/9/2013,0800 - 0900,14,25,76,61,0,0,0,0,0,5,142,1,5,
MCO,Airside 1,2/9/2013,0900 - 1000,16,30,85,104,0,0,0,0,0,5,194,1,5,
MCO,Airside 1,2/9/2013,1000 - 1100,39,76,60,57,86,80,56,0,0,11,350,2,8,
MCO,Airside 1,2/9/2013,1100 - 1200,32,47,7,43,84,2,0,0,0,4,140,1,16,
MCO,Airside 1,2/9/2013,1200 - 1300,5,22,88,6,0,0,0,0,0,3,97,1,16,
MCO,Airside 1,2/9/2013,1300 - 1400,6,18,118,3,0,0,0,0,0,4,125,1,19,
MCO,Airside 1,2/9/2013,1400 - 1500,8,15,98,0,0,0,0,0,0,4,102,1,18,
MCO,Airside 1,2/9/2013,1500 - 1600,21,42,120,152,86,0,0,0,0,8,366,3,12,
MCO,Airside 1,2/9/2013,1600 - 1700,20,47,116,74,65,6,0,0,0,9,270,2,13,
MCO,Airside 1,2/9/2013,1700 - 1800,43,80,145,44,49,149,181,0,0,18,586,5,13,
MCO,Airside 1,2/9/2013,1900 - 2000,3,17,69,2,0,0,0,0,0,3,74,1,10,
MCO,Airside 1,2/9/2013,2000 - 2100,3,7,27,0,0,0,0,0,0,1,28,1,8,
MCO,Airside 1,2/9/2013,2200 - 2300,85,168,80,18,32,42,57,46,162,19,456,3,7,
MCO,Airside 1,2/9/2013,2300 - 0000,46,82,20,27,20,26,51,0,0,8,152,1,7,
MCO,Airside 4,2/9/2013,1500 - 1600,18,34,120,160,31,0,0,0,0,7,318,1,17,
MCO,Airside 4,2/9/2013,1600 - 1700,29,62,207,180,162,153,16,0,0,21,739,2,18,
MCO,Airside 4,2/9/2013,1700 - 1800,54,85,11,27,201,247,274,0,0,20,780,2,18,
MCO,Airside 4,2/9/2013,1800 - 1900,46,77,38,12,72,108,80,0,0,17,327,1,18,
MCO,Airside 1,2/10/2013,0700 - 0800,36,64,41,42,50,57,25,0,0,1,216,1,6,
MCO,Airside 1,2/10/2013,1100 - 1200,25,49,50,39,47,17,0,0,0,4,157,1,6,
MCO,Airside 1,2/10/2013,1200 - 1300,7,22,160,23,0,0,0,0,0,5,188,2,12,
MCO,Airside 1,2/10/2013,1300 - 1400,12,27,123,56,0,0,0,0,0,6,185,2,13,
MCO,Airside 1,2/10/2013,1400 - 1500,15,28,69,58,0,0,0,0,0,4,131,1,12,
MCO,Airside 1,2/10/2013,1500 - 1600,51,100,35,46,115,83,144,18,0,12,453,3,14,
MCO,Airside 1,2/10/2013,1700 - 1800,30,81,171,60,47,70,60,0,0,22,430,4,12,
MCO,Airside 1,2/10/2013,1800 - 1900,21,47,55,78,26,3,0,0,0,9,171,1,11,
MCO,Airside 1,2/10/2013,1900 - 2000,12,30,47,21,0,0,0,0,0,3,71,1,6,
MCO,Airside 1,2/10/2013,2100 - 2200,17,36,106,126,11,0,0,0,0,8,251,2,7,
MCO,Airside 1,2/10/2013,2200 - 2300,17,33,60,56,11,0,0,0,0,2,129,1,7,
MCO,Airside 4,2/10/2013,1500 - 1600,49,91,111,79,131,154,263,9,0,16,763,2,14,
MCO,Airside 4,2/10/2013,1600 - 1700,49,73,56,6,3,110,115,0,0,10,300,2,14,
MCO,Airside 4,2/10/2013,1800 - 1900,30,60,82,69,97,70,0,0,0,9,327,1,11,
MCO,Airside 1,2/11/2013,0600 - 0700,44,74,23,37,44,58,51,0,0,7,220,1,6,
MCO,Airside 1,2/11/2013,1000 - 1100,31,50,18,43,59,15,0,0,0,4,139,1,6,
MCO,Airside 1,2/11/2013,1200 - 1300,5,15,88,0,0,0,0,0,0,3,91,1,11,
MCO,Airside 1,2/11/2013,1300 - 1400,12,27,68,40,0,0,0,0,0,3,111,1,15,
MCO,Airside 1,2/11/2013,1400 - 1500,6,18,146,13,0,0,0,0,0,4,163,2,17,
MCO,Airside 1,2/11/2013,1500 - 1600,38,78,53,28,42,68,34,0,0,8,233,2,9,
MCO,Airside 1,2/11/2013,1600 - 1700,40,83,25,40,49,17,39,0,0,5,175,1,13,
MCO,Airside 1,2/11/2013,1700 - 1800,46,94,68,48,58,68,114,8,0,9,373,3,13,
MCO,Airside 1,2/11/2013,1900 - 2000,11,26,59,22,0,0,0,0,0,3,84,2,11,
MCO,Airside 1,2/11/2013,2100 - 2200,21,36,29,51,21,0,0,0,0,3,104,1,7,
MCO,Airside 1,2/11/2013,2200 - 2300,15,35,77,52,11,0,0,0,0,4,144,1,7,
MCO,Airside 4,2/11/2013,1500 - 1600,35,59,36,87,101,84,0,0,0,8,316,1,12,
