Airport,Terminal,Date,Hour,Average,Max,p015,p1630,p3145,p4660,p6190,p91120,p121Plus,Excluded,Total,Flights,Booths,
ATL,Concourse E,1/1/2013,1300 - 1400,5,17,117,5,0,0,0,0,0,3,125,1,43,
ATL,Concourse E,1/1/2013,1400 - 1500,5,24,901,27,0,0,0,0,0,29,957,5,42,
ATL,Concourse E,1/1/2013,1500 - 1600,3,14,118,0,0,0,0,0,0,7,125,1,38,
ATL,Concourse E,1/1/2013,1600 - 1700,3,15,498,0,0,0,0,0,0,13,511,3,33,
ATL,Concourse E,1/1/2013,1700 - 1800,2,15,870,0,0,0,0,0,0,20,890,5,46,
ATL,Concourse E,1/1/2013,1800 - 1900,2,19,1388,12,0,0,0,0,0,32,1432,9,43,
ATL,Concourse E,1/1/2013,1900 - 2000,2,10,304,0,0,0,0,0,0,4,308,2,32,
ATL,Concourse F,1/1/2013,0500 - 0600,21,71,750,496,238,138,48,0,0,53,1723,8,30,
ATL,Concourse F,1/1/2013,0600 - 0700,40,57,1,53,75,77,0,0,0,6,212,1,28,
ATL,Concourse F,1/1/2013,0800 - 0900,4,17,216,3,0,0,0,0,0,6,225,1,28,
ATL,Concourse F,1/1/2013,0900 - 1000,14,30,156,117,0,0,0,0,0,7,280,1,27,
ATL,Concourse F,1/1/2013,1000 - 1100,6,14,65,0,0,0,0,0,0,2,67,1,23,
ATL,Concourse F,1/1/2013,1100 - 1200,7,13,144,0,0,0,0,0,0,5,149,1,25,
ATL,Concourse F,1/1/2013,1200 - 1300,6,28,477,17,0,0,0,0,0,15,509,3,35,
ATL,Concourse F,1/1/2013,1300 - 1400,8,21,577,38,0,0,0,0,0,17,632,4,30,
ATL,Concourse F,1/1/2013,1400 - 1500,16,65,740,406,140,43,7,0,0,38,1374,5,33,
ATL,Concourse F,1/1/2013,1500 - 1600,24,62,161,414,71,71,2,0,0,23,742,4,28,
ATL,Concourse F,1/1/2013,1600 - 1700,18,25,38,99,0,0,0,0,0,3,140,1,12,
ATL,Concourse F,1/1/2013,1700 - 1800,6,20,486,29,0,0,0,0,0,9,524,3,30,
ATL,Concourse F,1/1/2013,1800 - 1900,7,19,377,36,0,0,0,0,0,12,425,2,26,
ATL,Concourse F,1/1/2013,1900 - 2000,11,26,260,81,0,0,0,0,0,12,353,2,20,
ATL,Concourse F,1/1/2013,2000 - 2100,9,27,420,130,0,0,0,0,0,14,564,3,37,
ATL,Concourse F,1/1/2013,2200 - 2300,13,30,142,90,0,0,0,0,0,10,242,1,11,
ATL,Concourse E,1/2/2013,1300 - 1400,4,18,267,1,0,0,0,0,0,8,276,2,25,
ATL,Concourse E,1/2/2013,1400 - 1500,5,23,796,38,0,0,0,0,0,21,855,4,47,
ATL,Concourse E,1/2/2013,1500 - 1600,5,17,314,14,0,0,0,0,0,12,340,2,36,
ATL,Concourse E,1/2/2013,1600 - 1700,5,16,494,11,0,0,0,0,0,13,518,3,21,
ATL,Concourse E,1/2/2013,1700 - 1800,4,18,927,2,0,0,0,0,0,26,955,6,31,
ATL,Concourse E,1/2/2013,1800 - 1900,4,18,717,25,0,0,0,0,0,19,761,5,33,
ATL,Concourse E,1/2/2013,1900 - 2000,5,22,707,71,0,0,0,0,0,22,800,5,30,
ATL,Concourse F,1/2/2013,0500 - 0600,17,62,701,323,118,85,4,0,0,40,1271,6,31,
ATL,Concourse F,1/2/2013,0600 - 0700,14,44,302,152,23,0,0,0,0,16,493,2,24,
ATL,Concourse F,1/2/2013,0800 - 0900,2,11,231,0,0,0,0,0,0,4,235,1,23,
ATL,Concourse F,1/2/2013,1000 - 1100,24,61,158,63,68,58,3,0,0,12,362,2,21,
ATL,Concourse F,1/2/2013,1100 - 1200,13,26,90,55,0,0,0,0,0,5,150,1,18,
ATL,Concourse F,1/2/2013,1200 - 1300,19,39,146,330,50,0,0,0,0,17,543,3,30,
ATL,Concourse F,1/2/2013,1300 - 1400,19,43,303,426,113,0,0,0,0,22,864,4,30,
ATL,Concourse F,1/2/2013,1400 - 1500,16,44,336,283,73,0,0,0,0,22,714,3,22,
ATL,Concourse F,1/2/2013,1500 - 1600,24,56,164,253,152,32,0,0,0,20,621,4,19,
ATL,Concourse F,1/2/2013,1600 - 1700,19,41,145,19,108,0,0,0,0,4,276,2,14,
ATL,Concourse F,1/2/2013,1700 - 1800,30,58,181,301,401,121,0,0,0,28,1032,6,22,
ATL,Concourse F,1/2/2013,1800 - 1900,20,43,320,233,194,0,0,0,0,19,766,4,23,
ATL,Concourse F,1/2/2013,2000 - 2100,3,12,346,0,0,0,0,0,0,13,359,2,22,
ATL,Concourse F,1/2/2013,2200 - 2300,17,40,104,99,27,0,0,0,0,13,243,1,9,
ATL,Concourse E,1/3/2013,1400 - 1500,10,40,746,233,44,0,0,0,0,32,1055,5,43,
ATL,Concourse E,1/3/2013,1500 - 1600,5,21,792,72,0,0,0,0,0,26,890,5,33,
ATL,Concourse E,1/3/2013,1700 - 1800,4,17,773,11,0,0,0,0,0,22,806,5,27,
ATL,Concourse E,1/3/2013,1800 - 1900,6,32,1022,76,3,0,0,0,0,27,1128,7,32,
ATL,Concourse E,1/3/2013,1900 - 2000,1,8,338,0,0,0,0,0,0,6,344,2,25,
ATL,Concourse F,1/3/2013,0500 - 0600,22,128,810,246,120,165,98,2,3,45,1489,7,29,
ATL,Concourse F,1/3/2013,0600 - 0700,23,60,163,156,66,76,0,0,0,14,475,2,24,
ATL,Concourse F,1/3/2013,0700 - 0800,11,28,308,99,0,0,0,0,0,13,420,2,25,
ATL,Concourse F,1/3/2013,0900 - 1000,25,63,109,89,75,31,7,0,0,9,320,1,19,
ATL,Concourse F,1/3/2013,1000 - 1100,13,25,41,23,0,0,0,0,0,2,66,1,8,
ATL,Concourse F,1/3/2013,1100 - 1200,8,25,239,63,0,0,0,0,0,9,311,2,15,
ATL,Concourse F,1/3/2013,1200 - 1300,17,39,224,268,35,0,0,0,0,16,543,3,26,
ATL,Concourse F,1/3/2013,1300 - 1400,25,55,249,494,306,71,0,0,0,32,1152,6,27,
ATL,Concourse F,1/3/2013,1400 - 1500,17,42,132,132,29,0,0,0,0,9,302,1,23,
ATL,Concourse F,1/3/2013,1500 - 1600,34,57,70,184,427,97,0,0,0,18,796,4,20,
ATL,Concourse F,1/3/2013,1600 - 1700,22,48,154,227,101,6,0,0,0,12,500,4,14,
ATL,Concourse F,1/3/2013,1700 - 1800,11,30,324,90,0,0,0,0,0,13,427,3,18,
ATL,Concourse F,1/3/2013,1800 - 1900,13,37,524,295,26,0,0,0,0,26,871,5,23,
ATL,Concourse F,1/3/2013,1900 - 2000,22,44,104,371,60,0,0,0,0,16,551,2,30,
ATL,Concourse F,1/3/2013,2000 - 2100,14,43,508,448,10,0,0,0,0,34,1000,6,33,
ATL,Concourse E,1/4/2013,1200 - 1300,2,3,13,0,0,0,0,0,0,1,14,1,2,
ATL,Concourse E,1/4/2013,1300 - 1400,5,29,320,38,0,0,0,0,0,12,370,1,46,
ATL,Concourse E,1/4/2013,1400 - 1500,10,38,861,336,35,0,0,0,0,35,1267,6,42,
ATL,Concourse E,1/4/2013,1500 - 1600,5,21,1016,35,0,0,0,0,0,32,1083,6,42,
ATL,Concourse E,1/4/2013,1600 - 1700,5,21,486,54,0,0,0,0,0,15,555,3,27,
ATL,Concourse E,1/4/2013,1700 - 1800,3,19,603,7,0,0,0,0,0,13,623,4,29,
ATL,Concourse E,1/4/2013,1800 - 1900,7,31,1117,174,1,0,0,0,0,32,1324,9,36,
ATL,Concourse E,1/4/2013,1900 - 2000,5,27,835,113,0,0,0,0,0,22,970,5,35,
ATL,Concourse F,1/4/2013,0500 - 0600,26,81,604,446,356,186,122,0,0,55,1769,8,29,
ATL,Concourse F,1/4/2013,0600 - 0700,29,66,23,164,42,20,16,0,0,6,271,1,23,
ATL,Concourse F,1/4/2013,0800 - 0900,11,28,159,68,0,0,0,0,0,13,240,1,18,
ATL,Concourse F,1/4/2013,0900 - 1000,21,49,123,107,68,20,0,0,0,6,324,1,19,
ATL,Concourse F,1/4/2013,1000 - 1100,12,28,46,21,0,0,0,0,0,1,68,1,17,
ATL,Concourse F,1/4/2013,1100 - 1200,6,11,141,0,0,0,0,0,0,5,146,1,18,
ATL,Concourse F,1/4/2013,1200 - 1300,26,61,164,389,230,52,1,0,0,28,864,5,22,
ATL,Concourse F,1/4/2013,1300 - 1400,35,62,34,125,224,98,3,0,0,14,498,3,24,
ATL,Concourse F,1/4/2013,1400 - 1500,28,75,160,188,203,72,14,0,0,21,658,3,27,
ATL,Concourse F,1/4/2013,1500 - 1600,25,39,52,294,123,0,0,0,0,17,486,3,18,
ATL,Concourse F,1/4/2013,1700 - 1800,18,55,314,377,56,6,0,0,0,30,783,5,17,
ATL,Concourse F,1/4/2013,1800 - 1900,26,59,60,333,173,17,0,0,0,19,602,3,20,
ATL,Concourse F,1/4/2013,2000 - 2100,19,49,194,202,67,7,0,0,0,19,489,3,19,
ATL,Concourse E,1/5/2013,1400 - 1500,7,29,1206,190,0,0,0,0,0,45,1441,8,44,
ATL,Concourse E,1/5/2013,1500 - 1600,4,13,612,0,0,0,0,0,0,18,630,3,35,
ATL,Concourse E,1/5/2013,1600 - 1700,6,27,768,93,0,0,0,0,0,18,879,5,26,
ATL,Concourse E,1/5/2013,1700 - 1800,3,18,924,8,0,0,0,0,0,28,960,6,33,
ATL,Concourse E,1/5/2013,1800 - 1900,5,20,1472,80,0,0,0,0,0,44,1596,10,34,
ATL,Concourse E,1/5/2013,1900 - 2000,4,22,1066,81,0,0,0,0,0,30,1177,7,31,
ATL,Concourse E,1/5/2013,2000 - 2100,1,11,296,0,0,0,0,0,0,9,305,2,33,
ATL,Concourse F,1/5/2013,0500 - 0600,23,66,616,414,236,179,30,0,0,49,1524,7,28,
ATL,Concourse F,1/5/2013,0600 - 0700,9,19,220,12,0,0,0,0,0,7,239,1,26,
ATL,Concourse F,1/5/2013,0700 - 0800,5,16,491,6,0,0,0,0,0,8,505,2,28,
ATL,Concourse F,1/5/2013,0900 - 1000,18,40,142,121,57,0,0,0,0,9,329,1,19,
ATL,Concourse F,1/5/2013,1000 - 1100,8,18,70,4,0,0,0,0,0,3,77,1,14,
ATL,Concourse F,1/5/2013,1100 - 1200,5,15,266,0,0,0,0,0,0,8,274,2,21,
ATL,Concourse F,1/5/2013,1200 - 1300,18,43,377,580,105,0,0,0,0,32,1094,6,36,
ATL,Concourse F,1/5/2013,1300 - 1400,25,48,97,224,126,15,0,0,0,14,476,2,33,
ATL,Concourse F,1/5/2013,1400 - 1500,11,39,414,145,26,0,0,0,0,13,598,2,26,
ATL,Concourse F,1/5/2013,1500 - 1600,23,55,166,164,99,36,0,0,0,9,474,3,20,
ATL,Concourse F,1/5/2013,1600 - 1700,19,40,30,18,11,0,0,0,0,2,61,1,12,
ATL,Concourse F,1/5/2013,1700 - 1800,17,41,275,328,39,0,0,0,0,19,661,3,21,
ATL,Concourse F,1/5/2013,1800 - 1900,25,53,153,322,247,17,0,0,0,22,761,4,24,
ATL,Concourse F,1/5/2013,1900 - 2000,39,66,11,46,106,64,11,0,0,7,245,1,25,
ATL,Concourse F,1/5/2013,2000 - 2100,19,47,415,238,158,9,0,0,0,31,851,5,30,
ATL,Concourse E,1/6/2013,1300 - 1400,3,10,240,0,0,0,0,0,0,5,245,1,49,
ATL,Concourse E,1/6/2013,1400 - 1500,14,49,1016,592,248,9,0,0,0,57,1922,9,53,
ATL,Concourse E,1/6/2013,1500 - 1600,14,37,432,310,48,0,0,0,0,22,812,4,34,
ATL,Concourse E,1/6/2013,1600 - 1700,2,11,147,0,0,0,0,0,0,4,151,1,20,
ATL,Concourse E,1/6/2013,1700 - 1800,3,23,1233,10,0,0,0,0,0,30,1273,8,37,
ATL,Concourse E,1/6/2013,1800 - 1900,3,16,865,3,0,0,0,0,0,27,895,6,43,
ATL,Concourse E,1/6/2013,1900 - 2000,3,16,616,1,0,0,0,0,0,18,635,4,35,
ATL,Concourse E,1/6/2013,2000 - 2100,2,13,468,0,0,0,0,0,0,15,483,3,43,
ATL,Concourse F,1/6/2013,0500 - 0600,32,91,454,388,488,165,218,2,0,57,1772,8,31,
ATL,Concourse F,1/6/2013,0600 - 0700,46,68,8,60,28,82,55,0,0,8,241,1,26,
ATL,Concourse F,1/6/2013,0700 - 0800,9,23,210,23,0,0,0,0,0,8,241,1,29,
ATL,Concourse F,1/6/2013,0900 - 1000,16,35,161,118,33,0,0,0,0,16,328,1,24,
ATL,Concourse F,1/6/2013,1000 - 1100,5,13,72,0,0,0,0,0,0,3,75,1,20,
ATL,Concourse F,1/6/2013,1100 - 1200,4,14,306,0,0,0,0,0,0,7,313,2,29,
ATL,Concourse F,1/6/2013,1200 - 1300,5,16,273,3,0,0,0,0,0,5,281,2,32,
ATL,Concourse F,1/6/2013,1300 - 1400,7,27,540,85,0,0,0,0,0,19,644,4,36,
ATL,Concourse F,1/6/2013,1400 - 1500,11,45,221,42,25,0,0,0,0,9,297,1,24,
ATL,Concourse F,1/6/2013,1500 - 1600,34,99,212,232,124,61,124,21,0,20,794,5,23,
ATL,Concourse F,1/6/2013,1600 - 1700,38,88,96,11,8,22,75,0,0,7,219,1,21,
ATL,Concourse F,1/6/2013,1700 - 1800,20,58,218,212,74,23,0,0,0,17,544,3,20,
ATL,Concourse F,1/6/2013,1800 - 1900,23,36,37,275,28,0,0,0,0,6,346,2,17,
ATL,Concourse F,1/6/2013,1900 - 2000,31,63,85,187,293,82,5,0,0,19,671,4,20,
ATL,Concourse F,1/6/2013,2000 - 2100,20,38,141,131,93,0,0,0,0,12,377,2,32,
ATL,Concourse E,1/7/2013,1100 - 1200,2,3,10,0,0,0,0,0,0,2,12,1,2,
ATL,Concourse E,1/7/2013,1300 - 1400,9,32,322,80,3,0,0,0,0,13,418,2,42,
ATL,Concourse E,1/7/2013,1400 - 1500,20,50,350,223,207,29,0,0,0,22,831,4,42,
ATL,Concourse E,1/7/2013,1500 - 1600,8,30,255,71,0,0,0,0,0,9,335,2,36,
ATL,Concourse E,1/7/2013,1600 - 1700,8,29,699,157,0,0,0,0,0,22,878,5,33,
ATL,Concourse E,1/7/2013,1700 - 1800,6,32,693,67,3,0,0,0,0,21,784,5,33,
ATL,Concourse E,1/7/2013,1800 - 1900,14,48,438,221,95,4,0,0,0,22,780,5,32,
ATL,Concourse E,1/7/2013,1900 - 2000,4,34,752,24,3,0,0,0,0,20,799,5,33,
ATL,Concourse E,1/7/2013,2000 - 2100,11,39,185,76,26,0,0,0,0,8,295,1,32,
ATL,Concourse F,1/7/2013,0500 - 0600,25,85,480,480,221,113,115,0,0,51,1460,7,27,
ATL,Concourse F,1/7/2013,0600 - 0700,32,73,159,92,43,118,58,0,0,16,486,2,24,
ATL,Concourse F,1/7/2013,0800 - 0900,7,20,198,30,0,0,0,0,0,8,236,1,15,
ATL,Concourse F,1/7/2013,0900 - 1000,24,53,112,89,75,42,0,0,0,6,324,1,16,
ATL,Concourse F,1/7/2013,1000 - 1100,9,18,67,7,0,0,0,0,0,3,77,1,13,
ATL,Concourse F,1/7/2013,1100 - 1200,7,14,148,0,0,0,0,0,0,3,151,1,20,
ATL,Concourse F,1/7/2013,1200 - 1300,20,52,276,336,149,7,0,0,0,23,791,5,29,
ATL,Concourse F,1/7/2013,1300 - 1400,27,85,276,307,116,75,76,0,0,30,880,3,29,
ATL,Concourse F,1/7/2013,1400 - 1500,58,116,24,127,145,9,67,163,0,17,552,3,24,
ATL,Concourse F,1/7/2013,1500 - 1600,68,138,30,62,129,159,225,225,31,28,889,5,27,
ATL,Concourse F,1/7/2013,1600 - 1700,14,75,102,21,0,2,5,0,0,8,138,1,14,
ATL,Concourse F,1/7/2013,1700 - 1800,35,71,74,53,147,70,28,0,0,10,382,2,23,
ATL,Concourse F,1/7/2013,1800 - 1900,43,76,77,81,157,264,120,0,0,15,714,4,22,
ATL,Concourse F,1/7/2013,1900 - 2000,11,18,105,20,0,0,0,0,0,4,129,1,19,
ATL,Concourse F,1/7/2013,2000 - 2100,19,41,102,92,41,0,0,0,0,8,243,1,19,
ATL,Concourse E,1/8/2013,1400 - 1500,9,35,423,134,10,0,0,0,0,19,586,3,37,
ATL,Concourse E,1/8/2013,1500 - 1600,17,51,268,114,105,9,0,0,0,17,513,3,32,
ATL,Concourse E,1/8/2013,1600 - 1700,7,19,280,15,0,0,0,0,0,7,302,2,27,
ATL,Concourse E,1/8/2013,1700 - 1800,11,48,755,211,96,6,0,0,0,33,1101,7,31,
ATL,Concourse E,1/8/2013,1800 - 1900,14,39,403,329,19,0,0,0,0,23,774,5,33,
ATL,Concourse E,1/8/2013,1900 - 2000,7,14,119,0,0,0,0,0,0,4,123,1,20,
ATL,Concourse E,1/8/2013,2000 - 2100,8,22,119,34,0,0,0,0,0,6,159,1,19,
ATL,Concourse F,1/8/2013,0500 - 0600,36,92,414,295,434,253,284,3,0,54,1737,8,29,
ATL,Concourse F,1/8/2013,0600 - 0700,57,79,4,3,83,23,135,0,0,2,250,1,25,
ATL,Concourse F,1/8/2013,0700 - 0800,12,25,158,80,0,0,0,0,0,8,246,1,14,
ATL,Concourse F,1/8/2013,0900 - 1000,22,46,101,125,80,3,0,0,0,10,319,1,15,
ATL,Concourse F,1/8/2013,1000 - 1100,7,14,72,0,0,0,0,0,0,3,75,1,14,
ATL,Concourse F,1/8/2013,1100 - 1200,9,21,260,47,0,0,0,0,0,10,317,2,21,
ATL,Concourse F,1/8/2013,1200 - 1300,16,38,246,217,36,0,0,0,0,14,513,3,31,
ATL,Concourse F,1/8/2013,1300 - 1400,27,52,73,336,208,14,0,0,0,20,651,4,35,
ATL,Concourse F,1/8/2013,1400 - 1500,28,105,491,290,100,67,128,44,0,34,1154,4,32,
ATL,Concourse F,1/8/2013,1500 - 1600,34,111,274,249,44,5,76,103,0,22,773,5,26,
ATL,Concourse F,1/8/2013,1600 - 1700,16,37,110,59,31,0,0,0,0,7,207,1,20,
ATL,Concourse F,1/8/2013,1700 - 1800,10,34,281,71,8,0,0,0,0,13,373,2,24,
ATL,Concourse F,1/8/2013,1800 - 1900,26,71,229,115,119,85,25,0,0,18,591,3,23,
ATL,Concourse F,1/8/2013,1900 - 2000,21,45,134,248,66,0,0,0,0,16,464,3,22,
ATL,Concourse F,1/8/2013,2000 - 2100,13,32,345,189,10,0,0,0,0,18,562,3,24,
ATL,Concourse F,1/8/2013,2100 - 2200,3,6,15,0,0,0,0,0,0,2,17,1,1,
ATL,Concourse E,1/9/2013,1400 - 1500,7,19,202,30,0,0,0,0,0,6,238,1,36,
ATL,Concourse E,1/9/2013,1500 - 1600,10,43,526,137,26,0,0,0,0,24,713,4,35,
ATL,Concourse E,1/9/2013,1600 - 1700,5,16,131,6,0,0,0,0,0,1,138,1,17,
ATL,Concourse E,1/9/2013,1700 - 1800,5,45,1005,51,5,0,0,0,0,30,1091,7,38,
ATL,Concourse E,1/9/2013,1800 - 1900,10,46,502,160,13,1,0,0,0,23,699,6,31,
ATL,Concourse E,1/9/2013,1900 - 2000,10,31,305,108,1,0,0,0,0,10,424,3,22,
ATL,Concourse E,1/9/2013,2000 - 2100,7,28,261,65,0,0,0,0,0,10,336,2,26,
ATL,Concourse F,1/9/2013,0500 - 0600,31,91,387,351,163,76,238,3,0,42,1260,6,27,
ATL,Concourse F,1/9/2013,0600 - 0700,39,81,163,72,20,70,170,0,0,16,511,2,25,
ATL,Concourse F,1/9/2013,0800 - 0900,10,25,172,64,0,0,0,0,0,5,241,1,16,
ATL,Concourse F,1/9/2013,0900 - 1000,23,52,107,96,74,26,0,0,0,10,313,1,14,
ATL,Concourse F,1/9/2013,1000 - 1100,9,20,56,10,0,0,0,0,0,3,69,1,12,
ATL,Concourse F,1/9/2013,1100 - 1200,4,11,129,0,0,0,0,0,0,3,132,1,18,
ATL,Concourse F,1/9/2013,1200 - 1300,22,75,293,220,93,55,23,0,0,24,708,4,30,
ATL,Concourse F,1/9/2013,1300 - 1400,40,104,78,354,139,133,161,33,0,27,925,5,27,
ATL,Concourse F,1/9/2013,1400 - 1500,41,111,157,335,57,32,243,44,0,28,896,4,24,
ATL,Concourse F,1/9/2013,1500 - 1600,29,116,175,122,22,1,15,46,0,14,395,3,23,
ATL,Concourse F,1/9/2013,1600 - 1700,38,81,34,92,31,45,54,0,0,8,264,2,25,
ATL,Concourse F,1/9/2013,1700 - 1800,15,32,260,264,9,0,0,0,0,14,547,3,24,
ATL,Concourse F,1/9/2013,1800 - 1900,8,21,420,40,0,0,0,0,0,12,472,3,24,
ATL,Concourse F,1/9/2013,1900 - 2000,3,9,240,0,0,0,0,0,0,8,248,2,15,
ATL,Concourse F,1/9/2013,2000 - 2100,11,30,158,71,0,0,0,0,0,6,235,1,17,
ATL,Concourse F,1/9/2013,2300 - 0000,14,29,81,61,0,0,0,0,0,7,149,1,4,
ATL,Concourse E,1/10/2013,1300 - 1400,4,13,266,0,0,0,0,0,0,9,275,1,42,
ATL,Concourse E,1/10/2013,1400 - 1500,21,61,373,153,146,83,3,0,0,21,779,4,33,
ATL,Concourse E,1/10/2013,1500 - 1600,16,54,223,116,51,11,0,0,0,15,416,2,30,
ATL,Concourse E,1/10/2013,1600 - 1700,6,17,431,13,0,0,0,0,0,10,454,3,23,
ATL,Concourse E,1/10/2013,1700 - 1800,5,34,516,34,3,0,0,0,0,20,573,4,31,
ATL,Concourse E,1/10/2013,1800 - 1900,3,25,657,21,0,0,0,0,0,16,694,5,31,
ATL,Concourse E,1/10/2013,1900 - 2000,8,26,661,145,0,0,0,0,0,27,833,6,30,
ATL,Concourse E,1/10/2013,2000 - 2100,7,22,268,51,0,0,0,0,0,9,328,3,23,
ATL,Concourse F,1/10/2013,0500 - 0600,26,115,459,394,314,186,25,11,0,49,1438,7,36,
ATL,Concourse F,1/10/2013,0600 - 0700,29,46,67,38,128,8,0,0,0,7,248,1,32,
ATL,Concourse F,1/10/2013,0700 - 0800,5,14,180,0,0,0,0,0,0,5,185,1,31,
ATL,Concourse F,1/10/2013,0800 - 0900,9,27,172,62,0,0,0,0,0,7,241,1,20,
ATL,Concourse F,1/10/2013,0900 - 1000,17,41,151,96,58,0,0,0,0,9,314,1,22,
ATL,Concourse F,1/10/2013,1100 - 1200,4,13,201,0,0,0,0,0,0,7,208,2,18,
ATL,Concourse F,1/10/2013,1200 - 1300,12,35,520,275,8,0,0,0,0,27,830,5,30,
ATL,Concourse F,1/10/2013,1300 - 1400,19,49,298,153,120,16,0,0,0,22,609,3,31,
ATL,Concourse F,1/10/2013,1400 - 1500,10,28,170,65,0,0,0,0,0,8,243,1,22,
ATL,Concourse F,1/10/2013,1500 - 1600,8,31,366,35,1,0,0,0,0,13,415,4,18,
ATL,Concourse F,1/10/2013,1600 - 1700,2,6,52,0,0,0,0,0,0,1,53,1,9,
ATL,Concourse F,1/10/2013,1700 - 1800,11,29,524,220,0,0,0,0,0,23,767,4,24,
ATL,Concourse F,1/10/2013,1800 - 1900,22,46,193,181,164,8,0,0,0,18,564,3,22,
ATL,Concourse F,1/10/2013,2000 - 2100,13,29,140,97,0,0,0,0,0,8,245,1,15,
ATL,Concourse E,1/11/2013,1400 - 1500,12,49,428,187,31,2,0,0,0,21,669,4,29,
ATL,Concourse E,1/11/2013,1500 - 1600,29,72,141,186,144,84,37,0,0,20,612,4,32,
ATL,Concourse E,1/11/2013,1600 - 1700,11,23,200,61,0,0,0,0,0,7,268,2,17,
ATL,Concourse E,1/11/2013,1700 - 1800,17,56,327,216,104,24,0,0,0,21,692,5,26,
ATL,Concourse E,1/11/2013,1800 - 1900,29,75,200,288,227,144,41,0,0,25,925,7,26,
ATL,Concourse E,1/11/2013,1900 - 2000,4,18,352,1,0,0,0,0,0,11,364,3,29,
ATL,Concourse F,1/11/2013,0500 - 0600,21,83,809,329,82,129,180,0,0,53,1582,9,32,
ATL,Concourse F,1/11/2013,0600 - 0700,36,76,237,119,61,160,172,0,0,24,773,3,34,
ATL,Concourse F,1/11/2013,0800 - 0900,7,20,202,17,0,0,0,0,0,7,226,1,25,
ATL,Concourse F,1/11/2013,0900 - 1000,13,31,182,123,2,0,0,0,0,9,316,1,28,
ATL,Concourse F,1/11/2013,1000 - 1100,3,9,67,0,0,0,0,0,0,2,69,1,12,
ATL,Concourse F,1/11/2013,1200 - 1300,6,23,227,28,0,0,0,0,0,8,263,2,25,
ATL,Concourse F,1/11/2013,1300 - 1400,16,55,691,348,155,44,0,0,0,39,1277,7,30,
ATL,Concourse F,1/11/2013,1400 - 1500,34,84,147,231,235,192,71,0,0,38,914,5,23,
ATL,Concourse F,1/11/2013,1500 - 1600,36,63,22,94,176,87,5,0,0,11,395,3,20,
ATL,Concourse F,1/11/2013,1600 - 1700,17,24,15,51,0,0,0,0,0,3,69,1,18,
ATL,Concourse F,1/11/2013,1700 - 1800,31,98,233,174,258,47,80,14,0,29,835,5,15,
ATL,Concourse F,1/11/2013,1800 - 1900,29,68,98,195,23,85,23,0,0,15,439,3,17,
ATL,Concourse F,1/11/2013,1900 - 2000,26,65,124,93,126,43,5,0,0,11,402,2,19,
ATL,Concourse F,1/11/2013,2000 - 2100,30,50,53,137,137,38,0,0,0,11,376,2,22,
ATL,Concourse E,1/12/2013,1300 - 1400,10,23,134,55,0,0,0,0,0,6,195,1,32,
ATL,Concourse E,1/12/2013,1400 - 1500,5,16,646,6,0,0,0,0,0,22,674,3,39,
ATL,Concourse E,1/12/2013,1500 - 1600,5,30,426,56,0,0,0,0,0,17,499,3,32,
ATL,Concourse E,1/12/2013,1600 - 1700,13,42,387,195,88,0,0,0,0,21,691,4,34,
ATL,Concourse E,1/12/2013,1700 - 1800,8,28,870,235,0,0,0,0,0,21,1126,8,35,
ATL,Concourse E,1/12/2013,1800 - 1900,13,33,727,518,20,0,0,0,0,35,1300,9,33,
ATL,Concourse E,1/12/2013,1900 - 2000,4,23,823,57,0,0,0,0,0,27,907,7,33,
ATL,Concourse F,1/12/2013,0500 - 0600,29,85,533,505,167,164,285,0,0,53,1707,8,29,
ATL,Concourse F,1/12/2013,0600 - 0700,37,61,61,27,23,118,8,0,0,3,240,1,27,
ATL,Concourse F,1/12/2013,0800 - 0900,5,15,234,0,0,0,0,0,0,7,241,1,26,
ATL,Concourse F,1/12/2013,1000 - 1100,8,22,288,65,0,0,0,0,0,11,364,2,25,
ATL,Concourse F,1/12/2013,1100 - 1200,0,5,130,0,0,0,0,0,0,4,134,1,22,
ATL,Concourse F,1/12/2013,1200 - 1300,4,21,419,12,0,0,0,0,0,11,442,3,31,
ATL,Concourse F,1/12/2013,1300 - 1400,6,38,635,57,8,0,0,0,0,23,723,4,35,
ATL,Concourse F,1/12/2013,1400 - 1500,32,81,396,187,77,91,236,0,0,30,1017,4,26,
ATL,Concourse F,1/12/2013,1500 - 1600,26,61,119,213,74,78,4,0,0,13,501,4,28,
ATL,Concourse F,1/12/2013,1700 - 1800,10,34,430,167,15,0,0,0,0,18,630,3,27,
ATL,Concourse F,1/12/2013,1800 - 1900,17,40,182,253,22,0,0,0,0,12,469,3,25,
ATL,Concourse F,1/12/2013,1900 - 2000,16,44,387,261,72,0,0,0,0,22,742,5,25,
ATL,Concourse F,1/12/2013,2000 - 2100,19,32,144,261,7,0,0,0,0,17,429,4,25,
ATL,Concourse E,1/13/2013,1300 - 1400,8,38,556,100,27,0,0,0,0,21,704,3,51,
ATL,Concourse E,1/13/2013,1400 - 1500,14,57,590,248,104,22,0,0,0,29,993,6,41,
ATL,Concourse E,1/13/2013,1500 - 1600,9,26,177,67,0,0,0,0,0,9,253,2,35,
ATL,Concourse E,1/13/2013,1600 - 1700,4,12,285,0,0,0,0,0,0,7,292,2,24,
ATL,Concourse E,1/13/2013,1700 - 1800,5,19,455,6,0,0,0,0,0,12,473,3,42,
