Airport,Terminal,Date,Hour,Average,Max,p015,p1630,p3145,p4660,p6190,p91120,p121Plus,Excluded,Total,Flights,Booths,
ATL,Concourse F,4/14/2013,1800 - 1900,4,12,200,0,0,0,0,0,0,2,202,1,20,
ATL,Concourse F,4/14/2013,1900 - 2000,3,10,129,0,0,0,0,0,0,4,133,1,21,
ATL,Concourse F,4/14/2013,2000 - 2100,9,27,593,143,0,0,0,0,0,22,758,4,27,
ATL,Concourse F,4/14/2013,2100 - 2200,12,21,94,48,0,0,0,0,0,6,148,1,5,
ATL,Concourse E,4/15/2013,1200 - 1300,14,28,69,71,0,0,0,0,0,4,144,1,24,
ATL,Concourse E,4/15/2013,1300 - 1400,30,86,258,112,151,148,72,0,0,24,765,5,29,
ATL,Concourse E,4/15/2013,1400 - 1500,45,111,272,29,118,186,311,48,0,33,997,6,35,
ATL,Concourse E,4/15/2013,1500 - 1600,32,73,142,70,65,152,37,0,0,17,483,3,35,
ATL,Concourse E,4/15/2013,1600 - 1700,15,43,240,269,37,0,0,0,0,16,562,4,30,
ATL,Concourse E,4/15/2013,1700 - 1800,14,37,466,394,24,0,0,0,0,27,911,6,34,
ATL,Concourse E,4/15/2013,1800 - 1900,10,32,685,275,8,0,0,0,0,30,998,7,31,
ATL,Concourse E,4/15/2013,1900 - 2000,4,20,247,12,0,0,0,0,0,10,269,2,32,
ATL,Concourse E,4/15/2013,2000 - 2100,5,14,278,0,0,0,0,0,0,8,286,2,24,
ATL,Concourse F,4/15/2013,0500 - 0600,8,27,559,133,0,0,0,0,0,19,711,4,26,
ATL,Concourse F,4/15/2013,0600 - 0700,14,51,519,178,128,17,0,0,0,22,864,4,25,
ATL,Concourse F,4/15/2013,0700 - 0800,10,26,121,45,0,0,0,0,0,6,172,1,16,
ATL,Concourse F,4/15/2013,0800 - 0900,4,14,161,0,0,0,0,0,0,3,164,1,17,
ATL,Concourse F,4/15/2013,1000 - 1100,14,19,40,16,0,0,0,0,0,2,58,1,14,
ATL,Concourse F,4/15/2013,1100 - 1200,14,50,394,215,41,2,0,0,0,20,672,4,21,
ATL,Concourse F,4/15/2013,1200 - 1300,5,17,297,12,0,0,0,0,0,8,317,2,20,
ATL,Concourse F,4/15/2013,1300 - 1400,6,17,330,3,0,0,0,0,0,10,343,3,27,
ATL,Concourse F,4/15/2013,1400 - 1500,33,70,103,223,226,144,27,0,0,18,741,2,26,
ATL,Concourse F,4/15/2013,1500 - 1600,23,83,209,228,78,15,33,0,0,18,581,4,25,
ATL,Concourse F,4/15/2013,1600 - 1700,20,63,254,104,84,37,4,0,0,18,501,3,25,
ATL,Concourse F,4/15/2013,1700 - 1800,19,44,107,73,54,0,0,0,0,7,241,1,24,
ATL,Concourse F,4/15/2013,1900 - 2000,12,36,282,122,15,0,0,0,0,12,431,3,14,
ATL,Concourse F,4/15/2013,2000 - 2100,18,31,98,140,7,0,0,0,0,3,248,1,22,
ATL,Concourse E,4/16/2013,1300 - 1400,19,56,317,170,141,55,0,0,0,23,706,6,27,
ATL,Concourse E,4/16/2013,1400 - 1500,17,59,277,181,85,23,0,0,0,18,584,4,34,
ATL,Concourse E,4/16/2013,1500 - 1600,7,28,415,76,0,0,0,0,0,17,508,4,32,
ATL,Concourse E,4/16/2013,1600 - 1700,3,15,326,0,0,0,0,0,0,9,335,2,26,
ATL,Concourse E,4/16/2013,1700 - 1800,11,56,560,142,60,6,0,0,0,24,792,6,32,
ATL,Concourse E,4/16/2013,1800 - 1900,16,58,396,298,114,16,0,0,0,25,849,7,29,
ATL,Concourse E,4/16/2013,1900 - 2000,2,9,358,0,0,0,0,0,0,9,367,3,25,
ATL,Concourse E,4/16/2013,2000 - 2100,2,11,145,0,0,0,0,0,0,5,150,1,30,
ATL,Concourse F,4/16/2013,0500 - 0600,5,26,763,113,0,0,0,0,0,25,901,5,31,
ATL,Concourse F,4/16/2013,0600 - 0700,6,23,747,79,0,0,0,0,0,25,851,4,29,
ATL,Concourse F,4/16/2013,0700 - 0800,4,14,165,0,0,0,0,0,0,5,170,1,22,
ATL,Concourse F,4/16/2013,1000 - 1100,3,7,37,0,0,0,0,0,0,2,39,1,15,
ATL,Concourse F,4/16/2013,1100 - 1200,6,27,398,47,0,0,0,0,0,13,458,3,27,
ATL,Concourse F,4/16/2013,1200 - 1300,3,15,457,0,0,0,0,0,0,13,470,3,29,
ATL,Concourse F,4/16/2013,1300 - 1400,5,19,214,10,0,0,0,0,0,5,229,3,26,
ATL,Concourse F,4/16/2013,1400 - 1500,22,57,192,226,118,29,0,0,0,19,584,3,21,
ATL,Concourse F,4/16/2013,1500 - 1600,37,90,125,235,281,131,127,0,0,26,925,4,24,
ATL,Concourse F,4/16/2013,1600 - 1700,36,79,39,85,41,16,52,0,0,7,240,2,21,
ATL,Concourse F,4/16/2013,1700 - 1800,25,59,116,73,77,52,0,0,0,11,329,2,21,
ATL,Concourse F,4/16/2013,1800 - 1900,5,15,143,0,0,0,0,0,0,5,148,1,18,
ATL,Concourse F,4/16/2013,1900 - 2000,8,29,364,53,0,0,0,0,0,9,426,3,18,
ATL,Concourse F,4/16/2013,2000 - 2100,13,31,246,148,6,0,0,0,0,10,410,2,19,
ATL,Concourse E,4/17/2013,1300 - 1400,12,36,266,165,15,0,0,0,0,14,460,4,33,
ATL,Concourse E,4/17/2013,1400 - 1500,8,28,1011,215,0,0,0,0,0,35,1261,7,38,
ATL,Concourse E,4/17/2013,1500 - 1600,4,15,249,0,0,0,0,0,0,6,255,2,28,
ATL,Concourse E,4/17/2013,1600 - 1700,5,17,475,12,0,0,0,0,0,14,501,3,34,
ATL,Concourse E,4/17/2013,1700 - 1800,3,12,386,0,0,0,0,0,0,11,397,3,28,
ATL,Concourse E,4/17/2013,1800 - 1900,10,46,824,240,28,2,0,0,0,35,1129,9,39,
ATL,Concourse E,4/17/2013,1900 - 2000,5,19,300,18,0,0,0,0,0,10,328,3,31,
ATL,Concourse E,4/17/2013,2000 - 2100,3,9,115,0,0,0,0,0,0,4,119,1,18,
ATL,Concourse F,4/17/2013,0500 - 0600,6,36,488,67,8,0,0,0,0,18,581,4,26,
ATL,Concourse F,4/17/2013,0600 - 0700,12,42,704,260,85,0,0,0,0,33,1082,5,24,
ATL,Concourse F,4/17/2013,0700 - 0800,6,15,163,0,0,0,0,0,0,5,168,1,21,
ATL,Concourse F,4/17/2013,1000 - 1100,5,13,69,0,0,0,0,0,0,1,70,1,16,
ATL,Concourse F,4/17/2013,1100 - 1200,6,19,383,27,0,0,0,0,0,9,419,3,24,
ATL,Concourse F,4/17/2013,1200 - 1300,5,18,469,24,0,0,0,0,0,16,509,3,30,
ATL,Concourse F,4/17/2013,1300 - 1400,6,20,376,29,0,0,0,0,0,11,416,3,30,
ATL,Concourse F,4/17/2013,1400 - 1500,14,41,370,197,60,0,0,0,0,19,646,5,21,
ATL,Concourse F,4/17/2013,1500 - 1600,21,63,333,324,125,63,7,0,0,27,879,6,26,
ATL,Concourse F,4/17/2013,1600 - 1700,11,39,163,66,7,0,0,0,0,8,244,2,22,
ATL,Concourse F,4/17/2013,1700 - 1800,9,28,317,99,0,0,0,0,0,12,428,3,20,
ATL,Concourse F,4/17/2013,1800 - 1900,2,5,79,0,0,0,0,0,0,3,82,1,17,
ATL,Concourse F,4/17/2013,1900 - 2000,8,29,319,60,0,0,0,0,0,9,388,3,22,
ATL,Concourse F,4/17/2013,2000 - 2100,8,20,189,19,0,0,0,0,0,7,215,1,19,
ATL,Concourse E,4/18/2013,1300 - 1400,11,39,338,109,37,0,0,0,0,13,497,4,35,
ATL,Concourse E,4/18/2013,1400 - 1500,23,73,439,265,121,116,67,0,0,33,1041,6,31,
ATL,Concourse E,4/18/2013,1500 - 1600,20,60,250,142,162,27,0,0,0,20,601,4,35,
ATL,Concourse E,4/18/2013,1600 - 1700,14,39,272,110,71,0,0,0,0,13,466,4,22,
ATL,Concourse E,4/18/2013,1700 - 1800,16,48,342,248,104,4,0,0,0,25,723,6,33,
ATL,Concourse E,4/18/2013,1800 - 1900,16,63,230,260,45,3,2,0,0,16,556,5,32,
ATL,Concourse E,4/18/2013,1900 - 2000,5,19,334,37,0,0,0,0,0,12,383,4,26,
ATL,Concourse E,4/18/2013,2000 - 2100,6,20,317,18,0,0,0,0,0,10,345,3,30,
ATL,Concourse F,4/18/2013,0500 - 0600,6,29,733,103,0,0,0,0,0,18,854,5,24,
ATL,Concourse F,4/18/2013,0600 - 0700,7,26,627,85,0,0,0,0,0,17,729,3,26,
ATL,Concourse F,4/18/2013,0800 - 0900,5,13,168,0,0,0,0,0,0,6,174,1,18,
ATL,Concourse F,4/18/2013,0900 - 1000,5,16,169,1,0,0,0,0,0,6,176,1,17,
ATL,Concourse F,4/18/2013,1000 - 1100,1,5,43,0,0,0,0,0,0,2,45,1,12,
ATL,Concourse F,4/18/2013,1100 - 1200,7,25,485,87,0,0,0,0,0,19,591,4,24,
ATL,Concourse F,4/18/2013,1200 - 1300,5,24,359,22,0,0,0,0,0,10,391,2,24,
ATL,Concourse F,4/18/2013,1300 - 1400,7,26,391,59,0,0,0,0,0,13,463,4,28,
ATL,Concourse F,4/18/2013,1400 - 1500,14,39,240,133,39,0,0,0,0,12,424,2,19,
ATL,Concourse F,4/18/2013,1500 - 1600,33,119,333,270,143,172,89,61,0,30,1098,6,22,
ATL,Concourse F,4/18/2013,1600 - 1700,36,91,40,121,121,46,48,1,0,13,390,3,21,
ATL,Concourse F,4/18/2013,1700 - 1800,41,68,10,41,73,41,30,0,0,7,202,1,19,
ATL,Concourse F,4/18/2013,1800 - 1900,2,9,218,0,0,0,0,0,0,4,222,2,18,
ATL,Concourse F,4/18/2013,1900 - 2000,0,3,82,0,0,0,0,0,0,3,85,1,19,
ATL,Concourse F,4/18/2013,2000 - 2100,21,44,176,256,147,0,0,0,0,26,605,3,28,
ATL,Concourse E,4/19/2013,1300 - 1400,8,29,569,133,0,0,0,0,0,20,722,5,33,
ATL,Concourse E,4/19/2013,1400 - 1500,16,68,427,171,101,39,12,0,0,23,773,4,38,
ATL,Concourse E,4/19/2013,1500 - 1600,11,32,306,141,3,0,0,0,0,19,469,3,29,
ATL,Concourse E,4/19/2013,1600 - 1700,10,34,473,125,28,0,0,0,0,18,644,4,29,
ATL,Concourse E,4/19/2013,1700 - 1800,6,22,654,64,0,0,0,0,0,17,735,5,36,
ATL,Concourse E,4/19/2013,1800 - 1900,7,31,943,82,2,0,0,0,0,28,1055,9,33,
ATL,Concourse E,4/19/2013,1900 - 2000,1,9,276,0,0,0,0,0,0,7,283,2,31,
ATL,Concourse E,4/19/2013,2000 - 2100,3,16,661,8,0,0,0,0,0,17,686,5,37,
ATL,Concourse F,4/19/2013,0500 - 0600,2,15,591,0,0,0,0,0,0,16,607,4,28,
ATL,Concourse F,4/19/2013,0600 - 0700,4,19,544,10,0,0,0,0,0,16,570,3,28,
ATL,Concourse F,4/19/2013,0700 - 0800,2,13,710,0,0,0,0,0,0,19,729,3,27,
ATL,Concourse F,4/19/2013,1000 - 1100,3,7,65,0,0,0,0,0,0,2,67,1,12,
ATL,Concourse F,4/19/2013,1100 - 1200,10,25,295,112,0,0,0,0,0,11,418,2,19,
ATL,Concourse F,4/19/2013,1200 - 1300,5,20,556,37,0,0,0,0,0,15,608,3,28,
ATL,Concourse F,4/19/2013,1300 - 1400,8,25,432,55,0,0,0,0,0,15,502,4,31,
ATL,Concourse F,4/19/2013,1500 - 1600,12,47,794,268,79,4,0,0,0,31,1176,5,27,
ATL,Concourse F,4/19/2013,1600 - 1700,17,36,129,170,20,0,0,0,0,8,327,2,23,
ATL,Concourse F,4/19/2013,1700 - 1800,9,30,528,115,0,0,0,0,0,26,669,4,23,
ATL,Concourse F,4/19/2013,1800 - 1900,2,8,112,0,0,0,0,0,0,3,115,1,18,
ATL,Concourse F,4/19/2013,1900 - 2000,2,8,255,0,0,0,0,0,0,2,257,2,19,
ATL,Concourse F,4/19/2013,2000 - 2100,6,22,159,19,0,0,0,0,0,6,184,1,18,
ATL,Concourse F,4/19/2013,2100 - 2200,29,59,85,59,67,64,0,0,0,12,287,1,5,
ATL,Concourse E,4/20/2013,1300 - 1400,6,22,473,62,0,0,0,0,0,18,553,4,39,
ATL,Concourse E,4/20/2013,1400 - 1500,12,59,1072,296,134,39,0,0,0,48,1589,7,44,
ATL,Concourse E,4/20/2013,1500 - 1600,28,66,357,234,300,246,50,0,0,35,1222,6,42,
ATL,Concourse E,4/20/2013,1600 - 1700,16,34,273,446,18,0,0,0,0,22,759,5,28,
ATL,Concourse E,4/20/2013,1700 - 1800,4,26,787,27,0,0,0,0,0,19,833,5,38,
ATL,Concourse E,4/20/2013,1800 - 1900,8,50,974,235,14,2,0,0,0,34,1259,9,40,
ATL,Concourse E,4/20/2013,1900 - 2000,6,23,753,122,0,0,0,0,0,35,910,6,39,
ATL,Concourse E,4/20/2013,2000 - 2100,6,21,533,28,0,0,0,0,0,17,578,4,32,
ATL,Concourse F,4/20/2013,0500 - 0600,11,34,527,235,13,0,0,0,0,22,797,5,28,
ATL,Concourse F,4/20/2013,0600 - 0700,5,19,689,30,0,0,0,0,0,20,739,3,28,
ATL,Concourse F,4/20/2013,0700 - 0800,4,23,480,12,0,0,0,0,0,16,508,2,27,
ATL,Concourse F,4/20/2013,1100 - 1200,7,27,657,76,0,0,0,0,0,21,754,4,26,
ATL,Concourse F,4/20/2013,1200 - 1300,6,27,296,54,0,0,0,0,0,8,358,3,33,
ATL,Concourse F,4/20/2013,1300 - 1400,8,21,302,41,0,0,0,0,0,11,354,2,36,
ATL,Concourse F,4/20/2013,1400 - 1500,14,46,364,116,73,2,0,0,0,16,571,2,22,
ATL,Concourse F,4/20/2013,1500 - 1600,20,64,267,184,70,41,4,0,0,19,585,3,25,
ATL,Concourse F,4/20/2013,1600 - 1700,28,67,111,110,33,83,21,0,0,15,373,2,24,
ATL,Concourse F,4/20/2013,1700 - 1800,8,24,458,83,0,0,0,0,0,19,560,3,24,
ATL,Concourse F,4/20/2013,1800 - 1900,11,28,198,98,0,0,0,0,0,4,300,2,20,
ATL,Concourse F,4/20/2013,1900 - 2000,7,25,321,62,0,0,0,0,0,10,393,3,22,
ATL,Concourse F,4/20/2013,2000 - 2100,13,29,325,194,0,0,0,0,0,15,534,3,26,
ATL,Concourse F,4/20/2013,2200 - 2300,27,60,70,39,42,40,0,0,0,8,199,1,6,
ATL,Concourse E,4/21/2013,1300 - 1400,7,33,858,128,9,0,0,0,0,35,1030,6,40,
ATL,Concourse E,4/21/2013,1400 - 1500,6,28,667,106,0,0,0,0,0,22,795,4,38,
ATL,Concourse E,4/21/2013,1500 - 1600,7,27,711,101,0,0,0,0,0,29,841,4,40,
ATL,Concourse E,4/21/2013,1600 - 1700,5,24,590,29,0,0,0,0,0,18,637,4,36,
ATL,Concourse E,4/21/2013,1700 - 1800,4,21,602,6,0,0,0,0,0,20,628,4,47,
ATL,Concourse E,4/21/2013,1800 - 1900,4,19,1396,21,0,0,0,0,0,40,1457,10,42,
ATL,Concourse E,4/21/2013,1900 - 2000,0,3,68,0,0,0,0,0,0,3,71,1,29,
ATL,Concourse E,4/21/2013,2000 - 2100,6,32,461,43,1,0,0,0,0,15,520,4,28,
ATL,Concourse F,4/21/2013,0500 - 0600,7,36,633,180,17,0,0,0,0,22,852,5,29,
ATL,Concourse F,4/21/2013,0600 - 0700,15,52,581,231,158,18,0,0,0,29,1017,4,30,
ATL,Concourse F,4/21/2013,0700 - 0800,5,16,209,8,0,0,0,0,0,5,222,1,30,
ATL,Concourse F,4/21/2013,1000 - 1100,7,20,299,37,0,0,0,0,0,12,348,2,30,
ATL,Concourse F,4/21/2013,1100 - 1200,4,12,255,0,0,0,0,0,0,12,267,2,31,
ATL,Concourse F,4/21/2013,1200 - 1300,2,10,199,0,0,0,0,0,0,6,205,1,29,
ATL,Concourse F,4/21/2013,1300 - 1400,14,46,487,212,94,1,0,0,0,24,818,6,35,
ATL,Concourse F,4/21/2013,1400 - 1500,16,60,326,67,65,54,0,0,0,15,527,2,24,
ATL,Concourse F,4/21/2013,1500 - 1600,37,92,274,159,62,131,236,3,0,33,898,5,26,
ATL,Concourse F,4/21/2013,1600 - 1700,25,52,70,227,87,23,0,0,0,13,420,2,27,
ATL,Concourse F,4/21/2013,1700 - 1800,20,48,262,283,130,8,0,0,0,19,702,4,33,
ATL,Concourse F,4/21/2013,1800 - 1900,1,4,108,0,0,0,0,0,0,4,112,1,25,
ATL,Concourse F,4/21/2013,1900 - 2000,3,16,132,2,0,0,0,0,0,4,138,1,28,
ATL,Concourse F,4/21/2013,2000 - 2100,11,54,580,64,55,30,0,0,0,25,754,4,35,
ATL,Concourse F,4/21/2013,2100 - 2200,17,52,116,41,26,8,0,0,0,11,202,1,27,
ATL,Concourse E,4/22/2013,1300 - 1400,12,50,379,127,51,8,0,0,0,19,584,4,28,
ATL,Concourse E,4/22/2013,1400 - 1500,19,51,425,258,260,23,0,0,0,26,992,5,37,
ATL,Concourse E,4/22/2013,1500 - 1600,21,56,288,222,184,43,0,0,0,23,760,4,37,
ATL,Concourse E,4/22/2013,1600 - 1700,7,26,294,47,0,0,0,0,0,11,352,2,21,
ATL,Concourse E,4/22/2013,1700 - 1800,7,41,682,58,10,0,0,0,0,24,774,5,27,
ATL,Concourse E,4/22/2013,1800 - 1900,7,33,935,142,1,0,0,0,0,31,1109,8,30,
ATL,Concourse E,4/22/2013,1900 - 2000,3,12,430,0,0,0,0,0,0,10,440,4,25,
ATL,Concourse E,4/22/2013,2000 - 2100,3,13,266,0,0,0,0,0,0,10,276,2,25,
ATL,Concourse F,4/22/2013,0500 - 0600,11,51,714,205,82,16,0,0,0,35,1052,6,26,
ATL,Concourse F,4/22/2013,0600 - 0700,15,43,396,193,96,0,0,0,0,18,703,3,27,
ATL,Concourse F,4/22/2013,0700 - 0800,4,15,163,0,0,0,0,0,0,5,168,1,20,
ATL,Concourse F,4/22/2013,1000 - 1100,5,13,73,0,0,0,0,0,0,2,75,1,17,
ATL,Concourse F,4/22/2013,1100 - 1200,15,35,297,216,40,0,0,0,0,18,571,3,24,
ATL,Concourse F,4/22/2013,1200 - 1300,3,12,155,0,0,0,0,0,0,3,158,1,17,
ATL,Concourse F,4/22/2013,1300 - 1400,11,36,523,186,14,0,0,0,0,35,758,6,31,
ATL,Concourse F,4/22/2013,1400 - 1500,25,73,249,150,145,53,41,0,0,21,659,2,21,
ATL,Concourse F,4/22/2013,1500 - 1600,39,86,51,148,94,6,114,0,0,13,426,3,26,
ATL,Concourse F,4/22/2013,1600 - 1700,20,49,95,100,39,7,0,0,0,8,249,2,12,
ATL,Concourse F,4/22/2013,1700 - 1800,14,32,116,111,3,0,0,0,0,8,238,2,18,
ATL,Concourse F,4/22/2013,1800 - 1900,11,32,160,75,3,0,0,0,0,8,246,1,15,
ATL,Concourse F,4/22/2013,1900 - 2000,4,22,390,10,0,0,0,0,0,14,414,3,16,
ATL,Concourse F,4/22/2013,2000 - 2100,19,63,273,248,93,22,3,0,0,22,661,3,35,
ATL,Concourse F,4/22/2013,2100 - 2200,17,47,164,109,39,5,0,0,0,15,332,2,14,
ATL,Concourse E,4/23/2013,1300 - 1400,5,21,586,36,0,0,0,0,0,19,641,5,27,
ATL,Concourse E,4/23/2013,1400 - 1500,5,18,424,23,0,0,0,0,0,13,460,3,23,
ATL,Concourse E,4/23/2013,1500 - 1600,5,20,322,19,0,0,0,0,0,11,352,2,21,
ATL,Concourse E,4/23/2013,1600 - 1700,8,34,545,140,13,0,0,0,0,20,718,5,28,
ATL,Concourse E,4/23/2013,1700 - 1800,8,40,483,126,7,0,0,0,0,21,637,5,28,
ATL,Concourse E,4/23/2013,1800 - 1900,13,42,521,226,57,0,0,0,0,24,828,7,26,
ATL,Concourse E,4/23/2013,1900 - 2000,2,8,185,0,0,0,0,0,0,6,191,2,20,
ATL,Concourse F,4/23/2013,0500 - 0600,6,38,570,76,3,0,0,0,0,19,668,4,28,
ATL,Concourse F,4/23/2013,0600 - 0700,12,34,528,220,14,0,0,0,0,25,787,4,26,
ATL,Concourse F,4/23/2013,0700 - 0800,8,23,289,77,0,0,0,0,0,12,378,2,24,
ATL,Concourse F,4/23/2013,1000 - 1100,11,28,234,83,0,0,0,0,0,11,328,2,23,
ATL,Concourse F,4/23/2013,1100 - 1200,7,26,325,47,0,0,0,0,0,12,384,3,22,
ATL,Concourse F,4/23/2013,1300 - 1400,12,43,485,147,50,0,0,0,0,22,704,5,30,
ATL,Concourse F,4/23/2013,1400 - 1500,14,48,428,113,94,7,0,0,0,19,661,3,21,
ATL,Concourse F,4/23/2013,1500 - 1600,15,40,231,129,39,0,0,0,0,13,412,3,15,
ATL,Concourse F,4/23/2013,1600 - 1700,46,136,79,236,150,119,87,60,36,25,792,4,24,
ATL,Concourse F,4/23/2013,1700 - 1800,44,96,27,128,178,26,115,18,0,16,508,3,19,
ATL,Concourse F,4/23/2013,1800 - 1900,14,23,59,43,0,0,0,0,0,4,106,1,12,
ATL,Concourse F,4/23/2013,1900 - 2000,11,18,100,22,0,0,0,0,0,3,125,1,16,
ATL,Concourse F,4/23/2013,2000 - 2100,17,41,392,314,141,0,0,0,0,22,869,5,30,
ATL,Concourse F,4/23/2013,2300 - 0000,16,37,104,92,21,0,0,0,0,11,228,1,8,
ATL,Concourse E,4/24/2013,1300 - 1400,5,17,331,10,0,0,0,0,0,10,351,2,32,
ATL,Concourse E,4/24/2013,1400 - 1500,7,34,775,165,4,0,0,0,0,32,976,6,36,
ATL,Concourse E,4/24/2013,1500 - 1600,11,30,611,291,0,0,0,0,0,24,926,4,45,
ATL,Concourse E,4/24/2013,1600 - 1700,7,24,271,59,0,0,0,0,0,9,339,2,29,
ATL,Concourse E,4/24/2013,1700 - 1800,4,25,590,9,0,0,0,0,0,13,612,5,29,
ATL,Concourse E,4/24/2013,1800 - 1900,5,40,733,44,18,0,0,0,0,24,819,7,29,
ATL,Concourse E,4/24/2013,1900 - 2000,6,30,236,50,0,0,0,0,0,10,296,3,25,
ATL,Concourse E,4/24/2013,2000 - 2100,8,23,208,66,0,0,0,0,0,8,282,2,28,
ATL,Concourse F,4/24/2013,0500 - 0600,6,27,608,92,0,0,0,0,0,17,717,5,28,
ATL,Concourse F,4/24/2013,0600 - 0700,8,33,695,129,18,0,0,0,0,32,874,4,27,
ATL,Concourse F,4/24/2013,0700 - 0800,4,14,179,0,0,0,0,0,0,5,184,1,23,
ATL,Concourse F,4/24/2013,1000 - 1100,4,15,44,0,0,0,0,0,0,2,46,1,17,
ATL,Concourse F,4/24/2013,1100 - 1200,5,18,370,18,0,0,0,0,0,12,400,2,29,
ATL,Concourse F,4/24/2013,1200 - 1300,6,23,578,60,0,0,0,0,0,24,662,4,33,
ATL,Concourse F,4/24/2013,1300 - 1400,7,23,455,40,0,0,0,0,0,16,511,6,25,
ATL,Concourse F,4/24/2013,1400 - 1500,13,30,347,206,0,0,0,0,0,15,568,2,20,
ATL,Concourse F,4/24/2013,1500 - 1600,8,22,366,58,0,0,0,0,0,11,435,3,20,
ATL,Concourse F,4/24/2013,1600 - 1700,14,39,271,124,36,0,0,0,0,14,445,3,16,
ATL,Concourse F,4/24/2013,1700 - 1800,8,37,245,58,7,0,0,0,0,10,320,2,17,
ATL,Concourse F,4/24/2013,1800 - 1900,10,33,164,61,7,0,0,0,0,7,239,2,15,
ATL,Concourse F,4/24/2013,1900 - 2000,8,32,540,51,3,0,0,0,0,18,612,5,21,
ATL,Concourse F,4/24/2013,2100 - 2200,19,40,111,83,55,0,0,0,0,13,262,1,9,
ATL,Concourse E,4/25/2013,1300 - 1400,7,25,408,59,0,0,0,0,0,12,479,3,33,
ATL,Concourse E,4/25/2013,1400 - 1500,21,57,501,265,263,111,0,0,0,34,1174,5,38,
ATL,Concourse E,4/25/2013,1500 - 1600,13,38,178,102,19,0,0,0,0,13,312,2,29,
ATL,Concourse E,4/25/2013,1600 - 1700,13,35,402,295,14,0,0,0,0,24,735,5,24,
ATL,Concourse E,4/25/2013,1700 - 1800,11,31,527,284,6,0,0,0,0,22,839,6,35,
ATL,Concourse E,4/25/2013,1800 - 1900,12,55,620,281,24,4,0,0,0,25,954,8,29,
ATL,Concourse E,4/25/2013,1900 - 2000,4,23,260,4,0,0,0,0,0,9,273,2,27,
ATL,Concourse E,4/25/2013,2000 - 2100,3,14,538,0,0,0,0,0,0,15,553,4,31,
ATL,Concourse F,4/25/2013,0500 - 0600,5,26,534,29,0,0,0,0,0,18,581,4,24,
ATL,Concourse F,4/25/2013,0600 - 0700,6,29,742,84,0,0,0,0,0,25,851,4,24,
ATL,Concourse F,4/25/2013,0700 - 0800,6,19,340,24,0,0,0,0,0,11,375,2,23,
ATL,Concourse F,4/25/2013,1000 - 1100,4,11,67,0,0,0,0,0,0,0,67,1,13,
ATL,Concourse F,4/25/2013,1100 - 1200,20,47,184,220,108,6,0,0,0,21,539,3,22,
ATL,Concourse F,4/25/2013,1200 - 1300,6,27,430,39,0,0,0,0,0,13,482,2,27,
ATL,Concourse F,4/25/2013,1300 - 1400,13,39,440,235,29,0,0,0,0,20,724,6,29,
ATL,Concourse F,4/25/2013,1400 - 1500,15,43,682,334,152,0,0,0,0,36,1204,5,27,
ATL,Concourse F,4/25/2013,1500 - 1600,20,68,140,51,45,31,8,0,0,7,282,2,20,
ATL,Concourse F,4/25/2013,1600 - 1700,20,57,118,156,42,16,0,0,0,11,343,4,15,
ATL,Concourse F,4/25/2013,1700 - 1800,31,51,45,119,205,37,0,0,0,13,419,2,20,
ATL,Concourse F,4/25/2013,1800 - 1900,6,14,145,0,0,0,0,0,0,3,148,1,18,
ATL,Concourse F,4/25/2013,1900 - 2000,7,28,328,63,0,0,0,0,0,12,403,3,21,
ATL,Concourse F,4/25/2013,2000 - 2100,28,52,128,127,190,65,0,0,0,16,526,2,17,
ATL,Concourse E,4/26/2013,1300 - 1400,6,23,274,23,0,0,0,0,0,9,306,2,33,
ATL,Concourse E,4/26/2013,1400 - 1500,8,49,896,116,59,9,0,0,0,30,1110,5,39,
ATL,Concourse E,4/26/2013,1500 - 1600,14,50,483,308,56,4,0,0,0,30,881,5,34,
ATL,Concourse E,4/26/2013,1600 - 1700,17,53,347,226,124,15,0,0,0,22,734,5,30,
ATL,Concourse E,4/26/2013,1700 - 1800,16,44,333,357,105,0,0,0,0,26,821,5,33,
ATL,Concourse E,4/26/2013,1800 - 1900,9,34,855,201,5,0,0,0,0,31,1092,9,33,
ATL,Concourse E,4/26/2013,1900 - 2000,2,20,290,3,0,0,0,0,0,10,303,2,27,
ATL,Concourse E,4/26/2013,2000 - 2100,7,22,362,26,0,0,0,0,0,10,398,3,20,
ATL,Concourse F,4/26/2013,0500 - 0600,5,29,698,47,0,0,0,0,0,22,767,5,28,
ATL,Concourse F,4/26/2013,0600 - 0700,5,25,907,54,0,0,0,0,0,20,981,4,27,
ATL,Concourse F,4/26/2013,0700 - 0800,6,18,207,17,0,0,0,0,0,7,231,1,25,
ATL,Concourse F,4/26/2013,1000 - 1100,1,4,68,0,0,0,0,0,0,2,70,1,13,
ATL,Concourse F,4/26/2013,1100 - 1200,10,37,477,124,17,0,0,0,0,17,635,3,26,
ATL,Concourse F,4/26/2013,1200 - 1300,5,16,378,10,0,0,0,0,0,7,395,2,27,
ATL,Concourse F,4/26/2013,1300 - 1400,7,25,506,62,0,0,0,0,0,24,592,4,32,
ATL,Concourse F,4/26/2013,1400 - 1500,17,59,610,244,133,91,0,0,0,34,1112,4,27,
ATL,Concourse F,4/26/2013,1500 - 1600,6,11,103,0,0,0,0,0,0,1,104,1,11,
ATL,Concourse F,4/26/2013,1600 - 1700,21,64,335,335,170,55,4,0,0,29,928,6,19,
