Airport,Hour,AVG
JFK,6,31.87192118
JFK,7,28.85566038
JFK,8,25.87012987
JFK,9,21.98987342
LAS,10,18.88235294
LAS,11,18.5027027
LAS,12,20.44915254
LAS,13,17.84834123
LAS,14,20.71921182
LAS,15,17.11111111
LAS,16,12.53211009
LAS,17,8.641791045
LAS,18,11.09009009
LAS,19,20.02083333
LAS,20,20.02941176
LAS,21,13.58536585
LAS,22,13.91489362
LAS,23,16.64516129
LAS,8,10
LAS,9,17
LAX,0,24.13450292
LAX,1,13.8
LAX,10,22.26906475
LAX,11,25.07795371
LAX,12,23.12380952
LAX,13,21.09121061
LAX,14,19.01766784
LAX,15,18.66493056
LAX,16,15.59070465
LAX,17,13.62388592
LAX,18,15.42456897
LAX,19,19.84665227
LAX,20,23.02985075
LAX,21,19.63797468
LAX,22,18.57100592
LAX,23,17.6143617
LAX,3,21
LAX,5,35.5
LAX,6,22.65594059
LAX,7,20.83571429
LAX,8,17.8694517
LAX,9,21.41246291
MCO,0,15.25
MCO,1,28
MCO,10,26.5212766
MCO,11,23.36231884
MCO,12,23.02203857
MCO,13,19.43269231
MCO,14,20.66666667
MCO,15,29.57744361
MCO,16,25.31544715
MCO,17,25.34948097
MCO,18,23.36948529
MCO,19,19.63896848
MCO,2,22
MCO,20,13.64772727
MCO,21,17.41116751
MCO,22,16.09920635
MCO,23,16.01724138
MCO,3,16.66666667
MCO,6,45.75757576
MCO,7,32.78021978
MCO,8,29.36507937
MCO,9,24.78354978
MDW,0,15
MDW,1,24.5
MDW,10,3.652014652
MDW,11,8.886075949
MDW,12,21.32467532
MDW,13,19.02459016
MDW,14,8.705357143
MDW,15,16.43269231
MDW,16,18.26818182
MDW,17,6.688271605
MDW,18,4.96
MDW,19,3.623931624
MDW,20,8.646586345
MDW,21,20.51526718
MDW,22,17.43137255
MDW,23,9.8125
MDW,7,2.262886598
MDW,8,3.28125
MDW,9,5.875
MIA,0,22.43971631
MIA,1,19.71060172
MIA,10,28.36491935
MIA,11,27.51451187
MIA,12,26.82887078
MIA,13,28.58711217
MIA,14,30.01380176
MIA,15,28.45241038
MIA,16,27.07701019
MIA,17,23.72384428
MIA,18,19.12467192
MIA,19,20.53333333
MIA,2,20.50176678
MIA,20,20.4408284
MIA,21,17.43150685
MIA,22,15.3685567
MIA,23,16.26373626
MIA,3,26.81269841
MIA,4,27.01473297
MIA,5,27.95491803
MIA,6,30.21140473
MIA,7,31.8384755
MIA,8,22.61407249
MIA,9,23.58564815
MSP,0,13.23076923
MSP,1,10
MSP,10,21.23170732
MSP,11,22.63265306
MSP,12,25.44512195
MSP,13,21.92468619
MSP,14,15.06779661
MSP,15,17.34498834
MSP,16,17.46320346
MSP,17,9.726993865
MSP,18,14.91466083
MSP,19,15.35185185
MSP,2,8
MSP,20,17.02061856
MSP,21,17.11428571
MSP,22,15.79069767
MSP,23,10.25925926
MSP,3,18.5
MSP,6,8.5
MSP,7,12.27272727
MSP,8,14.11180124
MSP,9,12.58778626
OAK,0,25.90810811
OAK,1,26.20512821
OAK,10,38.69230769
OAK,11,31.2
OAK,12,31
OAK,13,37.33333333
OAK,14,20.46666667
OAK,15,19.66666667
OAK,16,7
OAK,18,12
OAK,19,3.5
OAK,2,30.66666667
OAK,20,21
OAK,22,26.13043478
OAK,23,25.08503401
OAK,3,24
ONT,0,23.66666667
ONT,1,19
ONT,23,20.5915493
ORD,0,13.73720137
ORD,1,13.50819672
ORD,10,21.48245614
ORD,11,18.15659341
ORD,12,14.37741047
ORD,13,16.7032967
ORD,14,21.76373626
ORD,15,24.79452055
ORD,16,28.56164384
ORD,17,22.67945205
ORD,18,16.29476584
ORD,19,13.37356322
ORD,2,13.32608696
ORD,20,13.917603
ORD,21,9.937106918
ORD,22,11.82208589
ORD,23,12.37142857
ORD,3,16.75
ORD,4,13.76470588
ORD,5,17.9752322
ORD,6,22.45868946
ORD,7,24.42906574
ORD,8,21.03812317
ORD,9,19.10764873
PBI,0,2.8
PBI,1,1
PBI,10,3.020080321
PBI,11,15.70815451
PBI,12,9.246268657
PBI,13,4.345323741
PBI,14,3.336
PBI,15,6.015873016
PBI,16,4.071161049
PBI,17,3.704761905
PBI,18,3.1
PBI,19,2.5
PBI,20,1.714285714
PBI,21,2.5
PBI,23,4
PBI,8,2.2
PBI,9,2.879396985
PDX,10,15.76470588
PDX,11,17.9588015
PDX,12,15.55263158
PDX,13,17.5
PDX,15,6.666666667
PDX,16,15
PDX,17,1
PDX,18,20
PDX,22,16
PDX,6,26.33333333
PDX,7,15.20731707
PDX,8,20.6972973
PDX,9,19.51724138
PHL,0,11
PHL,1,7
PHL,10,3.545454545
PHL,11,10.75
PHL,12,9.475675676
PHL,13,17.45378151
PHL,14,15.68103448
PHL,15,19.75414365
PHL,16,18.61876833
PHL,17,9.71627907
PHL,18,8.400560224
PHL,19,6.518394649
PHL,2,18
PHL,20,13.39361702
PHL,21,13.50393701
PHL,22,11.52777778
PHL,23,15.1
PHL,3,2
PHL,4,34.48571429
PHL,5,23.52786885
PHL,6,21.44444444
PHL,7,7.979381443
PHL,8,6.368181818
PHL,9,7.692307692
PHX,10,11.48
PHX,11,9.025974026
PHX,12,4.231023102
PHX,13,3.492625369
PHX,14,4.149825784
PHX,15,7.612121212
PHX,16,4.952681388
PHX,17,11.27051672
PHX,18,10.71428571
PHX,19,14.93617021
PHX,20,11.59649123
PHX,21,10.73684211
PHX,22,18
PHX,23,26
PHX,7,8.323275862
PHX,8,11.08433735
PHX,9,12.56849315
RDU,13,17.25
RDU,14,15.88461538
RDU,15,14.93406593
RDU,16,17.10869565
RDU,17,17
RDU,19,21.6
RDU,2,16
RDU,20,17.6
SAN,10,17.734375
SAN,11,18.25874126
SAN,12,17.46428571
SAN,13,15.8
SAN,14,13.03370787
SAN,15,5.084677419
SAN,16,7.013605442
SAN,17,7.632352941
SAN,18,18.01554404
SAN,19,17.24087591
SAN,20,22.93548387
SAN,21,25.66666667
SAN,22,16.75
SAN,23,22
SAN,6,9
SAN,7,11
SAN,8,18.38888889
SAN,9,16.2265625
SAT,10,22.76744186
SAT,11,11.13761468
SAT,12,10.73279352
SAT,13,15.77124183
SAT,14,14.76190476
SAT,15,11.55555556
SAT,16,10.22068966
SAT,17,10.77272727
SAT,18,11.15
SAT,19,17.58783784
SAT,20,16.32989691
SAT,21,11.63551402
SAT,22,16.03571429
SAT,23,10.75
SAT,8,22.18055556
SAT,9,22.97590361
SEA,10,12.08333333
SEA,11,14.03867403
SEA,12,22.03601108
SEA,13,19.36280488
SEA,14,6.682656827
SEA,15,9.780821918
SEA,16,13.29834254
SEA,17,12.83278689
SEA,18,12.97119342
SEA,19,13.70046083
SEA,2,2
SEA,20,7.270676692
SEA,21,6.722222222
SEA,22,7.666666667
SEA,23,24
SEA,4,42.58
SEA,5,22.71653543
SEA,6,6.610644258
SEA,7,14.7699115
SEA,8,15.83208955
SEA,9,11.25787966
SFB,0,27.75
SFB,1,35.5
SFB,10,36
SFB,11,14.5
SFB,12,27.44444444
SFB,13,23.39240506
SFB,14,23.35877863
SFB,15,20.32051282
SFB,16,23.08421053
SFB,17,25.02985075
SFB,18,25.5
SFB,19,24.05
SFB,20,19.8125
SFB,21,18.72093023
SFB,22,25.5
SFB,23,22
SFB,3,29
SFB,4,7
SFB,7,26
SFB,8,34.33333333
SFB,9,41.5
SFO,0,17.38541667
SFO,1,14.5625
SFO,10,23.42969984
SFO,11,28.18027735
SFO,12,34.78358209
SFO,13,31.55872483
SFO,14,19.45299145
SFO,15,18.5508982
SFO,16,24.25851393
SFO,17,23.05248227
SFO,18,23.33603896
SFO,19,25.21666667
SFO,2,15.5
SFO,20,24.56342669
SFO,21,20.22485207
SFO,22,20.52486188
SFO,23,20.49096386
SFO,3,29
SFO,7,17.83760684
SFO,8,15.7634584
SFO,9,21.89985896
SJC,10,15.29230769
SJC,11,25.54968944
SJC,12,23.79245283
SJC,13,19.9
SJC,14,5.8
SJC,15,11.09830508
SJC,16,9.896551724
SJC,17,6.7
SJC,18,8.125
SJC,19,1
SJC,20,1
SJC,21,16
SJC,22,1
SJC,7,24.46327684
SJC,8,20.97350993
SJC,9,17.65957447
SJU,0,12.5
SJU,1,3
SJU,10,5.344186047
SJU,11,7.02739726
SJU,12,7.766055046
SJU,13,8.54245283
SJU,14,5.448087432
SJU,15,6.328638498
SJU,16,11.2739726
SJU,17,9.341968912
SJU,18,12.00649351
SJU,19,9.650793651
SJU,20,9.739726027
SJU,21,8.596330275
SJU,22,7.882022472
SJU,23,9.684210526
SJU,4,1
SJU,7,7.968
SJU,8,4.672985782
SJU,9,5.711340206
SLC,12,15.41666667
SLC,13,13.72115385
SLC,14,12.14736842
SLC,15,5.461538462
SLC,16,7.444444444
SLC,17,9.941176471
SLC,18,2.971098266
SLC,19,3.88
SLC,20,4.4
SLC,21,10
SLC,22,5
SMF,0,23.25806452
SMF,1,27.17073171
SMF,15,16
SMF,17,10.33333333
SMF,18,9
SMF,2,17
SMF,21,29.36
SMF,22,29.03278689
SMF,23,21.51256281
SNA,10,20.4516129
SNA,11,13.45454545
SNA,12,16.07526882
SNA,13,15.18421053
SNA,14,14.22680412
SNA,15,15.8
SNA,16,16.23267327
SNA,17,8.363128492
SNA,18,9
SNA,19,11
SNA,20,9
SNA,9,18.27419355
STL,10,9
STL,12,12.22222222
STL,13,11.73015873
STL,14,15.19047619
STL,15,14.79166667
STL,16,14.38461538
STL,17,15.04761905
STL,18,19.12903226
STL,19,19.68421053
STL,20,16.16666667
STL,21,14.5
TPA,0,6
TPA,1,10
TPA,10,8.05
TPA,11,11.37254902
TPA,12,10.25862069
TPA,13,6.745614035
TPA,14,4.140495868
TPA,15,13.65384615
TPA,16,16.96946565
TPA,17,19.71
TPA,18,21.23809524
TPA,19,16.26315789
TPA,2,6.333333333
TPA,20,11.37931034
TPA,21,14.90909091
TPA,22,12.64285714
TPA,23,10.5
TPA,8,1
TPA,9,2.5
