Airport,Terminal,Date,Hour,Average,Max,p015,p1630,pp3145,p4660,p6190,p91120,p121Plus,Excluded,Total,Flights,Booths
SEA,South Satellite,1/25/2015,1800 - 1900,9,21,178,42,0,0,0,0,0,5,225,1,15
SEA,South Satellite,1/25/2015,1900 - 2000,5,16,177,4,0,0,0,0,0,3,184,1,6
SEA,South Satellite,1/25/2015,2000 - 2100,6,16,336,7,0,0,0,0,0,9,352,2,8
SEA,South Satellite,1/25/2015,2100 - 2200,4,11,149,0,0,0,0,0,0,5,154,1,5
SEA,South Satellite,1/26/2015,0600 - 0700,2,6,68,0,0,0,0,0,0,1,69,1,4
SEA,South Satellite,1/26/2015,0700 - 0800,3,6,73,0,0,0,0,0,0,1,74,1,3
SEA,South Satellite,1/26/2015,0800 - 0900,21,72,367,123,71,74,51,0,0,17,703,4,12
SEA,South Satellite,1/26/2015,1000 - 1100,9,30,232,66,0,0,0,0,0,8,306,2,15
SEA,South Satellite,1/26/2015,1100 - 1200,7,28,270,75,0,0,0,0,0,10,355,3,14
SEA,South Satellite,1/26/2015,1200 - 1300,22,63,549,373,286,137,11,0,0,42,1398,6,20
SEA,South Satellite,1/26/2015,1400 - 1500,6,13,120,0,0,0,0,0,0,2,122,2,5
SEA,South Satellite,1/26/2015,1500 - 1600,0,4,63,0,0,0,0,0,0,2,65,1,9
SEA,South Satellite,1/26/2015,1600 - 1700,6,16,315,7,0,0,0,0,0,5,327,3,13
SEA,South Satellite,1/26/2015,1700 - 1800,2,8,133,0,0,0,0,0,0,5,138,1,10
SEA,South Satellite,1/26/2015,1800 - 1900,5,13,167,0,0,0,0,0,0,6,173,1,8
SEA,South Satellite,1/26/2015,2000 - 2100,4,10,137,0,0,0,0,0,0,3,140,1,5
SEA,South Satellite,1/26/2015,2100 - 2200,7,14,142,0,0,0,0,0,0,7,149,1,3
SEA,South Satellite,1/27/2015,0700 - 0800,15,47,84,31,30,3,0,0,0,6,154,2,7
SEA,South Satellite,1/27/2015,0800 - 0900,9,27,326,98,0,0,0,0,0,11,435,2,11
SEA,South Satellite,1/27/2015,0900 - 1000,3,13,170,0,0,0,0,0,0,3,173,2,9
SEA,South Satellite,1/27/2015,1100 - 1200,7,26,216,47,0,0,0,0,0,9,272,2,17
SEA,South Satellite,1/27/2015,1200 - 1300,21,52,312,190,138,59,0,0,0,19,718,4,20
SEA,South Satellite,1/27/2015,1300 - 1400,16,30,146,141,0,0,0,0,0,13,300,1,19
SEA,South Satellite,1/27/2015,1400 - 1500,4,13,114,0,0,0,0,0,0,3,117,2,8
SEA,South Satellite,1/27/2015,1500 - 1600,0,5,36,0,0,0,0,0,0,2,38,1,9
SEA,South Satellite,1/27/2015,1600 - 1700,4,14,310,0,0,0,0,0,0,12,322,3,17
SEA,South Satellite,1/27/2015,1800 - 1900,11,25,191,67,0,0,0,0,0,8,266,1,16
SEA,South Satellite,1/27/2015,1900 - 2000,2,11,175,0,0,0,0,0,0,4,179,1,7
SEA,South Satellite,1/27/2015,2000 - 2100,6,14,115,0,0,0,0,0,0,7,122,1,3
SEA,South Satellite,1/27/2015,2100 - 2200,1,6,131,0,0,0,0,0,0,5,136,1,3
SEA,South Satellite,1/28/2015,0600 - 0700,2,10,57,0,0,0,0,0,0,2,59,1,3
SEA,South Satellite,1/28/2015,0700 - 0800,10,38,170,33,25,0,0,0,0,6,234,2,9
SEA,South Satellite,1/28/2015,0800 - 0900,14,44,290,142,68,0,0,0,0,15,515,3,11
SEA,South Satellite,1/28/2015,0900 - 1000,14,36,105,58,19,0,0,0,0,6,188,1,11
SEA,South Satellite,1/28/2015,1000 - 1100,10,35,222,62,10,0,0,0,0,10,304,2,15
SEA,South Satellite,1/28/2015,1100 - 1200,6,20,291,22,0,0,0,0,0,10,323,2,16
SEA,South Satellite,1/28/2015,1200 - 1300,18,52,516,278,169,42,0,0,0,31,1036,6,18
SEA,South Satellite,1/28/2015,1300 - 1400,9,23,60,8,0,0,0,0,0,2,70,1,7
SEA,South Satellite,1/28/2015,1400 - 1500,3,12,95,0,0,0,0,0,0,4,99,2,12
SEA,South Satellite,1/28/2015,1500 - 1600,2,7,66,0,0,0,0,0,0,1,67,1,5
SEA,South Satellite,1/28/2015,1600 - 1700,4,16,361,1,0,0,0,0,0,10,372,3,14
SEA,South Satellite,1/28/2015,1800 - 1900,14,38,175,88,40,0,0,0,0,5,308,1,10
SEA,South Satellite,1/28/2015,1900 - 2000,4,10,138,0,0,0,0,0,0,3,141,1,4
SEA,South Satellite,1/28/2015,2000 - 2100,3,13,132,0,0,0,0,0,0,5,137,1,2
SEA,South Satellite,1/28/2015,2100 - 2200,2,8,116,0,0,0,0,0,0,3,119,1,2
SEA,South Satellite,1/29/2015,0600 - 0700,5,12,73,0,0,0,0,0,0,5,78,1,2
SEA,South Satellite,1/29/2015,0700 - 0800,6,30,188,35,0,0,0,0,0,4,227,2,8
SEA,South Satellite,1/29/2015,0800 - 0900,7,25,359,69,0,0,0,0,0,13,441,2,11
SEA,South Satellite,1/29/2015,1100 - 1200,9,30,442,142,0,0,0,0,0,14,598,4,19
SEA,South Satellite,1/29/2015,1200 - 1300,13,34,305,194,15,0,0,0,0,13,527,2,18
SEA,South Satellite,1/29/2015,1400 - 1500,3,8,109,0,0,0,0,0,0,4,113,2,6
SEA,South Satellite,1/29/2015,1500 - 1600,7,20,256,27,0,0,0,0,0,14,297,3,14
SEA,South Satellite,1/29/2015,1600 - 1700,6,16,163,4,0,0,0,0,0,9,176,2,9
SEA,South Satellite,1/29/2015,1900 - 2000,8,19,140,6,0,0,0,0,0,9,155,1,4
SEA,South Satellite,1/29/2015,2000 - 2100,6,14,250,0,0,0,0,0,0,13,263,2,3
SEA,South Satellite,1/30/2015,0500 - 0600,13,19,32,17,0,0,0,0,0,3,52,1,3
SEA,South Satellite,1/30/2015,0600 - 0700,2,5,68,0,0,0,0,0,0,3,71,1,2
SEA,South Satellite,1/30/2015,0700 - 0800,5,29,250,33,0,0,0,0,0,8,291,2,8
SEA,South Satellite,1/30/2015,0800 - 0900,6,27,227,26,0,0,0,0,0,8,261,2,10
SEA,South Satellite,1/30/2015,0900 - 1000,15,34,100,76,14,0,0,0,0,5,195,1,13
SEA,South Satellite,1/30/2015,1000 - 1100,2,7,93,0,0,0,0,0,0,2,95,1,11
SEA,South Satellite,1/30/2015,1100 - 1200,16,44,456,323,124,0,0,0,0,26,929,5,17
SEA,South Satellite,1/30/2015,1200 - 1300,29,74,316,228,240,155,69,0,0,29,1037,5,19
SEA,South Satellite,1/30/2015,1300 - 1400,10,23,234,68,0,0,0,0,0,9,311,2,15
SEA,South Satellite,1/30/2015,1400 - 1500,0,0,39,0,0,0,0,0,0,0,39,1,5
SEA,South Satellite,1/30/2015,1500 - 1600,3,20,293,5,0,0,0,0,0,10,308,2,14
SEA,South Satellite,1/30/2015,1600 - 1700,6,20,239,3,0,0,0,0,0,8,250,3,14
SEA,South Satellite,1/30/2015,1900 - 2000,8,26,346,56,0,0,0,0,0,14,416,2,6
SEA,South Satellite,1/30/2015,2000 - 2100,8,16,131,4,0,0,0,0,0,7,142,1,3
SEA,South Satellite,1/31/2015,0700 - 0800,8,44,229,32,27,0,0,0,0,11,299,2,7
SEA,South Satellite,1/31/2015,0800 - 0900,8,28,149,48,0,0,0,0,0,6,203,1,10
SEA,South Satellite,1/31/2015,0900 - 1000,3,18,127,4,0,0,0,0,0,4,135,2,6
SEA,South Satellite,1/31/2015,1000 - 1100,4,15,388,0,0,0,0,0,0,7,395,2,12
SEA,South Satellite,1/31/2015,1100 - 1200,14,39,468,282,93,0,0,0,0,24,867,4,20
SEA,South Satellite,1/31/2015,1200 - 1300,22,42,119,304,110,0,0,0,0,13,546,3,19
SEA,South Satellite,1/31/2015,1300 - 1400,3,7,64,0,0,0,0,0,0,1,65,1,5
SEA,South Satellite,1/31/2015,1400 - 1500,2,6,75,0,0,0,0,0,0,1,76,1,5
SEA,South Satellite,1/31/2015,1500 - 1600,9,20,333,36,0,0,0,0,0,20,389,2,18
SEA,South Satellite,1/31/2015,1600 - 1700,11,32,422,193,7,0,0,0,0,15,637,3,21
SEA,South Satellite,1/31/2015,1700 - 1800,10,25,120,56,0,0,0,0,0,2,178,1,8
SEA,South Satellite,1/31/2015,1800 - 1900,8,23,217,49,0,0,0,0,0,7,273,2,9
SEA,South Satellite,1/31/2015,1900 - 2000,7,20,299,14,0,0,0,0,0,11,324,2,8
SEA,South Satellite,1/31/2015,2000 - 2100,4,10,137,0,0,0,0,0,0,1,138,1,4
SEA,South Satellite,1/31/2015,2200 - 2300,2,8,134,0,0,0,0,0,0,4,138,1,1
SEA,South Satellite,2/1/2015,0600 - 0700,1,4,74,0,0,0,0,0,0,1,75,1,2
SEA,South Satellite,2/1/2015,0700 - 0800,11,43,204,55,30,0,0,0,0,8,297,2,11
SEA,South Satellite,2/1/2015,0800 - 0900,12,45,370,107,46,0,0,0,0,16,539,3,12
SEA,South Satellite,2/1/2015,0900 - 1000,5,16,155,5,0,0,0,0,0,2,162,1,10
SEA,South Satellite,2/1/2015,1000 - 1100,21,42,79,50,68,0,0,0,0,5,202,1,9
SEA,South Satellite,2/1/2015,1100 - 1200,14,55,333,96,70,24,0,0,0,17,540,4,16
SEA,South Satellite,2/1/2015,1200 - 1300,25,64,393,284,251,150,16,0,0,30,1124,4,19
SEA,South Satellite,2/1/2015,1300 - 1400,8,22,232,40,0,0,0,0,0,7,279,2,14
SEA,South Satellite,2/1/2015,1400 - 1500,4,10,73,0,0,0,0,0,0,0,73,1,7
SEA,South Satellite,2/1/2015,1500 - 1600,2,9,141,0,0,0,0,0,0,4,145,1,16
SEA,South Satellite,2/1/2015,1600 - 1700,6,18,488,12,0,0,0,0,0,17,517,4,10
SEA,South Satellite,2/1/2015,1800 - 1900,7,17,154,11,0,0,0,0,0,5,170,1,11
SEA,South Satellite,2/1/2015,1900 - 2000,9,23,139,16,0,0,0,0,0,9,164,1,3
SEA,South Satellite,2/1/2015,2000 - 2100,6,15,129,0,0,0,0,0,0,4,133,1,4
SEA,South Satellite,2/1/2015,2100 - 2200,7,13,137,0,0,0,0,0,0,7,144,1,5
SEA,South Satellite,2/2/2015,0600 - 0700,4,17,137,3,0,0,0,0,0,6,146,2,3
SEA,South Satellite,2/2/2015,0700 - 0800,11,43,128,22,24,0,0,0,0,6,180,1,7
SEA,South Satellite,2/2/2015,0800 - 0900,29,83,194,40,56,84,60,0,0,12,446,2,11
SEA,South Satellite,2/2/2015,0900 - 1000,4,17,72,2,0,0,0,0,0,3,77,1,3
SEA,South Satellite,2/2/2015,1000 - 1100,16,44,154,82,43,0,0,0,0,9,288,2,11
SEA,South Satellite,2/2/2015,1100 - 1200,13,42,244,69,63,0,0,0,0,10,386,3,13
SEA,South Satellite,2/2/2015,1200 - 1300,28,67,359,324,263,207,59,0,0,29,1241,5,19
SEA,South Satellite,2/2/2015,1400 - 1500,3,10,140,0,0,0,0,0,0,6,146,2,4
SEA,South Satellite,2/2/2015,1500 - 1600,5,19,226,10,0,0,0,0,0,12,248,2,13
SEA,South Satellite,2/2/2015,1600 - 1700,10,23,242,92,0,0,0,0,0,10,344,3,16
SEA,South Satellite,2/2/2015,1700 - 1800,6,15,160,0,0,0,0,0,0,4,164,1,10
SEA,South Satellite,2/2/2015,1900 - 2000,8,18,165,7,0,0,0,0,0,10,182,1,7
SEA,South Satellite,2/2/2015,2100 - 2200,11,25,179,75,0,0,0,0,0,14,268,2,4
SEA,South Satellite,2/3/2015,0600 - 0700,4,10,70,0,0,0,0,0,0,3,73,1,4
SEA,South Satellite,2/3/2015,0700 - 0800,23,74,241,27,16,68,42,0,0,18,412,3,10
SEA,South Satellite,2/3/2015,0800 - 0900,12,32,168,79,5,0,0,0,0,15,267,2,9
SEA,South Satellite,2/3/2015,0900 - 1000,2,7,152,0,0,0,0,0,0,2,154,2,8
SEA,South Satellite,2/3/2015,1000 - 1100,11,25,144,52,0,0,0,0,0,9,205,1,20
SEA,South Satellite,2/3/2015,1100 - 1200,8,20,329,25,0,0,0,0,0,17,371,3,20
SEA,South Satellite,2/3/2015,1200 - 1300,15,39,390,293,33,0,0,0,0,27,743,3,20
SEA,South Satellite,2/3/2015,1300 - 1400,4,8,64,0,0,0,0,0,0,2,66,1,6
SEA,South Satellite,2/3/2015,1400 - 1500,2,5,46,0,0,0,0,0,0,2,48,1,2
SEA,South Satellite,2/3/2015,1500 - 1600,5,12,48,0,0,0,0,0,0,3,51,1,7
SEA,South Satellite,2/3/2015,1600 - 1700,7,21,270,34,0,0,0,0,0,9,313,3,12
SEA,South Satellite,2/3/2015,1700 - 1800,16,39,127,106,24,0,0,0,0,13,270,1,11
SEA,South Satellite,2/3/2015,1900 - 2000,8,23,143,16,0,0,0,0,0,7,166,1,4
SEA,South Satellite,2/3/2015,2000 - 2100,6,12,119,0,0,0,0,0,0,6,125,1,4
SEA,South Satellite,2/3/2015,2100 - 2200,6,19,119,7,0,0,0,0,0,6,132,1,3
SEA,South Satellite,2/4/2015,0600 - 0700,2,7,142,0,0,0,0,0,0,6,148,2,3
SEA,South Satellite,2/4/2015,0700 - 0800,6,20,110,17,0,0,0,0,0,3,130,1,10
SEA,South Satellite,2/4/2015,0800 - 0900,10,34,366,110,19,0,0,0,0,14,509,3,12
SEA,South Satellite,2/4/2015,0900 - 1000,5,13,109,0,0,0,0,0,0,3,112,1,10
SEA,South Satellite,2/4/2015,1000 - 1100,7,21,122,24,0,0,0,0,0,5,151,1,13
SEA,South Satellite,2/4/2015,1100 - 1200,12,36,289,103,27,0,0,0,0,14,433,3,17
SEA,South Satellite,2/4/2015,1200 - 1300,13,67,547,291,7,7,7,0,0,26,885,4,19
SEA,South Satellite,2/4/2015,1300 - 1400,10,25,277,89,0,0,0,0,0,9,375,3,17
SEA,South Satellite,2/4/2015,1400 - 1500,3,8,58,0,0,0,0,0,0,1,59,1,8
SEA,South Satellite,2/4/2015,1500 - 1600,2,5,38,0,0,0,0,0,0,2,40,1,10
SEA,South Satellite,2/4/2015,1600 - 1700,3,10,414,0,0,0,0,0,0,8,422,4,15
SEA,South Satellite,2/4/2015,1700 - 1800,13,31,151,99,3,0,0,0,0,8,261,1,11
SEA,South Satellite,2/4/2015,1900 - 2000,9,27,141,27,0,0,0,0,0,10,178,1,3
SEA,South Satellite,2/4/2015,2000 - 2100,5,11,89,0,0,0,0,0,0,3,92,1,3
SEA,South Satellite,2/4/2015,2100 - 2200,5,14,114,0,0,0,0,0,0,6,120,1,2
SEA,South Satellite,2/5/2015,0600 - 0700,7,11,72,0,0,0,0,0,0,2,74,1,3
SEA,South Satellite,2/5/2015,0700 - 0800,18,63,285,48,40,75,13,0,0,11,472,3,12
SEA,South Satellite,2/5/2015,0800 - 0900,12,38,245,72,23,0,0,0,0,10,350,2,8
SEA,South Satellite,2/5/2015,0900 - 1000,5,12,85,0,0,0,0,0,0,1,86,1,12
SEA,South Satellite,2/5/2015,1100 - 1200,7,23,454,70,0,0,0,0,0,14,538,3,15
SEA,South Satellite,2/5/2015,1200 - 1300,10,30,359,104,0,0,0,0,0,11,474,2,17
SEA,South Satellite,2/5/2015,1300 - 1400,3,9,73,0,0,0,0,0,0,3,76,1,7
SEA,South Satellite,2/5/2015,1400 - 1500,3,9,75,0,0,0,0,0,0,2,77,1,6
SEA,South Satellite,2/5/2015,1500 - 1600,3,13,216,0,0,0,0,0,0,7,223,2,12
SEA,South Satellite,2/5/2015,1600 - 1700,4,11,140,0,0,0,0,0,0,2,142,2,7
SEA,South Satellite,2/5/2015,1700 - 1800,2,9,71,0,0,0,0,0,0,2,73,1,8
SEA,South Satellite,2/5/2015,1900 - 2000,8,16,137,7,0,0,0,0,0,8,152,1,4
SEA,South Satellite,2/5/2015,2000 - 2100,5,15,99,0,0,0,0,0,0,7,106,1,2
SEA,South Satellite,2/5/2015,2100 - 2200,8,21,110,18,0,0,0,0,0,7,135,1,4
SEA,South Satellite,2/6/2015,0300 - 0400,15,29,27,23,0,0,0,0,0,4,54,1,3
SEA,South Satellite,2/6/2015,0600 - 0700,3,8,149,0,0,0,0,0,0,4,153,2,5
SEA,South Satellite,2/6/2015,0700 - 0800,3,15,169,0,0,0,0,0,0,5,174,1,8
SEA,South Satellite,2/6/2015,0800 - 0900,14,53,364,112,67,40,0,0,0,15,598,3,13
SEA,South Satellite,2/6/2015,0900 - 1000,16,35,100,74,16,0,0,0,0,10,200,1,14
SEA,South Satellite,2/6/2015,1000 - 1100,6,21,77,17,0,0,0,0,0,2,96,1,8
SEA,South Satellite,2/6/2015,1100 - 1200,5,20,275,17,0,0,0,0,0,6,298,2,16
SEA,South Satellite,2/6/2015,1200 - 1300,16,51,642,381,138,28,0,0,0,31,1220,7,18
SEA,South Satellite,2/6/2015,1300 - 1400,5,15,313,0,0,0,0,0,0,8,321,2,19
SEA,South Satellite,2/6/2015,1400 - 1500,4,8,76,0,0,0,0,0,0,2,78,1,4
SEA,South Satellite,2/6/2015,1600 - 1700,3,13,388,0,0,0,0,0,0,9,397,4,16
SEA,South Satellite,2/6/2015,1700 - 1800,9,36,252,58,15,0,0,0,0,13,338,2,9
SEA,South Satellite,2/6/2015,1900 - 2000,6,20,164,11,0,0,0,0,0,5,180,1,6
SEA,South Satellite,2/6/2015,2100 - 2200,3,10,225,0,0,0,0,0,0,6,231,2,4
SEA,South Satellite,2/7/2015,0600 - 0700,5,16,75,4,0,0,0,0,0,0,79,1,5
SEA,South Satellite,2/7/2015,0700 - 0800,3,12,77,0,0,0,0,0,0,0,77,1,3
SEA,South Satellite,2/7/2015,0800 - 0900,7,20,486,35,0,0,0,0,0,7,528,3,11
SEA,South Satellite,2/7/2015,0900 - 1000,7,25,361,64,0,0,0,0,0,12,437,3,14
SEA,South Satellite,2/7/2015,1000 - 1100,11,26,136,68,0,0,0,0,0,2,206,1,15
SEA,South Satellite,2/7/2015,1100 - 1200,8,29,320,61,0,0,0,0,0,9,390,3,14
SEA,South Satellite,2/7/2015,1200 - 1300,30,81,359,313,339,140,118,0,0,41,1310,5,20
SEA,South Satellite,2/7/2015,1300 - 1400,11,27,176,47,0,0,0,0,0,12,235,2,19
SEA,South Satellite,2/7/2015,1400 - 1500,7,15,202,0,0,0,0,0,0,8,210,2,15
SEA,South Satellite,2/7/2015,1600 - 1700,7,30,369,45,0,0,0,0,0,12,426,3,9
SEA,South Satellite,2/7/2015,1700 - 1800,5,17,128,7,0,0,0,0,0,5,140,1,8
SEA,South Satellite,2/7/2015,1800 - 1900,9,28,251,45,0,0,0,0,0,10,306,2,7
SEA,South Satellite,2/7/2015,1900 - 2000,5,12,175,0,0,0,0,0,0,3,178,1,3
SEA,South Satellite,2/7/2015,2000 - 2100,3,12,130,0,0,0,0,0,0,3,133,1,2
SEA,South Satellite,2/7/2015,2100 - 2200,3,9,151,0,0,0,0,0,0,3,154,1,2
SEA,South Satellite,2/8/2015,0700 - 0800,9,39,445,84,44,0,0,0,0,14,587,4,8
SEA,South Satellite,2/8/2015,1000 - 1100,16,45,414,241,104,0,0,0,0,21,780,4,14
SEA,South Satellite,2/8/2015,1100 - 1200,8,22,178,26,0,0,0,0,0,15,219,3,9
SEA,South Satellite,2/8/2015,1200 - 1300,21,55,465,327,344,44,0,0,0,32,1212,5,21
SEA,South Satellite,2/8/2015,1300 - 1400,22,38,58,180,56,0,0,0,0,8,302,2,18
SEA,South Satellite,2/8/2015,1400 - 1500,4,16,67,1,0,0,0,0,0,3,71,1,9
SEA,South Satellite,2/8/2015,1500 - 1600,2,7,116,0,0,0,0,0,0,3,119,1,14
SEA,South Satellite,2/8/2015,1600 - 1700,10,30,269,92,0,0,0,0,0,11,372,3,7
SEA,South Satellite,2/8/2015,1700 - 1800,1,4,22,0,0,0,0,0,0,1,23,1,3
SEA,South Satellite,2/8/2015,1800 - 1900,14,37,133,88,6,0,0,0,0,6,233,1,7
SEA,South Satellite,2/8/2015,1900 - 2000,4,13,329,0,0,0,0,0,0,5,334,2,7
SEA,South Satellite,2/8/2015,2000 - 2100,3,8,139,0,0,0,0,0,0,1,140,1,5
SEA,South Satellite,2/8/2015,2100 - 2200,2,7,148,0,0,0,0,0,0,5,153,1,4
SEA,South Satellite,2/9/2015,0600 - 0700,4,10,138,0,0,0,0,0,0,6,144,2,4
SEA,South Satellite,2/9/2015,0700 - 0800,14,41,252,149,41,0,0,0,0,9,451,2,11
SEA,South Satellite,2/9/2015,0800 - 0900,8,26,245,57,0,0,0,0,0,8,310,2,8
SEA,South Satellite,2/9/2015,0900 - 1000,15,44,198,55,57,0,0,0,0,9,319,2,10
SEA,South Satellite,2/9/2015,1100 - 1200,4,22,180,9,0,0,0,0,0,4,193,2,13
SEA,South Satellite,2/9/2015,1200 - 1300,20,59,444,471,173,64,0,0,0,35,1187,5,19
SEA,South Satellite,2/9/2015,1300 - 1400,32,65,114,20,51,82,21,0,0,7,295,2,17
SEA,South Satellite,2/9/2015,1400 - 1500,3,9,49,0,0,0,0,0,0,1,50,1,5
SEA,South Satellite,2/9/2015,1500 - 1600,0,3,63,0,0,0,0,0,0,1,64,1,10
SEA,South Satellite,2/9/2015,1600 - 1700,6,20,334,16,0,0,0,0,0,11,361,3,13
SEA,South Satellite,2/9/2015,1700 - 1800,8,17,133,11,0,0,0,0,0,1,145,1,8
SEA,South Satellite,2/9/2015,1900 - 2000,3,10,176,0,0,0,0,0,0,5,181,1,6
SEA,South Satellite,2/9/2015,2000 - 2100,7,18,148,6,0,0,0,0,0,3,157,1,3
SEA,South Satellite,2/9/2015,2100 - 2200,6,17,111,3,0,0,0,0,0,6,120,1,3
SEA,South Satellite,2/10/2015,0600 - 0700,3,10,69,0,0,0,0,0,0,3,72,1,1
SEA,South Satellite,2/10/2015,0700 - 0800,4,12,99,0,0,0,0,0,0,4,103,2,3
SEA,South Satellite,2/10/2015,0800 - 0900,24,70,367,138,37,97,73,0,0,25,737,4,14
SEA,South Satellite,2/10/2015,0900 - 1000,7,22,88,9,0,0,0,0,0,4,101,1,10
SEA,South Satellite,2/10/2015,1100 - 1200,11,40,441,129,22,0,0,0,0,18,610,4,18
SEA,South Satellite,2/10/2015,1200 - 1300,22,44,172,263,136,0,0,0,0,15,586,3,17
SEA,South Satellite,2/10/2015,1300 - 1400,3,9,69,0,0,0,0,0,0,3,72,1,7
SEA,South Satellite,2/10/2015,1400 - 1500,0,2,29,0,0,0,0,0,0,1,30,1,5
SEA,South Satellite,2/10/2015,1500 - 1600,5,18,314,19,0,0,0,0,0,10,343,3,15
SEA,South Satellite,2/10/2015,1600 - 1700,0,2,43,0,0,0,0,0,0,2,45,1,3
SEA,South Satellite,2/10/2015,1800 - 1900,15,33,130,111,10,0,0,0,0,6,257,1,11
SEA,South Satellite,2/10/2015,2000 - 2100,5,14,301,0,0,0,0,0,0,12,313,2,4
SEA,South Satellite,2/10/2015,2100 - 2200,5,11,123,0,0,0,0,0,0,5,128,1,3
SEA,South Satellite,2/11/2015,0600 - 0700,4,13,140,0,0,0,0,0,0,4,144,2,3
SEA,South Satellite,2/11/2015,0700 - 0800,19,60,232,78,73,51,0,0,0,13,447,2,12
SEA,South Satellite,2/11/2015,0800 - 0900,17,43,168,114,59,0,0,0,0,9,350,2,12
SEA,South Satellite,2/11/2015,0900 - 1000,6,15,118,0,0,0,0,0,0,4,122,1,12
SEA,South Satellite,2/11/2015,1000 - 1100,19,40,80,64,53,0,0,0,0,7,204,1,15
SEA,South Satellite,2/11/2015,1100 - 1200,7,22,540,58,0,0,0,0,0,16,614,4,15
SEA,South Satellite,2/11/2015,1200 - 1300,19,51,411,436,185,21,0,0,0,30,1083,5,20
SEA,South Satellite,2/11/2015,1300 - 1400,7,24,30,3,0,0,0,0,0,1,34,1,4
SEA,South Satellite,2/11/2015,1400 - 1500,1,7,33,0,0,0,0,0,0,1,34,1,4
SEA,South Satellite,2/11/2015,1500 - 1600,1,7,106,0,0,0,0,0,0,3,109,2,10
SEA,South Satellite,2/11/2015,1600 - 1700,0,3,33,0,0,0,0,0,0,1,34,1,3
SEA,South Satellite,2/11/2015,1700 - 1800,13,37,263,122,44,0,0,0,0,15,444,2,11
SEA,South Satellite,2/11/2015,1900 - 2000,19,48,163,89,81,5,0,0,0,9,347,2,10
SEA,South Satellite,2/11/2015,2000 - 2100,1,6,112,0,0,0,0,0,0,3,115,1,4
SEA,South Satellite,2/11/2015,2100 - 2200,3,15,149,0,0,0,0,0,0,5,154,1,3
SEA,South Satellite,2/12/2015,0600 - 0700,3,11,126,0,0,0,0,0,0,5,131,2,5
SEA,South Satellite,2/12/2015,0700 - 0800,11,32,303,134,9,0,0,0,0,14,460,2,9
SEA,South Satellite,2/12/2015,0800 - 0900,11,31,254,108,5,0,0,0,0,10,377,3,9
SEA,South Satellite,2/12/2015,0900 - 1000,5,11,114,0,0,0,0,0,0,3,117,1,10
SEA,South Satellite,2/12/2015,1100 - 1200,6,19,457,44,0,0,0,0,0,11,512,3,17
SEA,South Satellite,2/12/2015,1200 - 1300,8,23,262,42,0,0,0,0,0,10,314,1,18
SEA,South Satellite,2/12/2015,1300 - 1400,6,21,242,30,0,0,0,0,0,8,280,2,15
SEA,South Satellite,2/12/2015,1400 - 1500,0,3,25,0,0,0,0,0,0,1,26,1,1
SEA,South Satellite,2/12/2015,1500 - 1600,5,13,80,0,0,0,0,0,0,5,85,1,8
SEA,South Satellite,2/12/2015,1600 - 1700,3,9,193,0,0,0,0,0,0,3,196,3,8
