airline,airlineid,sourceairport,source_airportid,dest_airport,dest_airport_id,code_share,stops,acquipment,airportid,Source_name,city,Source_country,Source_iata,icao,source_lat,source_long,alt,timezone,dst,tz_database_zone,airportid,Dest_Name,city,Dest_country,Dest_iata,icao,dest_lat,dest_long,alt,timezone,dst,tz_database_zone
KL,3090,PVR,1836,ATL,3682,Y,0,757,1836,Licenciado Gustavo Diaz Ordaz Intl,Puerto Vallarta,Mexico,PVR,MMPR,20.680083,-105.254167,23,-6,S,America/Mexico_City,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,RDU,3626,ATL,3682,Y,0,M88 M90,3626,Raleigh Durham Intl,Raleigh-durham,United States,RDU,KRDU,35.877639,-78.787472,435,-5,A,America/New_York,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,RIC,3608,ATL,3682,Y,0,M88 73H,3608,Richmond Intl,Richmond,United States,RIC,KRIC,37.505167,-77.319667,167,-5,A,America/New_York,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,ROA,4016,ATL,3682,Y,0,CRJ,4016,Roanoke Regional,Roanoke VA,United States,ROA,KROA,37.325472,-79.975417,1175,-5,A,America/New_York,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,ROC,3622,ATL,3682,Y,0,M90 M88,3622,Greater Rochester Intl,Rochester,United States,ROC,KROC,43.118866,-77.672389,559,-5,A,America/New_York,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,RSW,3793,ATL,3682,Y,0,M90 M88,3793,Southwest Florida Intl,Fort Myers,United States,RSW,KRSW,26.536167,-81.755167,30,-5,A,America/New_York,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,SAN,3731,ATL,3682,Y,0,763 739,3731,San Diego Intl,San Diego,United States,SAN,KSAN,32.733556,-117.189667,17,-8,A,America/Los_Angeles,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,SAT,3621,ATL,3682,Y,0,757 M90,3621,San Antonio Intl,San Antonio,United States,SAT,KSAT,29.533694,-98.469778,809,-6,A,America/Chicago,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,SAV,3613,ATL,3682,Y,0,717 M88 319,3613,Savannah Hilton Head Intl,Savannah,United States,SAV,KSAV,32.127583,-81.202139,51,-5,A,America/New_York,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,SBN,4359,ATL,3682,Y,0,CRJ,4359,South Bend Rgnl,South Bend,United States,SBN,KSBN,41.708661,-86.31725,799,-5,A,America/New_York,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,SDF,4014,ATL,3682,Y,0,M88,4014,Louisville International Airport,Louisville,United States,SDF,KSDF,38.1740858,-85.7364989,501,-5,A,America/New_York,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,SEA,3577,AMS,580,Y,0,330,3577,Seattle Tacoma Intl,Seattle,United States,SEA,KSEA,47.449,-122.309306,433,-8,A,America/Los_Angeles,580,Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308613,4.763889,-11,1,E,Europe/Amsterdam
KL,3090,SEA,3577,ATL,3682,Y,0,76W 763,3577,Seattle Tacoma Intl,Seattle,United States,SEA,KSEA,47.449,-122.309306,433,-8,A,America/Los_Angeles,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,SEA,3577,HNL,3728,Y,0,753,3577,Seattle Tacoma Intl,Seattle,United States,SEA,KSEA,47.449,-122.309306,433,-8,A,America/Los_Angeles,3728,Honolulu Intl,Honolulu,United States,HNL,PHNL,21.318681,-157.922428,13,-10,N,Pacific/Honolulu
KL,3090,SEA,3577,KTN,3808,Y,0,737,3577,Seattle Tacoma Intl,Seattle,United States,SEA,KSEA,47.449,-122.309306,433,-8,A,America/Los_Angeles,3808,Ketchikan Intl,Ketchikan,United States,KTN,PAKT,55.355556,-131.71375,88,-9,A,America/Anchorage
KL,3090,SEA,3577,LHR,507,Y,0,76W,3577,Seattle Tacoma Intl,Seattle,United States,SEA,KSEA,47.449,-122.309306,433,-8,A,America/Los_Angeles,507,Heathrow,London,United Kingdom,LHR,EGLL,51.4775,-0.461389,83,0,E,Europe/London
KL,3090,SFO,3469,AMS,580,,0,747,3469,San Francisco Intl,San Francisco,United States,SFO,KSFO,37.618972,-122.374889,13,-8,A,America/Los_Angeles,580,Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308613,4.763889,-11,1,E,Europe/Amsterdam
KL,3090,SFO,3469,ATL,3682,Y,0,763 757,3469,San Francisco Intl,San Francisco,United States,SFO,KSFO,37.618972,-122.374889,13,-8,A,America/Los_Angeles,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,SFO,3469,HNL,3728,Y,0,753,3469,San Francisco Intl,San Francisco,United States,SFO,KSFO,37.618972,-122.374889,13,-8,A,America/Los_Angeles,3728,Honolulu Intl,Honolulu,United States,HNL,PHNL,21.318681,-157.922428,13,-10,N,Pacific/Honolulu
KL,3090,SFO,3469,SEA,3577,Y,0,734,3469,San Francisco Intl,San Francisco,United States,SFO,KSFO,37.618972,-122.374889,13,-8,A,America/Los_Angeles,3577,Seattle Tacoma Intl,Seattle,United States,SEA,KSEA,47.449,-122.309306,433,-8,A,America/Los_Angeles
KL,3090,SGF,4348,ATL,3682,Y,0,CRJ,4348,Springfield Branson Natl,Springfield,United States,SGF,KSGF,37.245667,-93.388639,1268,-6,A,America/Chicago,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,SHV,3609,ATL,3682,Y,0,CRJ,3609,Shreveport Rgnl,Shreveport,United States,SHV,KSHV,32.446629,-93.8256,258,-6,A,America/Chicago,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,SJC,3748,ATL,3682,Y,0,738,3748,Norman Y Mineta San Jose Intl,San Jose,United States,SJC,KSJC,37.3626,-121.929022,62,-8,A,America/Los_Angeles,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,SJD,1840,ATL,3682,Y,0,73W 738,1840,Los Cabos Intl,San Jose Del Cabo,Mexico,SJD,MMSD,23.15185,-109.721044,374,-7,S,America/Mazatlan,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,SJU,2890,ATL,3682,Y,0,73H 757 753,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,SLC,3536,ATL,3682,Y,0,763 757 738,3536,Salt Lake City Intl,Salt Lake City,United States,SLC,KSLC,40.788389,-111.977772,4227,-7,A,America/Denver,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,SLC,3536,LAX,3484,Y,0,757,3536,Salt Lake City Intl,Salt Lake City,United States,SLC,KSLC,40.788389,-111.977772,4227,-7,A,America/Denver,3484,Los Angeles Intl,Los Angeles,United States,LAX,KLAX,33.942536,-118.408075,126,-8,A,America/Los_Angeles
KL,3090,SMF,3817,ATL,3682,Y,0,757,3817,Sacramento Intl,Sacramento,United States,SMF,KSMF,38.695417,-121.590778,27,-8,A,America/Los_Angeles,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,SNA,3867,ATL,3682,Y,0,757,3867,John Wayne Arpt Orange Co,Santa Ana,United States,SNA,KSNA,33.675667,-117.868222,56,-8,A,America/Los_Angeles,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,SRQ,4067,ATL,3682,Y,0,M90,4067,Sarasota Bradenton Intl,Sarasota,United States,SRQ,KSRQ,27.395444,-82.554389,30,-5,A,America/New_York,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,STL,3678,ATL,3682,Y,0,M90 M88 319,3678,Lambert St Louis Intl,St. Louis,United States,STL,KSTL,38.748697,-90.370028,618,-6,A,America/Chicago,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,STR,350,ATL,3682,Y,0,76W,350,Stuttgart,Stuttgart,Germany,STR,EDDS,48.689878,9.221964,1276,1,E,Europe/Berlin,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,STT,2883,ATL,3682,Y,0,757,2883,Cyril E King,St. Thomas,Virgin Islands,STT,TIST,18.337306,-64.973361,23,-4,U,America/St_Thomas,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,SYR,3745,ATL,3682,Y,0,M88 CR9,3745,Syracuse Hancock Intl,Syracuse,United States,SYR,KSYR,43.111187,-76.106311,421,-5,A,America/New_York,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,TLH,3698,ATL,3682,Y,0,319 M88 CRJ 717,3698,Tallahassee Rgnl,Tallahassee,United States,TLH,KTLH,30.396528,-84.350333,81,-5,A,America/New_York,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,TPA,3646,ATL,3682,Y,0,757 739,3646,Tampa Intl,Tampa,United States,TPA,KTPA,27.975472,-82.53325,26,-5,A,America/New_York,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,TRI,4116,ATL,3682,Y,0,CRJ,4116,Tri-Cities Regional Airport,BRISTOL,United States,TRI,KTRI,36.4752222,-82.4074167,1519,-5,A,America/New_York,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,TUL,3855,ATL,3682,Y,0,CR7 CR9,3855,Tulsa Intl,Tulsa,United States,TUL,KTUL,36.198389,-95.888111,677,-6,A,America/Chicago,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,TUS,3636,ATL,3682,Y,0,M90,3636,Tucson Intl,Tucson,United States,TUS,KTUS,32.116083,-110.941028,2643,-7,N,America/Phoenix,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,TYS,3676,ATL,3682,Y,0,717 CR7 CRJ CR9,3676,Mc Ghee Tyson,Knoxville,United States,TYS,KTYS,35.810972,-83.994028,981,-5,A,America/New_York,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,VLD,5776,ATL,3682,Y,0,CRJ,5776,Valdosta Regional Airport,Valdosta,United States,VLD,KVLD,30.7825,-83.2767,203,-5,A,America/New_York,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,VPS,3873,ATL,3682,Y,0,717 319 M88,3873,Eglin Afb,Valparaiso,United States,VPS,KVPS,30.48325,-86.5254,87,-6,A,America/Chicago,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KL,3090,XNA,4356,ATL,3682,Y,0,CRJ CR7 CR9,4356,NW Arkansas Regional,Bentonville,United States,XNA,KXNA,36.2818694,-94.3068111,1287,-6,A,America/Chicago,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
KS,3935,BOS,3448,ISP,3857,,0,SF3,3448,General Edward Lawrence Logan Intl,Boston,United States,BOS,KBOS,42.364347,-71.005181,19,-5,A,America/New_York,3857,Long Island Mac Arthur,Islip,United States,ISP,KISP,40.79525,-73.100222,99,-5,A,America/New_York
KS,3935,BOS,3448,PBG,3771,,0,SF3,3448,General Edward Lawrence Logan Intl,Boston,United States,BOS,KBOS,42.364347,-71.005181,19,-5,A,America/New_York,3771,Plattsburgh Intl,Plattsburgh,United States,PBG,KPBG,44.650944,-73.468139,234,-5,A,America/New_York
KS,3935,BOS,3448,PQI,3528,,0,SF3,3448,General Edward Lawrence Logan Intl,Boston,United States,BOS,KBOS,42.364347,-71.005181,19,-5,A,America/New_York,3528,Northern Maine Rgnl At Presque Isle,Presque Isle,United States,PQI,KPQI,46.688958,-68.044797,534,-5,A,America/New_York
KS,3935,ISP,3857,BOS,3448,,0,SF3,3857,Long Island Mac Arthur,Islip,United States,ISP,KISP,40.79525,-73.100222,99,-5,A,America/New_York,3448,General Edward Lawrence Logan Intl,Boston,United States,BOS,KBOS,42.364347,-71.005181,19,-5,A,America/New_York
KS,3935,PBG,3771,BOS,3448,,0,SF3,3771,Plattsburgh Intl,Plattsburgh,United States,PBG,KPBG,44.650944,-73.468139,234,-5,A,America/New_York,3448,General Edward Lawrence Logan Intl,Boston,United States,BOS,KBOS,42.364347,-71.005181,19,-5,A,America/New_York
KS,3935,PQI,3528,BOS,3448,,0,SF3,3528,Northern Maine Rgnl At Presque Isle,Presque Isle,United States,PQI,KPQI,46.688958,-68.044797,534,-5,A,America/New_York,3448,General Edward Lawrence Logan Intl,Boston,United States,BOS,KBOS,42.364347,-71.005181,19,-5,A,America/New_York
KU,3179,JFK,3797,KWI,2176,,0,777,3797,John F Kennedy Intl,New York,United States,JFK,KJFK,40.639751,-73.778925,13,-5,A,America/New_York,2176,Kuwait Intl,Kuwait,Kuwait,KWI,OKBK,29.226567,47.968928,206,3,U,Asia/Kuwait
KU,3179,JFK,3797,LHR,507,,0,777,3797,John F Kennedy Intl,New York,United States,JFK,KJFK,40.639751,-73.778925,13,-5,A,America/New_York,507,Heathrow,London,United Kingdom,LHR,EGLL,51.4775,-0.461389,83,0,E,Europe/London
KU,3179,KWI,2176,JFK,3797,,0,777,2176,Kuwait Intl,Kuwait,Kuwait,KWI,OKBK,29.226567,47.968928,206,3,U,Asia/Kuwait,3797,John F Kennedy Intl,New York,United States,JFK,KJFK,40.639751,-73.778925,13,-5,A,America/New_York
KU,3179,LHR,507,JFK,3797,,0,777,507,Heathrow,London,United Kingdom,LHR,EGLL,51.4775,-0.461389,83,0,E,Europe/London,3797,John F Kennedy Intl,New York,United States,JFK,KJFK,40.639751,-73.778925,13,-5,A,America/New_York
KX,1682,GCM,1926,JFK,3797,,0,733,1926,Owen Roberts Intl,Georgetown,Cayman Islands,GCM,MWCR,19.292778,-81.35775,8,-5,U,America/Cayman,3797,John F Kennedy Intl,New York,United States,JFK,KJFK,40.639751,-73.778925,13,-5,A,America/New_York
KX,1682,GCM,1926,MIA,3576,,0,733,1926,Owen Roberts Intl,Georgetown,Cayman Islands,GCM,MWCR,19.292778,-81.35775,8,-5,U,America/Cayman,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York
KX,1682,GCM,1926,ORD,3830,,0,733,1926,Owen Roberts Intl,Georgetown,Cayman Islands,GCM,MWCR,19.292778,-81.35775,8,-5,U,America/Cayman,3830,Chicago Ohare Intl,Chicago,United States,ORD,KORD,41.978603,-87.904842,668,-6,A,America/Chicago
KX,1682,GCM,1926,TPA,3646,,0,733,1926,Owen Roberts Intl,Georgetown,Cayman Islands,GCM,MWCR,19.292778,-81.35775,8,-5,U,America/Cayman,3646,Tampa Intl,Tampa,United States,TPA,KTPA,27.975472,-82.53325,26,-5,A,America/New_York
KX,1682,JFK,3797,GCM,1926,,0,733,3797,John F Kennedy Intl,New York,United States,JFK,KJFK,40.639751,-73.778925,13,-5,A,America/New_York,1926,Owen Roberts Intl,Georgetown,Cayman Islands,GCM,MWCR,19.292778,-81.35775,8,-5,U,America/Cayman
KX,1682,MIA,3576,CYB,1925,,0,733,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York,1925,Gerrard Smith Intl,Cayman Barac,Cayman Islands,CYB,MWCB,19.686981,-79.882789,8,-5,U,America/Cayman
KX,1682,MIA,3576,GCM,1926,,0,733,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York,1926,Owen Roberts Intl,Georgetown,Cayman Islands,GCM,MWCR,19.292778,-81.35775,8,-5,U,America/Cayman
KX,1682,ORD,3830,GCM,1926,,0,733,3830,Chicago Ohare Intl,Chicago,United States,ORD,KORD,41.978603,-87.904842,668,-6,A,America/Chicago,1926,Owen Roberts Intl,Georgetown,Cayman Islands,GCM,MWCR,19.292778,-81.35775,8,-5,U,America/Cayman
KX,1682,TPA,3646,GCM,1926,,0,733,3646,Tampa Intl,Tampa,United States,TPA,KTPA,27.975472,-82.53325,26,-5,A,America/New_York,1926,Owen Roberts Intl,Georgetown,Cayman Islands,GCM,MWCR,19.292778,-81.35775,8,-5,U,America/Cayman
LA,3200,BOG,2709,DFW,3670,Y,0,319,2709,Eldorado Intl,Bogota,Colombia,BOG,SKBO,4.701594,-74.146947,8361,-5,U,America/Bogota,3670,Dallas Fort Worth Intl,Dallas-Fort Worth,United States,DFW,KDFW,32.896828,-97.037997,607,-6,A,America/Chicago
LA,3200,BOG,2709,MIA,3576,Y,0,757 763,2709,Eldorado Intl,Bogota,Colombia,BOG,SKBO,4.701594,-74.146947,8361,-5,U,America/Bogota,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York
LA,3200,CCS,2851,MIA,3576,,0,763,2851,Simon Bolivar Intl,Caracas,Venezuela,CCS,SVMI,10.603117,-66.990583,235,-4.5,U,America/Caracas,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York
LA,3200,CLO,2715,MIA,3576,Y,0,738,2715,Alfonso Bonilla Aragon Intl,Cali,Colombia,CLO,SKCL,3.543222,-76.381583,3162,-5,U,America/Bogota,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York
LA,3200,CUN,1852,MIA,3576,,0,763,1852,Cancun Intl,Cancun,Mexico,CUN,MMUN,21.036528,-86.877083,20,-6,S,America/Mexico_City,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York
LA,3200,DFW,3670,BOG,2709,Y,0,319,3670,Dallas Fort Worth Intl,Dallas-Fort Worth,United States,DFW,KDFW,32.896828,-97.037997,607,-6,A,America/Chicago,2709,Eldorado Intl,Bogota,Colombia,BOG,SKBO,4.701594,-74.146947,8361,-5,U,America/Bogota
LA,3200,DFW,3670,LIM,2789,Y,0,763,3670,Dallas Fort Worth Intl,Dallas-Fort Worth,United States,DFW,KDFW,32.896828,-97.037997,607,-6,A,America/Chicago,2789,Jorge Chavez Intl,Lima,Peru,LIM,SPIM,-12.021889,-77.114319,113,-5,U,America/Lima
LA,3200,DFW,3670,SCL,2650,Y,0,763,3670,Dallas Fort Worth Intl,Dallas-Fort Worth,United States,DFW,KDFW,32.896828,-97.037997,607,-6,A,America/Chicago,2650,Arturo Merino Benitez Intl,Santiago,Chile,SCL,SCEL,-33.392975,-70.785803,1555,-4,S,America/Santiago
LA,3200,JFK,3797,LIM,2789,,0,763,3797,John F Kennedy Intl,New York,United States,JFK,KJFK,40.639751,-73.778925,13,-5,A,America/New_York,2789,Jorge Chavez Intl,Lima,Peru,LIM,SPIM,-12.021889,-77.114319,113,-5,U,America/Lima
LA,3200,JFK,3797,SCL,2650,,0,787,3797,John F Kennedy Intl,New York,United States,JFK,KJFK,40.639751,-73.778925,13,-5,A,America/New_York,2650,Arturo Merino Benitez Intl,Santiago,Chile,SCL,SCEL,-33.392975,-70.785803,1555,-4,S,America/Santiago
LA,3200,LAX,3484,LIM,2789,,0,763,3484,Los Angeles Intl,Los Angeles,United States,LAX,KLAX,33.942536,-118.408075,126,-8,A,America/Los_Angeles,2789,Jorge Chavez Intl,Lima,Peru,LIM,SPIM,-12.021889,-77.114319,113,-5,U,America/Lima
LA,3200,LIM,2789,DFW,3670,Y,0,763,2789,Jorge Chavez Intl,Lima,Peru,LIM,SPIM,-12.021889,-77.114319,113,-5,U,America/Lima,3670,Dallas Fort Worth Intl,Dallas-Fort Worth,United States,DFW,KDFW,32.896828,-97.037997,607,-6,A,America/Chicago
LA,3200,LIM,2789,JFK,3797,,0,763,2789,Jorge Chavez Intl,Lima,Peru,LIM,SPIM,-12.021889,-77.114319,113,-5,U,America/Lima,3797,John F Kennedy Intl,New York,United States,JFK,KJFK,40.639751,-73.778925,13,-5,A,America/New_York
LA,3200,LIM,2789,LAX,3484,,0,763,2789,Jorge Chavez Intl,Lima,Peru,LIM,SPIM,-12.021889,-77.114319,113,-5,U,America/Lima,3484,Los Angeles Intl,Los Angeles,United States,LAX,KLAX,33.942536,-118.408075,126,-8,A,America/Los_Angeles
LA,3200,LIM,2789,MIA,3576,,0,320,2789,Jorge Chavez Intl,Lima,Peru,LIM,SPIM,-12.021889,-77.114319,113,-5,U,America/Lima,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York
LA,3200,MDE,2745,MIA,3576,Y,0,738,2745,Jose Maria Cordova,Rio Negro,Colombia,MDE,SKRG,6.164536,-75.423119,6955,-5,U,America/Bogota,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York
LA,3200,MIA,3576,BOG,2709,Y,0,763 757,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York,2709,Eldorado Intl,Bogota,Colombia,BOG,SKBO,4.701594,-74.146947,8361,-5,U,America/Bogota
LA,3200,MIA,3576,CCS,2851,,0,763,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York,2851,Simon Bolivar Intl,Caracas,Venezuela,CCS,SVMI,10.603117,-66.990583,235,-4.5,U,America/Caracas
LA,3200,MIA,3576,CLO,2715,Y,0,738,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York,2715,Alfonso Bonilla Aragon Intl,Cali,Colombia,CLO,SKCL,3.543222,-76.381583,3162,-5,U,America/Bogota
LA,3200,MIA,3576,CUN,1852,,0,763,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York,1852,Cancun Intl,Cancun,Mexico,CUN,MMUN,21.036528,-86.877083,20,-6,S,America/Mexico_City
LA,3200,MIA,3576,LIM,2789,Y,0,763 757,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York,2789,Jorge Chavez Intl,Lima,Peru,LIM,SPIM,-12.021889,-77.114319,113,-5,U,America/Lima
LA,3200,MIA,3576,MDE,2745,Y,0,738,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York,2745,Jose Maria Cordova,Rio Negro,Colombia,MDE,SKRG,6.164536,-75.423119,6955,-5,U,America/Bogota
LA,3200,MIA,3576,PUJ,1760,,0,763,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York,1760,Punta Cana Intl,Punta Cana,Dominican Republic,PUJ,MDPC,18.567367,-68.363431,47,-4,U,America/Santo_Domingo
LA,3200,MIA,3576,SCL,2650,,0,763,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York,2650,Arturo Merino Benitez Intl,Santiago,Chile,SCL,SCEL,-33.392975,-70.785803,1555,-4,S,America/Santiago
LA,3200,PUJ,1760,MIA,3576,,0,763,1760,Punta Cana Intl,Punta Cana,Dominican Republic,PUJ,MDPC,18.567367,-68.363431,47,-4,U,America/Santo_Domingo,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York
LA,3200,SCL,2650,DFW,3670,Y,0,763,2650,Arturo Merino Benitez Intl,Santiago,Chile,SCL,SCEL,-33.392975,-70.785803,1555,-4,S,America/Santiago,3670,Dallas Fort Worth Intl,Dallas-Fort Worth,United States,DFW,KDFW,32.896828,-97.037997,607,-6,A,America/Chicago
LA,3200,SCL,2650,JFK,3797,,0,787,2650,Arturo Merino Benitez Intl,Santiago,Chile,SCL,SCEL,-33.392975,-70.785803,1555,-4,S,America/Santiago,3797,John F Kennedy Intl,New York,United States,JFK,KJFK,40.639751,-73.778925,13,-5,A,America/New_York
LA,3200,SCL,2650,MIA,3576,,0,763,2650,Arturo Merino Benitez Intl,Santiago,Chile,SCL,SCEL,-33.392975,-70.785803,1555,-4,S,America/Santiago,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York
LH,3320,AMS,580,EWR,3494,Y,0,752 763,580,Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308613,4.763889,-11,1,E,Europe/Amsterdam,3494,Newark Liberty Intl,Newark,United States,EWR,KEWR,40.6925,-74.168667,18,-5,A,America/New_York
LH,3320,AMS,580,IAD,3714,Y,0,763,580,Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308613,4.763889,-11,1,E,Europe/Amsterdam,3714,Washington Dulles Intl,Washington,United States,IAD,KIAD,38.944533,-77.455811,313,-5,A,America/New_York
LH,3320,AMS,580,IAH,3550,Y,0,777,580,Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308613,4.763889,-11,1,E,Europe/Amsterdam,3550,George Bush Intercontinental,Houston,United States,IAH,KIAH,29.984433,-95.341442,97,-6,A,America/Chicago
LH,3320,AMS,580,ORD,3830,Y,0,763,580,Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308613,4.763889,-11,1,E,Europe/Amsterdam,3830,Chicago Ohare Intl,Chicago,United States,ORD,KORD,41.978603,-87.904842,668,-6,A,America/Chicago
LH,3320,ATL,3682,FRA,340,,0,343 M1F,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York,340,Frankfurt Main,Frankfurt,Germany,FRA,EDDF,50.026421,8.543125,364,1,E,Europe/Berlin
