Airport,Terminal,Date,Hour,Average,Max,p015,p1630,p3145,p4660,p6190,p91120,p121Plus,Excluded,Total,Flights,Booths
MIA,General Aviation,1/1/2013,1000 - 1100,1,4,10,0,0,0,0,0,0,4,14,2,1
MIA,General Aviation,1/1/2013,1800 - 1900,2,5,5,0,0,0,0,0,0,2,7,1,1
MIA,General Aviation,1/1/2013,1900 - 2000,3,7,16,0,0,0,0,0,0,2,18,2,1
MIA,North Terminal,1/1/2013,0300 - 0400,27,38,7,117,39,0,0,0,0,5,168,1,27
MIA,North Terminal,1/1/2013,0400 - 0500,20,72,391,312,118,38,16,0,0,29,904,6,32
MIA,North Terminal,1/1/2013,0500 - 0600,25,61,201,131,166,55,3,0,0,13,569,3,29
MIA,North Terminal,1/1/2013,0600 - 0700,19,41,117,163,37,0,0,0,0,9,326,2,20
MIA,North Terminal,1/1/2013,0700 - 0800,22,45,107,210,78,0,0,0,0,17,412,2,20
MIA,North Terminal,1/1/2013,0900 - 1000,30,61,317,335,665,190,1,0,0,48,1556,11,32
MIA,North Terminal,1/1/2013,1000 - 1100,18,56,436,461,89,6,0,0,0,31,1023,8,34
MIA,North Terminal,1/1/2013,1100 - 1200,26,73,207,463,265,35,20,0,0,27,1017,7,32
MIA,North Terminal,1/1/2013,1200 - 1300,21,47,236,564,98,6,0,0,0,30,934,7,33
MIA,North Terminal,1/1/2013,1300 - 1400,15,33,208,134,14,0,0,0,0,9,365,4,19
MIA,North Terminal,1/1/2013,1400 - 1500,15,44,1123,737,68,0,0,0,0,59,1987,12,46
MIA,North Terminal,1/1/2013,1500 - 1600,12,34,851,269,8,0,0,0,0,32,1160,8,39
MIA,North Terminal,1/1/2013,1600 - 1700,19,54,1014,794,286,46,0,0,0,71,2211,13,45
MIA,North Terminal,1/1/2013,1700 - 1800,18,43,516,680,76,0,0,0,0,33,1305,8,40
MIA,North Terminal,1/1/2013,1800 - 1900,23,66,1000,1806,739,192,6,0,0,107,3850,21,56
MIA,North Terminal,1/1/2013,1900 - 2000,23,55,205,903,177,33,0,0,0,40,1358,9,42
MIA,North Terminal,1/1/2013,2000 - 2100,13,33,234,118,3,0,0,0,0,12,367,3,24
MIA,North Terminal,1/1/2013,2100 - 2200,17,43,438,177,111,0,0,0,0,17,743,4,40
